"","sexrace","sexp","sexd","racej","racey","race0","agey","age0","prace","page","pj","py","p0","jy","j0","dp","dy","d0","y0","lp__"
"22",-0.285925964710605,0.4106600915595,-0.0779688976106192,-1.0349992661917,0.0158528563065504,-0.263577997788834,0.10470949725873,-0.276468003075099,-0.0664499893229001,-0.0634450398806864,0.106777880191157,0.068655612282242,1.85460331489955,0.00344162722836915,-3.06904615187918,-0.125145688822428,-1.61039470844633,2.15148800076523,13.2786951993325,56812.8447767055
"23",-0.247146682476189,0.379482557715941,-0.0864600122298649,-0.79692457631219,-0.130746070075769,-0.288253311893517,0.162811085429741,-0.247621278097588,-0.0688754720349495,-0.0672025499668422,0.108526030667367,0.0602174755319742,1.86377157557059,0.267858513024887,-3.11906696190498,-0.123076587030878,-1.61714646461026,2.15562577570211,13.3667414950299,56810.7248882648
"24",-0.220452654564309,0.429774845081962,-0.0645308622652632,-0.962092662796011,0.053772551480933,-0.220003716631735,0.164048463104442,-0.28596080941212,-0.0702586484905763,-0.0601254007790591,0.113223140486954,0.0757204088097762,1.80767176113106,0.0160484230386564,-3.17193341484601,-0.121553536807382,-1.62039995098058,2.13971293044338,13.2520768503192,56811.8058181544
"25",-0.294194985659469,0.394517083837499,-0.0913337852361752,-1.05522439905262,0.10001202876483,-0.211092403358767,0.204370623279254,-0.245172000307555,-0.0718718075100555,-0.0598442565137047,0.108642806080297,0.0810103117280069,1.85017521153615,0.135361061115009,-3.09973458615389,-0.124218772147422,-1.64730204684892,2.16214302271478,13.4161679761146,56809.9806005465
"26",-0.228409242527954,0.424828766082428,-0.0582330952369233,-0.84714119417899,-0.176839928419434,-0.292129355779256,0.0855697542118132,-0.266791261515082,-0.0563373006055593,-0.0620335003711853,0.113231652261808,0.0662885357443931,1.81492714305145,0.124972030971856,-3.18218284589969,-0.122342395482931,-1.6216756421776,2.13224554984919,13.3856778029702,56811.7828668576
"27",-0.173299597428213,0.411882773144441,-0.0759032020145486,-0.895404766463884,0.0806093760339223,-0.291078158058448,0.196828377100858,-0.265630632815128,-0.0698792611303017,-0.061933014604882,0.109476586431267,0.0655428971665552,1.84433433336183,0.0713578055723738,-3.11519406039194,-0.124985180396192,-1.65507745276253,2.14842683538514,13.5688338861757,56814.0458364095
"28",-0.373964795729104,0.431922906181678,-0.0683193904751869,-1.00092465541053,-0.173419961676802,-0.188209791323686,0.0938851840892567,-0.260655521490782,-0.0594622335230261,-0.0652473428213967,0.111116449622687,0.0639130191954331,1.82799227815811,0.26340317442941,-3.13417755989842,-0.125018258633291,-1.6163514382808,2.13945107930486,13.3936752150216,56811.4299038366
"29",-0.221815844604596,0.393004783019806,-0.0542545346838163,-1.10881001338737,0.0594727468962302,-0.282858464307561,0.195264998491396,-0.269816187809924,-0.0700220489903462,-0.0569116939293923,0.108536140323932,0.0660712231259721,1.84024514317015,0.0512464588498583,-3.14889499761386,-0.121558539443783,-1.61802643437631,2.12518069923425,13.25566297322,56809.0717248782
"30",-0.26500611903101,0.422580627437435,-0.0949213393444787,-0.766499981782138,-0.16263410096742,-0.284013692336568,0.0932722582927985,-0.265434078012853,-0.0624347095216079,-0.0674257756054077,0.111060555737988,0.0670972925807728,1.82147128342892,0.0990319718779214,-3.07265532817605,-0.122954552255364,-1.65379754258086,2.159083139761,13.7742529383862,56807.5303743998
"31",-0.341525783201366,0.448796294521001,-0.0833283603380241,-1.27344446325371,-0.207720189481748,-0.240812928620252,0.154019785159871,-0.26199686768481,-0.0515435346161306,-0.0580832976864588,0.106714484668816,0.0540009197426958,1.77712374036233,0.0298400460891091,-3.14150524362884,-0.120681658232105,-1.62640398760301,2.15472745504873,13.4973011655475,56803.4560834413
"32",-0.197735591377343,0.37167759887879,-0.0657357752215512,-0.711224217177544,0.168436045260313,-0.272335806590016,0.140382310574338,-0.282364853927937,-0.0724154806412201,-0.0622822725275095,0.117575032099762,0.0568075230025276,1.87952711759093,-0.00880817059467452,-3.14870791671649,-0.124890042055654,-1.63168533098075,2.13908702963041,13.3779770368639,56803.7269416429
"33",-0.210495959781913,0.444283494186736,-0.088015664661781,-0.900804833042338,-0.163045408599088,-0.325909253593973,0.207887250579714,-0.255567984688091,-0.0549444377596501,-0.0674058952717918,0.120207058445849,0.0849329886566222,1.7757241404749,0.166186020219516,-3.1366384890427,-0.1189909868076,-1.63638097344272,2.16179550007713,13.4082315677949,56802.317694696
"34",-0.299296953703489,0.393338436068718,-0.0673512687515581,-0.775335075900086,0.0690629400833246,-0.190639716873955,0.0886805856953405,-0.275179031182697,-0.0728984029145932,-0.0609816247798139,0.118293337276221,0.0424259844808866,1.84511201780517,0.0834736078641986,-3.12604301685923,-0.123018456903508,-1.73438715522612,2.1395361803363,14.3962727151244,56802.4208244091
"35",-0.312243490819623,0.421051939229187,-0.0956696450518359,-0.915823834688878,-0.125968387896103,-0.26638210152311,0.162852924771892,-0.257746907849737,-0.0586796758333264,-0.0621259811674143,0.104115788211364,0.0815174481045865,1.82431720917599,-0.0776167239207671,-3.11229883093296,-0.123589994381675,-1.67181141626189,2.16533860733015,13.7186012409389,56808.8137269773
"36",-0.272139933935937,0.399602437518656,-0.0654278892410601,-0.952077652578192,0.0577550253949202,-0.202796843202962,0.103972344329625,-0.291297614227001,-0.0713148936094387,-0.0588559263526864,0.106915275569513,0.0507915861346752,1.85496977457379,0.31547824532458,-3.13754848514543,-0.124190635867112,-1.59754894961929,2.13588128975646,13.2562394897491,56807.8026165787
"37",-0.387498225675616,0.411190033747825,-0.0641295771636034,-0.896791281669999,-0.0880522323574603,-0.166086062071519,0.231620091090583,-0.254855051634735,-0.0577281916703143,-0.0608635407505831,0.109517041028009,0.0834216126270436,1.82573111109984,0.0353715535659304,-3.13903827820831,-0.121221893501193,-1.68418211618095,2.14400999782871,13.8574105703335,56808.8711354915
"38",-0.292872280529201,0.408354049618587,-0.0779585789586452,-0.793693129353026,-0.0740675684200257,-0.20636469057032,0.171261283696269,-0.251296687385119,-0.0669069745178209,-0.0675550539932235,0.113233874155444,0.0503360652649621,1.84842344924648,0.264842892084025,-3.15824698777421,-0.123751781776377,-1.64756299098765,2.14819246250457,13.5450193209794,56810.8921608371
"39",-0.256762429173922,0.391983126677782,-0.0792495408122395,-0.714755964559082,-0.078071670001974,-0.250694297155949,0.134474754481051,-0.213330049862413,-0.0670541991297233,-0.0698567251109136,0.110078358159098,0.0635827370817653,1.85285643671089,0.285975207225835,-3.19660076984657,-0.12467754790883,-1.62818084206595,2.15270915198552,13.4579036445343,56808.6619477832
"40",-0.239596186577255,0.416993908532832,-0.086552616380467,-0.85939677208056,-0.116361011599894,-0.233924757769719,0.120192753566272,-0.206278998451805,-0.0647548044184738,-0.0755597586907044,0.111244797819003,0.0607106564411867,1.82650640487859,0.176027952034673,-3.12901226528313,-0.120956596652713,-1.60060880120736,2.16052060095735,13.3583182399786,56800.05396275
"41",-0.246482356111581,0.399562822229302,-0.0592385456986745,-0.910098259193866,0.0742444938940641,-0.228637069151429,0.180835381312163,-0.292173932191938,-0.0688453319381251,-0.0569614824311924,0.106462358466205,0.0714843314467214,1.83459477836609,0.0544483622688774,-3.10152619132342,-0.121321128564075,-1.66598666712886,2.1358886486773,13.6719758628573,56812.2303752006
"42",-0.281683363134312,0.413395022161612,-0.059658009337466,-0.942390446897079,-0.0806803980368562,-0.241021769068933,0.148188034372417,-0.238910234291487,-0.0580489380315205,-0.0663002652607075,0.105662564320728,0.0689871742505752,1.84994239920111,0.331823396468262,-3.07575869282439,-0.124027533763948,-1.63383456457369,2.13629258828716,13.4377479708173,56810.6274820141
"43",-0.292768609989645,0.416238976853522,-0.0846321658166315,-0.89815787782899,-0.107380681150466,-0.190908000299193,0.111571999154007,-0.261345681426309,-0.069236435067249,-0.0624234078441207,0.111907684037425,0.0626596193991202,1.84228780787384,-0.135635310322687,-3.19061484426158,-0.122873673058347,-1.60146491333272,2.15602610193633,13.1552503237567,56806.8443989902
"44",-0.293090690007732,0.398640191625897,-0.0759658685402075,-0.873134416364111,0.0409571493123088,-0.242838018235449,0.195266193643784,-0.29446281218609,-0.0650739471698855,-0.0573685466113687,0.111923277058243,0.0711662689213556,1.83460719647919,0.248303442459989,-3.20531524639878,-0.123333748714337,-1.62582009215924,2.14865393633937,13.3570125339554,56810.9974432604
"45",-0.246188174889033,0.42859343459926,-0.086443072385602,-1.18520866402675,-0.126161772530761,-0.246179382729432,0.119653315539874,-0.284618034170576,-0.0635351604298984,-0.0656635754408233,0.109946329151888,0.068578357568463,1.8116849210586,0.188085587513995,-3.15357850902444,-0.124066979528099,-1.64320772853347,2.15427943092895,13.5774737074331,56808.0048331452
"46",-0.254108665381281,0.395094301472934,-0.0596877992094373,-0.618357950632732,0.0521931530115094,-0.289234410276531,0.171505122646496,-0.258618663370993,-0.0609520096946451,-0.0705521797228927,0.105631557485805,0.060984247989893,1.84088716964053,0.0289904660518936,-3.18703569566473,-0.122313151697488,-1.64849224600077,2.13111627421316,13.6298274694374,56806.0291012306
"47",-0.213909991177314,0.413475189367596,-0.0692013861375927,-0.840406558657527,-0.0667769523351136,-0.320363472163551,0.110567253513347,-0.261774848700571,-0.0640158058382253,-0.0612272728466851,0.108749102076358,0.0759730456373188,1.85915157071885,0.0182671877056014,-3.16265421868747,-0.12631406970227,-1.70380579642768,2.14407127249198,13.9668897611431,56808.1315582467
"48",-0.217357551276409,0.407419622553261,-0.0669469599160901,-0.868693268465135,-0.150978134772285,-0.270425239788019,0.155951136439577,-0.266517916471692,-0.0676703065599854,-0.0622302461914626,0.109014609439169,0.0648247455138,1.81116965926543,0.161491157669713,-3.15442225278475,-0.119294202091228,-1.69595357947696,2.14406494369863,14.0794857826781,56811.4479535689
"49",-0.190958350144999,0.404363846980835,-0.0590245719381146,-0.876428352810142,-0.167449782548563,-0.267693100648229,0.146908172379344,-0.261770531926069,-0.0696357817328497,-0.0628979824854926,0.109558387220533,0.0595877953825074,1.83377727193718,0.0642952999995666,-3.16155831125318,-0.123037469153354,-1.70409458951308,2.14166572762387,14.1900148222828,56808.8229964312
"50",-0.20187169685609,0.435285060477637,-0.0706193260127946,-0.948616994100764,-0.150241801091934,-0.246718964588059,0.0305619773737005,-0.259032694552048,-0.0713937218251283,-0.063104576674573,0.117599388760668,0.0531858228785231,1.81633320394286,0.138452566047844,-3.19213784951285,-0.124251694709175,-1.68264480468052,2.14704887871034,13.9937402008066,56807.7547963101
"51",-0.343542894398349,0.402401527558276,-0.0732075685114427,-1.0630874542341,0.0556049240632068,-0.198599389713767,0.284222712293658,-0.264975332319999,-0.0617656223644794,-0.0655413044170768,0.10323526864327,0.0870020053951051,1.86131062370994,0.119053467718386,-3.07716147192947,-0.12629484413758,-1.60325907561562,2.14855766026586,13.0426029748236,56807.6984466816
"52",-0.26426079370238,0.419845638136036,-0.0536278961304212,-1.00112053463599,0.0389651282935031,-0.236383744976238,0.0271712892231248,-0.259629654042853,-0.0685012270658577,-0.0655593473252754,0.103880303639851,0.0534024429442851,1.83222519746782,0.0282977419810827,-3.08485754088559,-0.123584571959651,-1.64895588859648,2.12877555207322,13.6652525117708,56809.3920249207
"53",-0.173899400051549,0.387778169055357,-0.06707447724954,-1.0022661827669,-0.0252264798528589,-0.28958313087755,0.0854050313692986,-0.261763942485455,-0.0678166825025166,-0.059142364922058,0.106535510410564,0.0606832241139143,1.85436069824275,0.161146401380022,-3.01062439240734,-0.123451545773782,-1.61865567582793,2.13624424247479,13.3658559690489,56811.0657547796
"54",-0.362591078618671,0.419447868115807,-0.0661908643194827,-0.818011354650638,-0.0456142188108799,-0.187222910886487,0.204498618108815,-0.25607070613129,-0.0616432607583109,-0.0602158148535601,0.116786596359375,0.0753828459422316,1.82768216869104,0.0321162486493483,-3.22906760785965,-0.123627136762324,-1.67783444304673,2.14398434546682,13.7548566516348,56812.1818403024
"55",-0.332048500875458,0.417320768229963,-0.0690329264853429,-0.870598269722592,-0.093356916379821,-0.180379483957241,0.217598558129086,-0.257636375187973,-0.0667719358351315,-0.0637815585015149,0.113475404114195,0.0814715820563056,1.822531457469,-0.000533024748755358,-3.22361309441558,-0.122480101141002,-1.68774018223521,2.13399460367174,13.8314588949736,56810.4235878662
"56",-0.19499010193055,0.434722500672839,-0.0757473204391195,-1.11742731955723,0.00730255045230415,-0.277931683552403,0.127234568987282,-0.263337284952532,-0.0591759055588041,-0.0620106451129431,0.111798579213052,0.0610860817290788,1.80321642914022,0.258375181316112,-3.16984231171178,-0.122004303170501,-1.6437976304855,2.14012249867088,13.5693115661413,56809.7169542889
"57",-0.192546659923765,0.409392854718148,-0.0815703808703269,-1.18878143029627,-0.0418771753071871,-0.23813438643284,0.192371449666785,-0.29647271817388,-0.0750063972399745,-0.0553415701419445,0.109536852579736,0.0624552298030482,1.83475097269245,0.0715182378651391,-3.03521551965152,-0.122987498880312,-1.60421816969185,2.14463065704828,13.2382776176163,56806.2457056323
"58",-0.273305488522935,0.428824479930132,-0.0753278506790427,-0.71458071708591,-0.175821934486295,-0.165940732200884,0.161002645412726,-0.255320488017072,-0.0767160252217762,-0.0634558654244421,0.112583898672635,0.0550030821543404,1.82313257564814,0.0729601431130346,-3.22394970392874,-0.124138372625759,-1.66132141454455,2.15640149604557,13.8201797162765,56806.9620300665
"59",-0.281046446861797,0.409930084476998,-0.06201657814954,-0.898997851587397,-0.114522021946458,-0.235705925125301,0.18638724848937,-0.294777125693749,-0.0539870126717962,-0.0548274702635331,0.111011398460899,0.0760509548376632,1.82723650958338,0.0589741172356056,-3.16568753706228,-0.120743472517162,-1.65589153265939,2.14461036635723,13.6390237624808,56808.0639447191
"60",-0.277929511325833,0.409076005848675,-0.06891078331023,-0.80157043129643,-0.134600477108038,-0.267278033782492,0.230885437547284,-0.266669308886189,-0.0789986410187778,-0.0633299479524251,0.113386497214024,0.058180213251464,1.85425092756554,-0.0951092231153833,-3.16820439871671,-0.123641420787312,-1.63493180359854,2.14584092658497,13.4675852840151,56802.2593517809
"61",-0.275139769545618,0.405335472163019,-0.0675340550786325,-0.779502818181998,-0.114320890821892,-0.260910213428573,0.211836324081857,-0.260914899383827,-0.0759124158909131,-0.0626727217538621,0.112549225282377,0.0584352895180485,1.8467156475771,-0.098076750309565,-3.16754744600191,-0.125233528112736,-1.63710951308528,2.14433344567945,13.5064732947562,56807.9547515011
"62",-0.302468381109657,0.416592373561234,-0.0912585651974514,-0.938579413197398,-0.142790185132372,-0.303654167984128,0.0593754446291881,-0.269251827454391,-0.0613281013330625,-0.0601033852989681,0.114771935599831,0.0671211887788123,1.78372290699222,0.289469098797279,-3.09347333277903,-0.118572131310281,-1.60023835634446,2.16045969906471,13.2227024743231,56801.0185587964
"63",-0.279899427212735,0.420575536641568,-0.0957748736285529,-1.0122034318357,-0.0261410729586961,-0.19682549581515,0.156120929458434,-0.271410271272832,-0.0683923725941925,-0.0614702577571175,0.102578619492402,0.0501189455339219,1.84979084741164,0.0681238071001043,-3.10247767135534,-0.126619866703931,-1.62172362079613,2.16149939652815,13.3569529369313,56808.46935437
"64",-0.215988029408043,0.402497901764297,-0.087518127408778,-0.804221081035786,-0.104676508468768,-0.297854003549183,0.106869578574109,-0.250580588863446,-0.0580532143423285,-0.0616913626943834,0.104196447260972,0.0793067070460776,1.83483747525866,0.0841348681091772,-3.13175506564852,-0.120633795379573,-1.67601798418029,2.15699919204897,13.8106053586069,56808.7071633204
"65",-0.157189769998921,0.419524734308061,-0.0691515047605232,-0.979155737153043,0.0157998908793055,-0.327297680829957,0.139753530992283,-0.249183097071322,-0.0659218148952413,-0.065685151192555,0.118169884980123,0.044990936537187,1.83249989958763,0.169480543603945,-3.25539325074742,-0.124676398098241,-1.6792568027372,2.14086548673186,13.8679506602921,56807.9751773606
"66",-0.287842489811925,0.412014575512552,-0.0819387758927902,-0.914770075562954,-0.0557168758420382,-0.195501650025444,0.20622733918995,-0.264872252091055,-0.0651568541914626,-0.0608603032963533,0.101877899904814,0.0803360248481391,1.83822195827288,0.0229471441094011,-2.99792843362465,-0.125549025219599,-1.58807811108541,2.15324702094407,12.9398795481461,56809.3966132387
"67",-0.270667368080246,0.411433395440566,-0.0706870034888689,-0.849641654694017,-0.0551589319923351,-0.248329118889576,0.180873285805797,-0.285326516838771,-0.0570216263910621,-0.0632472618543858,0.114786155961518,0.0655373642557141,1.83245515474556,0.149086936002446,-3.18770494827059,-0.121339550596972,-1.70564933782333,2.13658550577626,14.0513924362901,56808.6886622873
"68",-0.152736976691616,0.404651997135039,-0.0725121161438733,-0.829273253941443,-0.0628409639873671,-0.303683425432044,0.167471847544204,-0.264393852216095,-0.0697094321082317,-0.0656428269244596,0.106029532139719,0.0695410682777401,1.86332600694852,0.0601250179353212,-3.0331838180349,-0.124494804712535,-1.60539726771597,2.13943957047647,13.1544603750866,56807.9646087617
"69",-0.171164310283533,0.407358820736081,-0.0731618112247625,-0.792649106820242,-0.0691104868394283,-0.308520241697362,0.189829089237611,-0.260415730003445,-0.0700059384932406,-0.0672478010540813,0.105835949243071,0.0707750248273358,1.84369717086067,-0.0337249717295854,-3.03489195869601,-0.125557727345814,-1.61056918429964,2.13819138189109,13.2706988755444,56807.8460044985
"70",-0.195626046014673,0.408017836941663,-0.0797579066963491,-0.947615260092807,-0.0965335251349378,-0.311439312760118,0.20121532607494,-0.235295580028,-0.0578483781921354,-0.0645857677648395,0.110974126612406,0.0687977479217452,1.83070592364631,0.155214749733272,-3.16743014361911,-0.120439786002232,-1.61208503443502,2.14259560222395,13.2788328157768,56807.8172491544
"71",-0.373953775918153,0.41382904037828,-0.0763369527442985,-0.892219311801494,-0.0184651844750315,-0.159456484271498,0.128981738508093,-0.281273876363229,-0.0702968029217451,-0.0603785696734848,0.104074925227275,0.0681267665441015,1.80836346228351,-0.0102333006525973,-3.07636871515936,-0.122867338112292,-1.61782374005312,2.15370276861425,13.2667899096579,56806.6402947619
"72",-0.307823186892246,0.419823841862247,-0.0831652940805882,-0.948571304292573,-0.109122205182398,-0.244334881749422,0.141674104864194,-0.269478053366294,-0.06047140401642,-0.0607070937325811,0.109762474400184,0.0643358993556024,1.84125726939146,0.139467885615624,-3.17183261519043,-0.126835240030674,-1.64532731940005,2.1608693590216,13.5166519002865,56809.5530639712
"73",-0.373149664629641,0.38690157594781,-0.0660559132586065,-0.762326719094524,-0.190188509081075,-0.144605226777552,0.131410529393633,-0.270209319873404,-0.0722893136482887,-0.0705713670492495,0.117091530606501,0.0645841791054928,1.81641124359702,0.0932123375182903,-3.21638111643664,-0.119877816587118,-1.6128203206662,2.14061391036681,13.3238566095255,56803.3418752671
"74",-0.396039795263757,0.398601452593318,-0.066305346312117,-0.798284554352127,-0.208908497525199,-0.128182105495167,0.133461166761251,-0.272819273772904,-0.072768532103535,-0.0680338640482022,0.121251483984075,0.0566083746983728,1.83026030670539,0.0523650782746086,-3.2330912142741,-0.119578987886341,-1.61277348626259,2.1479764961898,13.3944553110853,56801.2977897206
"75",-0.327464506900853,0.428540460650308,-0.0614880347617248,-0.831181018749568,0.10352756785801,-0.206446334230775,0.168567235729336,-0.250700373162471,-0.0566431381569468,-0.0586149115347707,0.110626569934573,0.0750473223366153,1.83086696209654,0.0579278613951846,-3.25601983278489,-0.125937741344411,-1.61267696406304,2.14428138823754,13.2055611285044,56805.5618196852
"76",-0.286322365957224,0.419877284914043,-0.0842125390546058,-1.07648867640313,-0.221730380843972,-0.245364549344193,0.07747687196221,-0.267269878201014,-0.0532711124438774,-0.0637386965251618,0.108535784035538,0.06340202358347,1.85261582437762,0.0255114766300954,-3.02945246308512,-0.125342013596085,-1.6655087466611,2.15532345905712,13.8613084981562,56807.9569096988
"77",-0.303026671560497,0.426281624022855,-0.0628407096321224,-0.855811302913108,0.134771783869307,-0.208279229958139,0.198828652418838,-0.276553231684784,-0.0726972412644721,-0.0656214376318784,0.108310950876148,0.0724255120600717,1.83595140139101,0.137681352009249,-3.13952557241843,-0.126444208370825,-1.61925841298155,2.14193362854212,13.2321981866027,56808.6773518005
