"","sexrace","sexp","sexj","sex0","racej","race0","agerace","agep","agej","agey","prace","pj","p0","j0","dsex","dp","dj","d0","ysex","yrace","yp","yj","yd","y0","lp__"
"11",-0.229242692349292,0.396851204400322,1.33089821297569,1.81807230741558,-0.800345116609806,-0.0529184629165496,-0.155477306575175,-0.340519951609051,0.316971833172315,0.0657950079636254,-0.0610025964873515,0.0953453409011628,1.31764279157808,-4.15016541330383,-0.0569120645050932,-0.0664424406380266,-0.0764753767717671,2.28050718638648,0.213740936335269,-0.249731725471985,0.527736866398403,0.397535615399087,-0.49815868253244,-0.262450897998092,59776.4926353739
"12",-0.237871974149803,0.414353827194269,1.13589352943269,1.92378411135519,-0.780843855694354,-0.162417721215704,-0.0596072335945055,-0.363402218339961,0.30398478847205,0.175375681621684,-0.0616138801077772,0.0977360368097148,1.27430068665341,-4.1967644594817,-0.0742144428621534,-0.0636188876608639,-0.0843184368684653,2.27697559616908,0.289675967306162,-0.161497408108157,0.529164582421279,0.697845873052179,-0.479936882000559,-0.295097524117241,59781.147279128
"13",-0.259446309281052,0.426031657244912,0.993060417011828,1.73239176804767,-0.718719811866508,-0.0849235321808627,-0.126379018174809,-0.346687794459117,0.0757054239343103,0.156758073232618,-0.0649882196762955,0.0911354077511922,1.27587074657214,-4.26095822572885,-0.0537526468899017,-0.0655265969057151,-0.0330743156494856,2.28596163017544,0.334561421166375,-0.176533134176248,0.533456375976594,0.796561907868905,-0.503782551042625,-0.250393852827503,59774.9199028971
"14",-0.302807963480305,0.436341430147154,1.09545210099176,1.81525033284421,-0.851521189421262,-0.0520049675910402,-0.105529092934049,-0.358365476614243,0.204239464285087,0.149141281752463,-0.0659446462148994,0.0941045780462918,1.2230800983264,-4.14694043991541,-0.0585039465406444,-0.0601245101353119,-0.0672213983334161,2.27960298566479,0.228966417652636,-0.174094008561961,0.538505052389378,0.781882147811847,-0.490844089312344,-0.369362490224338,59778.0119144812
"15",-0.261850432991552,0.392532111820575,0.959195107748888,2.0143813648257,-0.847138639435394,-0.126017603597775,-0.0710047348580097,-0.349872436296221,0.270807475670906,0.0566986388593753,-0.0685059208626036,0.101208407908694,1.26119215660076,-3.78056414320576,-0.0803412034936277,-0.0589551568751707,-0.0810129377460691,2.28200580935649,0.166298714610912,-0.215200933999527,0.54356756459957,0.374128175750982,-0.496427301533091,-0.268225400354556,59778.5244708766
"16",-0.28359240848335,0.418008920038952,1.0111157810579,2.02637494269374,-0.867610500901326,-0.0880349417241923,-0.0747411481266882,-0.349601833810876,0.284621578750976,0.119146816013574,-0.0660674059419513,0.0989706671727175,1.27279025990698,-3.80579935431969,-0.082177305286596,-0.0632047463241989,-0.0893593176302101,2.28411746511289,0.188929191504573,-0.15305447272869,0.542012208598165,0.388196710892038,-0.503171123131166,-0.26794033360755,59782.9174458428
"17",-0.238094487223146,0.419095340917496,0.930472045594231,2.00994811740713,-0.706132520706811,-0.115061272177477,-0.0876337977003109,-0.362017812360601,0.285379344506525,0.144008365173941,-0.0583318148576532,0.0912310023804594,1.27586267840838,-3.70723630060996,-0.0822362688395841,-0.0619085042676972,-0.0996543251006483,2.27701157497431,0.239794441552122,-0.27753367402627,0.525580877789059,0.586760667305556,-0.484329568790785,-0.305783703682305,59781.442941394
"18",-0.350108740724894,0.393028324192006,1.17684393764842,1.57523436611564,-0.825267402260924,-0.0410322173576032,-0.096323005785294,-0.350265575372784,0.114019199291374,0.0839118848045675,-0.0616687492335668,0.0935733287596624,1.33439023548377,-3.70380016083569,-0.0347901851013096,-0.0685605628069396,-0.0881122679307591,2.27518376202615,0.42451534403307,-0.165698637169561,0.513825623645943,0.327363989232979,-0.497352157872795,-0.22422378712595,59774.9903796908
"19",-0.334126641011911,0.403766995328237,1.07750427313643,1.48003260857025,-0.8607620633006,-0.0374830004932563,-0.113078545873489,-0.347803620477174,0.163841659418945,0.102063062042232,-0.0627881513683915,0.0916315617090151,1.35330766218127,-3.57367017500915,-0.0257170781069926,-0.0723236908127919,-0.0967724560256885,2.28223362634718,0.338681278368266,-0.201878769797581,0.512782486714978,0.364180771941663,-0.495877110614632,-0.229912855295355,59775.4463072406
"20",-0.235021052700871,0.436773518559707,1.38116452360663,1.92800130713979,-0.752563233302679,-0.132720349319373,-0.0982523917645711,-0.365073116156443,0.294190813909282,0.125641158988104,-0.0595746769753856,0.101091637986724,1.25038162344774,-4.12792736853756,-0.0681965530403366,-0.0629036368010856,-0.100577423123519,2.27783263802694,0.227194522899943,-0.220838035198564,0.524373162300754,0.527953039818376,-0.49205481375087,-0.330509257619289,59777.2249065961
"21",-0.206879384579024,0.44033660727027,1.36750710777043,1.92997007656623,-0.921601277877609,-0.121540322134009,-0.0975318358543696,-0.351783439910938,0.323689273201295,0.1336505898874,-0.0646520617336698,0.0985354970191357,1.264416268169,-4.24846815095897,-0.0723042886431339,-0.0638330787778726,-0.0767967765715448,2.27810330520795,0.208225754624038,-0.226058466329624,0.529112402487248,0.403528765815504,-0.49546075289762,-0.285040188564858,59782.1462108475
"22",-0.2352183575906,0.406131972336366,1.00120040673538,1.58964338368084,-0.778334391339229,-0.180772645495606,-0.0913018400101227,-0.36712869628171,0.220188779165271,0.079180331571119,-0.0573664645323714,0.0933199843190555,1.25035246756595,-4.36196316044604,-0.0361439048954461,-0.0608865234154724,-0.0398593204568098,2.27458634662251,0.270259379733122,-0.135671870059954,0.559539508217426,0.911835934028786,-0.481916979169683,-0.271273194034501,59778.7440562262
"23",-0.230068806136565,0.425929435017021,0.929983716592992,1.70047231758649,-0.761547204780508,-0.135947133078575,-0.0758530680407141,-0.364534728467619,0.194854201377049,0.11645147211219,-0.0647196336551557,0.0964162807592311,1.27738092327013,-4.32433827717016,-0.0509827020738356,-0.0630152429386315,-0.0359982217829234,2.27805552481388,0.410043453338394,-0.207424329014685,0.515949722248874,0.813590896336962,-0.487071940606928,-0.236858570541851,59780.222119375
"24",-0.157450132295766,0.398586189376783,0.949868059477602,1.61149306686883,-0.976841566317403,-0.223605339887435,-0.0982006103062412,-0.352056408461849,0.26644032155168,0.0917576037244681,-0.055664375144864,0.0905511128013769,1.28042412970805,-4.34002220287451,-0.0383829992167534,-0.0628090871563556,-0.0347004579916769,2.27784800233437,0.274355820921929,-0.193218564739979,0.536311534537378,0.964104239593496,-0.486430775286554,-0.282922644609476,59778.0730954271
"25",-0.143566702836712,0.397044614439015,0.990790357199529,1.72080488000489,-1.01088881556229,-0.265248872867225,-0.0473602098098496,-0.342180010917923,0.265085089143462,0.0880837605653296,-0.058195643780237,0.0898673567874191,1.31583162328503,-4.41934036521911,-0.0464227066144025,-0.0666053181393386,-0.0288697213434322,2.27072149467553,0.242474859274029,-0.178727747532128,0.517070043597331,0.915452732386847,-0.48683842174997,-0.303398770963854,59773.57242507
"26",-0.379993062127918,0.392906441921232,0.902137444853307,1.9986589647265,-0.999002675541385,0.0219602658902622,-0.100751099604132,-0.341324071452032,0.253286263515397,0.0830464686365021,-0.0710169196464531,0.0960647266527042,1.2809610605302,-3.6193477839281,-0.0761484202192851,-0.0637889001366898,-0.0980524546726887,2.28291422530928,0.242359626720882,-0.150871804333617,0.545741832830478,0.496990940720483,-0.489710300462411,-0.181585125391643,59774.0234169172
"27",-0.324262736959797,0.38237536397719,0.695557576134152,1.90682431555744,-0.881505667975166,-0.0171588553788076,-0.155862865719794,-0.347883276075865,0.234395264145207,0.0411053636541515,-0.0754496139350852,0.0984717481807796,1.29613630124347,-3.50961273925506,-0.0717127417471987,-0.0626634097764175,-0.0765215925286119,2.27549777066647,0.262857371030239,-0.128916469905904,0.533994852363191,0.377469000443043,-0.492637087945714,-0.218302104589118,59775.1031919523
"28",-0.225823330933023,0.441618871528594,1.24749819212211,1.89841506008323,-0.813517054491038,-0.206158868964933,-0.0436685290014139,-0.365693925254981,0.248682305825186,0.196163851185896,-0.0507112271864738,0.0887077697278839,1.28102904726908,-3.9125805325418,-0.0704808243292979,-0.0648266242310616,-0.10285233889342,2.27366867229251,0.198446763941883,-0.22574223289891,0.511497063536872,0.505989164230958,-0.490877392566036,-0.359066748735083,59775.5837535286
"29",-0.230321867194432,0.445027275882814,1.31761866086916,1.94036299973189,-0.813884864022638,-0.187812843638521,-0.0442663262102378,-0.366300682218723,0.251239722043132,0.202661208128249,-0.0477729355714358,0.0869480220787784,1.26599150657798,-3.99319156276119,-0.0700488505783827,-0.0642568789292902,-0.104678939544139,2.27584619635668,0.194692505038172,-0.225431086365495,0.514321173568584,0.512916793865357,-0.493604685077166,-0.367767871922772,59772.3418069375
"30",-0.261941147762263,0.438864523105461,1.34851591461711,1.96768890111983,-0.899743353804412,-0.198359115561544,-0.0500810471120983,-0.367068624487748,0.212832932200946,0.197362691345559,-0.0485613874257607,0.0864080003486622,1.2577257976965,-3.8836183407976,-0.0763013524817051,-0.0629157471429931,-0.0954556081865028,2.27715115733262,0.179977684716372,-0.189318011979008,0.526976178173855,0.458121143095867,-0.488453580492325,-0.376141608601374,59774.0551601792
"31",-0.281658204669382,0.390734564364222,0.7852632600855,1.71356544251575,-0.631158417581005,-0.0807891176812928,-0.152935711098196,-0.362172160649542,0.268746211458201,0.0500940221708503,-0.0613013292444746,0.0935884715788457,1.3270975092269,-3.95237597036188,-0.0552749987761853,-0.067038954130938,-0.0659942023749088,2.2845025469814,0.363583356383665,-0.146754055596775,0.522521943435024,0.689450937548897,-0.487874526835906,-0.190264566935852,59775.8487336736
"32",-0.355306603825731,0.408020464275908,0.958993830051791,1.86493589528685,-0.975660934738589,-0.0227644530245918,-0.0810437098310416,-0.367883979136804,0.149431795630488,0.0645237467905294,-0.0611947136256452,0.0999596617863982,1.31221590975761,-3.7750276454538,-0.0662769540133678,-0.0657915805504173,-0.0941375514493252,2.27273108455852,0.177935655481842,-0.194463135939409,0.51408342759486,0.62313373426877,-0.49197972265903,-0.243805070754516,59776.8619965305
"33",-0.200181068971272,0.39765133411555,1.07751532386965,2.03227118214296,-0.794551529178926,-0.124903233530997,-0.13319132457699,-0.344198679922915,0.292006697342838,0.128821318298395,-0.0627844280594622,0.0893843484396169,1.2974504287123,-4.34189041120672,-0.0854450622931372,-0.0665158613030883,-0.0409004862431002,2.28158590446506,0.213683936633438,-0.182701901944431,0.542308530646603,0.773369821819272,-0.486320433428659,-0.250166342864955,59779.2354253896
"34",-0.227018831126461,0.393075911778336,1.20664446556146,1.97600443252505,-0.897303691034662,-0.114371432336091,-0.0954308871382692,-0.362787255434858,0.256909940835545,0.0723660036162629,-0.0679638060283702,0.105919684258974,1.30654538611949,-4.20898373351218,-0.0735632810634604,-0.0634166954621113,-0.0642666058085439,2.27569177055418,0.153356770252098,-0.192919590704581,0.519608321959717,0.555038935829139,-0.491856949861322,-0.258561258105371,59780.5973447559
"35",-0.213934673116634,0.387501207825819,0.962579553278436,1.84426390166294,-0.855419366981962,-0.124918153368548,-0.131962225765729,-0.348210547514715,0.275828809416439,0.112951391334341,-0.0567691449700844,0.0944715275296935,1.31747494392881,-3.95536502791313,-0.0681075176287479,-0.0657748912743677,-0.0927245262365303,2.28291783550642,0.295982214484381,-0.151744706608341,0.52592120346048,0.627568510830064,-0.490202107267474,-0.253475906703154,59779.4565797956
"36",-0.246416636164661,0.394752791612242,0.906906814873305,2.04233640448405,-1.08262848558961,-0.0876796034980128,-0.0889621757397165,-0.371729672394144,0.219175461887472,0.105394502164584,-0.068016121370706,0.0936384485202984,1.27040890218841,-3.77743534136384,-0.0792212951483415,-0.0604623953989638,-0.0559968679962166,2.27934455800225,0.125474328592522,-0.213214335760216,0.544724561426305,0.560454278330614,-0.495469641863614,-0.280101853323084,59777.6303688158
"37",-0.249337222428585,0.399884209317224,0.918270924825308,1.59619738044582,-0.569538974018138,-0.131064598421631,-0.122355453049253,-0.338333675924772,0.297716198664099,0.107702650817586,-0.0554895689024315,0.0956549631882329,1.22640799722003,-3.83916834948705,-0.0374732466329202,-0.0576378396728149,-0.0963304078299984,2.29142860730546,0.371885398682746,-0.16764115552585,0.542359631884473,0.608669129495132,-0.502609572661262,-0.253431131134331,59774.2834109322
"38",-0.287834355281384,0.407209898745972,0.99299488273802,1.73252543529202,-0.678827838144936,-0.145024889542303,-0.0560033116043108,-0.369936567131436,0.191468817459476,0.125549310746868,-0.0677111788537422,0.0963659111431782,1.29845858821404,-3.73393351520375,-0.0522331952806742,-0.0659968864359963,-0.0853620793176748,2.27504850126433,0.258018878328523,-0.126634345497936,0.547923617442772,0.421658472452868,-0.490081302550298,-0.2738978465209,59780.5231082139
"39",-0.241464303544574,0.38993975690678,0.929020902256095,1.71466639799536,-0.787025978757581,-0.125466078212106,-0.0320707267272895,-0.362067318853933,0.226853494853394,0.115779891033743,-0.0720090028139621,0.096501292316568,1.27605536898592,-3.54495455976843,-0.0498097148448429,-0.0598090068765393,-0.0963085542485625,2.27576962943737,0.340475268268539,-0.181228596569768,0.536674462650436,0.355544734551382,-0.470903902092018,-0.255210711507401,59776.7835441036
"40",-0.193041901117133,0.439231546134201,0.742538024715811,1.74152679104161,-0.880816303504893,-0.145613766216262,-0.127778220227115,-0.361337654624431,0.292145920711075,0.139480654623994,-0.0605075929302481,0.0965305327845125,1.30774435425179,-3.67210802028285,-0.0490620708349341,-0.0685828941217324,-0.0788411623377857,2.28581898257306,0.280269657029662,-0.0795298012231938,0.516815116927105,0.57161017022024,-0.515900357897183,-0.318224955387238,59772.6712112648
"41",-0.130300940905727,0.403042194153107,1.02205029362005,1.64261628565208,-0.958624798058754,-0.178673013329107,-0.0660256255192738,-0.356798411375209,0.249486068856925,0.146459674825448,-0.0646459718873188,0.092202203585315,1.2774241149634,-3.89329057546981,-0.0451072350311162,-0.0613634737511041,-0.07621130994639,2.28288235863674,0.36517099236794,-0.191288461533603,0.518989387301056,0.592634877854204,-0.486714550204834,-0.269614277571832,59779.3795968418
"42",-0.163830362492823,0.409824122704999,1.18760119080314,1.7067588387259,-0.816873218959711,-0.302817396397187,-0.0745909474735738,-0.363845208207885,0.261697241941966,0.11331586339115,-0.053923803795457,0.0952675627945525,1.28379256514017,-4.20190200740652,-0.0479018686257806,-0.0637125607534928,-0.0803511723915826,2.2807088469043,0.383237372339293,-0.174169466254673,0.537556939889449,0.647946740398364,-0.494880864195857,-0.289182111783967,59778.9844769783
"43",-0.376897522341108,0.402865271993605,1.26890473838667,2.01557375769977,-0.824531469284986,-0.0356865630885507,-0.162946198194975,-0.365789409273033,0.215628373173635,0.132414798936235,-0.0634846114852884,0.091202948958188,1.2815556739232,-3.99784430100681,-0.0825290601772853,-0.0617892455913226,-0.0825402206091028,2.27518615095283,0.103173722970925,-0.156023446117681,0.5265840275428,0.533117044208058,-0.481866092447994,-0.264186849281895,59776.7845593368
"44",-0.271972443798194,0.404093532620671,0.983388271572791,1.95420168453503,-0.967502439795712,-0.01782960916391,-0.137810719281114,-0.363067537330539,0.197254652978454,0.0868241556762118,-0.0606090805916298,0.097119213796622,1.30608043539477,-3.86081551097143,-0.0685175996295847,-0.0656304598033728,-0.087342200329879,2.27439302070259,0.216585556620888,-0.198577675285587,0.529104541778334,0.59959330594515,-0.487244937894015,-0.278149356652374,59779.6580026808
"45",-0.40013353762817,0.412067136676895,1.09456536238823,1.96582839423471,-0.558092262554158,0.0160359947887232,-0.0629604420144797,-0.338292169573014,0.249756877190469,0.183455015603708,-0.0559224737020587,0.0926035433844042,1.2488605458715,-4.11749158581714,-0.0756200207457405,-0.0608602996262712,-0.0625099092513343,2.28954442984503,0.185930133676987,-0.147722390317567,0.530985683510759,0.607152888302468,-0.508440471643687,-0.298269148021568,59768.8275068706
"46",-0.345114565114887,0.414539875490567,0.893831616316735,1.9274015107029,-0.722087434346401,0.0363016248060051,-0.112057910834395,-0.367502673614264,0.258025349904299,0.106322049914969,-0.0602394813970073,0.100482032711214,1.37181114683298,-3.7905686077214,-0.0725898365413225,-0.0718467968301591,-0.0879848847037775,2.27338199577615,0.202321490355706,-0.210870051982847,0.495464878540929,0.525900449093619,-0.482072619772544,-0.312204963218875,59774.7975145041
"47",-0.357405691664717,0.420619452025931,0.834280577542545,1.89016342601293,-0.681606505017125,0.0403414583349617,-0.119551719639205,-0.373825615221138,0.226839288113465,0.113250009920583,-0.0636695399692001,0.101065432855679,1.36281968347259,-3.73871414223295,-0.0644354706106603,-0.0718580449706509,-0.0834842791975977,2.2722679655609,0.240212538035622,-0.19769530274516,0.489386151295105,0.536174655019523,-0.485214704843643,-0.31459117540265,59773.6209429652
"48",-0.292829672524506,0.414603628948238,0.986041038708148,1.7688539513319,-0.826487766379897,-0.0276173737331753,-0.152087573093731,-0.360211296534577,0.176108047251595,0.123892151339208,-0.0635758166636742,0.0889745812553876,1.33943485690517,-3.76109228556488,-0.0534567184036509,-0.0695119478930997,-0.0756911294157922,2.28354864487004,0.271696694618241,-0.140803723038816,0.492511283330798,0.555269841240038,-0.488147284955425,-0.271101371075045,59779.8837805085
"49",-0.167090557310443,0.405210118912626,1.23548357498311,1.98773414032686,-0.797708257914721,-0.190314703556368,-0.0299070687623076,-0.338118194799097,0.355250489019007,0.133690831434035,-0.0584886743953793,0.0945711897663444,1.24462220834826,-4.3347091511407,-0.0822598214369226,-0.0599837666389032,-0.0630739121240565,2.27411399503136,0.271016246876708,-0.215693409745922,0.550288141783551,0.640533847567085,-0.490663242865896,-0.262698334066617,59775.7287310221
"50",-0.22557413170111,0.426002959143411,0.881120712879628,1.47432372002162,-0.849849564890201,-0.168276508530147,-0.141857217891073,-0.369958694216128,0.160822533620303,0.124731924543684,-0.0601750752071885,0.0920752588912247,1.27902116308107,-3.76502874159386,-0.035289445757993,-0.0645714878100661,-0.0808908608400933,2.27777164119426,0.513482713804927,-0.113503746788898,0.532406150371309,0.611704357298581,-0.497833907515065,-0.264829350639172,59776.4333505825
"51",-0.325428048044081,0.405366019891988,0.908508165539233,1.59452243866283,-0.926183652411459,-0.0496618740832526,-0.0959960916683084,-0.351760034715727,0.240458426342961,0.0452005279757432,-0.0749251661509266,0.0931810169454631,1.31018096936305,-3.99670690282093,-0.0292056902189996,-0.0646313254718665,-0.0666175371321641,2.27984777041805,0.276371488996973,-0.145908633126727,0.512830098689672,0.656790436392557,-0.482310908661562,-0.215546817019134,59775.2054482192
"52",-0.313697884836189,0.394011845288495,0.806106062559094,1.95143024057928,-1.02534962952885,-0.0491867022132854,-0.0918859107022568,-0.351155758651575,0.292085484507816,0.124488596702924,-0.0673348413122515,0.0885447941462163,1.33572980796303,-3.82770262140235,-0.0803941746926443,-0.0681453610891665,-0.073814806533611,2.28334482235059,0.217542644565031,-0.144549340914954,0.511262028856233,0.706271330988506,-0.488918172138332,-0.252476511241436,59779.0869164351
"53",-0.316714837304639,0.392992929267145,0.913647655170678,1.94947303545058,-1.06346982613556,-0.0631091176734028,-0.0984419649901453,-0.353167474146314,0.303065293241973,0.122826392745033,-0.0693414730192237,0.086605635467334,1.33662309177263,-3.77844265006209,-0.0729536019172772,-0.0665481797201631,-0.0720110227486107,2.28354454537625,0.194972749647422,-0.127266967461806,0.509223380643239,0.696400472431161,-0.487628136291457,-0.251227840324887,59776.6407910236
"54",-0.325627437870679,0.398840588911153,1.04938941820349,1.85975793462059,-1.08472911966288,-0.0498011264559828,-0.161791228487959,-0.365912647756339,0.317218428895384,0.12554079948302,-0.0607160095994311,0.0932224207970447,1.34834202971745,-3.96284164071428,-0.0672467553329824,-0.0697418857612342,-0.0675637710638542,2.28278317428609,0.337206165147801,-0.114363852195712,0.51396286173426,0.406955045123178,-0.502754907179819,-0.265131406143162,59774.759205508
"55",-0.226337141300018,0.396115372398615,1.06272656618648,1.92745412640066,-0.610069332174098,-0.129386792790666,-0.0656509517351323,-0.345272724713598,0.188536657897613,0.105520311599282,-0.0691066095637923,0.0972806504455798,1.28339991001366,-3.88476208624108,-0.0727991282199101,-0.0643117944237898,-0.110931663023245,2.285966792562,0.265236895668207,-0.234926239683003,0.539436271409177,0.572386011756938,-0.488898938950795,-0.293514401384825,59775.4866763205
"56",-0.269364503833117,0.426649998274883,0.853375609710085,1.66242603551013,-0.735785275471833,-0.0910796125970701,-0.113238143307475,-0.340914619354632,0.186557832423574,0.130532655642951,-0.059735414902465,0.0964261395756024,1.26731407233126,-3.69589754015423,-0.0456551678793884,-0.0626103088993418,-0.0773195478134742,2.2767308889317,0.301199562236832,-0.176562967383341,0.520760660145604,0.569798078027104,-0.499375025144589,-0.274875644166123,59780.7350037453
"57",-0.17192374531759,0.403274027754265,1.1258122936418,1.91873480888963,-0.946276349881269,-0.196377468429657,-0.0746175809073835,-0.372710334380957,0.291795880535432,0.125278422822085,-0.0606766628195596,0.0964638558449005,1.25569109012621,-3.99754201569861,-0.0715428722964271,-0.0599527931126365,-0.0910234412862908,2.27224344376795,0.187548817254729,-0.18118396993572,0.555707522488047,0.448207958869095,-0.489571032496012,-0.266114426440358,59779.0694711915
"58",-0.321899567381485,0.407138049305603,0.955060080650586,2.39917063809907,-0.777025613168683,-0.0266823565976211,-0.11578346958109,-0.352921595129141,0.207673445737945,0.0918216088125628,-0.0614195780113752,0.0968977130952434,1.30921437809994,-4.06304081088473,-0.116678859381828,-0.0641726815279781,-0.0778775846562122,2.28644005653011,0.061233846171655,-0.197222865856605,0.49064005831219,0.705917864039026,-0.493323733733004,-0.27086924891201,59774.2572448391
"59",-0.328734982058715,0.405720402781767,1.17123767937523,1.57821698697815,-1.07242820798618,-0.14616527355518,-0.0432997117286453,-0.364654052183823,0.297178478748381,0.11029961896507,-0.0605664983972091,0.0952918328830462,1.24297288104892,-4.35678679489774,-0.0333241746065254,-0.0570126457301751,-0.0581553986184544,2.27966698229786,0.321086548349104,-0.141403917504421,0.540004180593176,0.699368390849416,-0.489944204849588,-0.220756678251992,59774.9872030329
"60",-0.237487468314747,0.403854920941157,0.946013001316992,1.43752966712724,-0.710299650738039,-0.139402315824472,-0.0964603170716922,-0.339407032792157,0.247110657283226,0.100515806868207,-0.0583151642457017,0.103049737786465,1.25039853923512,-3.98027336974801,-0.0294541626057917,-0.0628258011736276,-0.0641099586829755,2.28232511341149,0.491172238332079,-0.251108601731694,0.577458197439099,0.545651050898333,-0.500774226738566,-0.299889681487637,59771.3987524181
"61",-0.181363823780198,0.410900387553472,1.1706007437013,1.33642486200416,-0.717931329243074,-0.168194297535597,-0.0878044114591286,-0.348325729108302,0.259223781097767,0.125104033859872,-0.0653744486970844,0.0930149678422059,1.22015923429063,-4.36261557135344,-0.0150443681789139,-0.0569369979026411,-0.0619297497672894,2.2822117060977,0.450498034734521,-0.116301663704856,0.530956251131848,0.739627715125165,-0.493472878215553,-0.259209043027703,59773.6229991131
"62",-0.241753483046087,0.44957702397787,1.42681947835567,1.65538583445681,-0.93020023723223,-0.146244082495649,-0.0963245731337138,-0.344594948077217,0.355144937392736,0.0580236241496096,-0.0633062079792373,0.0958307197575714,1.26004499867203,-4.39170687192343,-0.0470911572634713,-0.0677778234430148,-0.0829250792041595,2.27932634868916,0.333751653364174,-0.168003167470849,0.547577644743721,0.628771952316836,-0.494665739212144,-0.232841014731569,59774.1731706468
