"","sexrace","sexp","sexj","sexy","sex0","racej","race0","agerace","agep","agej","agey","prace","pj","p0","j0","dsex","dp","dj","dy","yrace","yp","yj","y0","lp__"
"16",-0.294554654278985,0.439367267568443,1.27915059925924,0.264141328717894,2.28253178747565,-0.847569490499173,-0.149223907316178,-0.1082476120527,-0.354717688772972,0.256460139818367,0.0186936209365809,-0.0613363456364894,0.095390631741168,1.26047301595854,-4.29308853043722,-0.108912194790303,-0.0644441028377298,-0.0691278434345921,-1.66094094424089,-0.108955342227563,0.521979156809001,0.649818803650449,13.7489520237261,-2037.28810191601
"17",-0.246608220482065,0.381065605430671,0.766805982380266,0.110225509662891,2.42536479328251,-0.772752240545883,-0.0677244385348258,-0.0793654818669752,-0.360038028352403,0.214825525035345,0.184454802895683,-0.0642515381229437,0.096389339117083,1.32094567861924,-3.74270537151957,-0.117727681986555,-0.065601006015076,-0.0817825076711628,-1.65421225186194,-0.200084593901255,0.524581770675088,0.621699216586062,13.803913090443,-2042.45491959379
"18",-0.223941200555601,0.381161263544974,1.31950729324644,0.360024519038127,2.45616300142256,-0.829330547255559,-0.130486808930222,-0.138898852958419,-0.356910423679002,0.0487490832878085,0.154262345275611,-0.0624423859374393,0.0907110806062872,1.31116204701569,-4.0515171721123,-0.124469309575626,-0.064717771346574,-0.0693231901244483,-1.66375876045333,-0.198549810537972,0.53284689933177,0.538476453478688,13.5960005600856,-2044.14572337526
"19",-0.124614991979467,0.393531384849503,1.40218805379164,0.31124291909955,2.56803410135723,-0.783563009638792,-0.186049010974278,-0.13478153076322,-0.346054523878503,0.0942170623942108,0.140239135382157,-0.0613699246586745,0.0963111627963076,1.33435137354372,-4.23541698917072,-0.132553272814314,-0.0664453041115161,-0.0800272509304929,-1.64335062858119,-0.180996504588136,0.521072849054016,0.597509038898326,13.5462397687218,-2048.12804591956
"20",-0.387060821269359,0.410322540861563,0.835818766420511,0.196069877139858,2.16346781264164,-0.845259932213906,-0.0808320368249459,-0.0530712926880897,-0.366544777636199,0.390235644800288,0.0363688797989993,-0.063636382649493,0.0921882660400603,1.32928650844127,-3.84549490979832,-0.0862786263243771,-0.068721263171571,-0.0794270397820247,-1.63787055715566,-0.159903570953481,0.509923353900437,0.596369150860741,13.6318772252704,-2043.75119746131
"21",-0.186035680565964,0.40574176675581,1.41537441263095,0.292609637269863,2.3257778959402,-0.802472055717192,-0.178975743375651,-0.137837593783429,-0.357431387140248,0.111389565438494,0.105722963876406,-0.0657146169089335,0.094435487499949,1.27358624830894,-4.46173253523733,-0.105735388469716,-0.0633626639892055,-0.0529572472116808,-1.69601718867251,-0.224473608621199,0.546687268413608,0.706308736487977,14.0130407671903,-2041.59631624791
"22",-0.329942725861779,0.396909721850991,0.72216114726296,0.189364023872984,2.2389425293445,-0.991852478501524,-0.0818607225616407,-0.0599469215084236,-0.357733838244484,0.30266042997453,0.0556934654336248,-0.0600434434879389,0.10139866609416,1.30016953922224,-3.60303520091598,-0.099237239131369,-0.063212357070805,-0.0815885098448297,-1.63179612393222,-0.104657787996148,0.520001199242656,0.390839407726711,13.5611542757161,-2039.98267030933
"23",-0.195145020971369,0.398238229113311,1.17359524985748,0.25343154633877,2.37075703279859,-0.656433478854502,-0.156878394958935,-0.135200254478558,-0.357022778746709,0.227373218663765,0.113047163859974,-0.0674017294529399,0.0861895376066198,1.33334662890756,-3.9349482435641,-0.113020189688779,-0.066106383491142,-0.0818705662126607,-1.72950493320687,-0.19796658258655,0.499880645902537,0.534448428284501,14.3446929535019,-2040.31202933744
"24",-0.267319757904312,0.413560977705791,0.931742951859688,0.177359501782504,2.05167661410777,-0.982704674398734,-0.135760919990312,-0.0332748649774464,-0.359750772886248,0.253601462988646,0.0567141085832973,-0.0573076348320221,0.0990292655278347,1.24005589707436,-4.21751515875818,-0.0768620609364516,-0.0583306953594183,-0.0416646973525436,-1.64153026264893,-0.159381667203318,0.543395403430381,0.745494985160784,13.6853643818221,-2041.1395082565
"25",-0.230162638813907,0.396966701033275,0.987381227726146,0.264688550654737,2.29540813205623,-0.91595694174947,-0.168269210835794,-0.0724298622138382,-0.34087832106953,0.246337633685403,0.0752021902148611,-0.0530196395866254,0.0978909760237522,1.27472755577766,-4.19369692826353,-0.107136441968962,-0.0636128163991476,-0.0471851432287855,-1.6471014687151,-0.144245680010127,0.545514083572337,0.770549293939431,13.6315927622721,-2038.63316771524
"26",-0.192514932928697,0.390278912418521,0.820347273143489,0.373014003437136,2.50623669564722,-0.660162522020986,-0.123253941077833,-0.0956439823337843,-0.363339591328348,0.261433842407734,0.0519267271290444,-0.0624346313910192,0.0941105889055095,1.3176433471002,-4.00972868039396,-0.129229946406144,-0.0660154752959988,-0.0668421836267009,-1.64123024408581,-0.211108419105598,0.529186574110719,0.698803044903483,13.5174421186027,-2040.07186155399
"27",-0.376301523277531,0.408702010530004,1.09299551224507,0.351998230912411,2.28401567307521,-0.863427629081725,-0.00590961905586773,-0.0842656412937146,-0.365623503018915,0.283614633887946,0.0459111647545282,-0.0603763061485897,0.0999288196415022,1.30629214913813,-4.15855974788676,-0.105111817788173,-0.0646348165697916,-0.075201016943197,-1.66542790845593,-0.200050039326954,0.516916751605021,0.553787100866717,13.7155541475003,-2037.04099102816
"28",-0.156434248430493,0.408308015134527,1.14117585171294,0.117731152779173,2.22341235757468,-0.795476020152801,-0.191746983731133,-0.116207205931673,-0.341690800061995,0.193146249466139,0.101958775336711,-0.0600952590994206,0.093938703568395,1.25207752533138,-3.93449035135574,-0.0941113480000743,-0.0616876653425417,-0.0772884822149282,-1.64057747311173,-0.138394203754379,0.543691952350936,0.569888372338523,13.6994664056441,-2038.16466628052
"29",-0.328716513560932,0.423974785146067,1.17188980164336,0.440916581203836,2.36117209150924,-0.734451160211198,-0.0498863195152309,-0.125251946302116,-0.372871340029326,0.277261882346406,0.0663063978477843,-0.0718868110492882,0.0972801381826415,1.30845123937197,-4.50572947485544,-0.118129959086289,-0.0671722929493001,-0.0521207860494616,-1.64408147499227,-0.192085081611256,0.51245891962098,0.782671982454591,13.4982198443171,-2043.87669042798
"30",-0.199130804037717,0.4107400286979,1.11957425420652,0.221202008336384,2.22207853918623,-0.946567921877359,-0.174698151513849,-0.0261678074496376,-0.357517634299038,0.277689893230514,0.0324560801882935,-0.0653205847226476,0.0959331727107362,1.26556497129536,-3.74449720388519,-0.100076306026158,-0.0619723256774283,-0.10284262927385,-1.7015232044573,-0.122404606504724,0.541989879723441,0.336146113670251,14.1295517989623,-2040.93726009684
"31",-0.260623193282098,0.424613278480619,1.0010423724802,0.246136481097494,2.29476144729757,-0.757375736739018,-0.120994123790859,-0.158701584316803,-0.355282021385989,0.262694759882832,0.0489319537219802,-0.0585535959790963,0.0991969060398443,1.28566018373609,-4.30696984967599,-0.101435426604983,-0.0648665088726889,-0.0607910174575973,-1.67254152588452,-0.220920228806886,0.520724064180405,0.834928397969942,13.943852276631,-2039.91504002756
"32",-0.157584026671317,0.435911882434999,0.858969029745117,0.259454908434668,2.32160697067019,-0.608265160504625,-0.13147402381105,-0.155831983937251,-0.366889492734094,0.256789245227539,0.0686225526179014,-0.0582132801476332,0.101147188492445,1.29767529714459,-4.23593465665417,-0.103808816406681,-0.0668706383939909,-0.0453661581956422,-1.68299074490439,-0.162559896374547,0.507911252698715,0.759026893483435,13.9878185528585,-2043.71328849522
"33",-0.337393801563758,0.381260707171048,1.57638797614167,0.130627631653989,2.3058753000975,-1.08534721430331,-0.141179290254982,-0.0332033923529968,-0.347430807647813,0.28418032142154,0.0231072837457275,-0.066394004029215,0.0893951009070571,1.30354735139634,-4.43235359266239,-0.110200486677882,-0.0655885348185361,-0.0707702839151497,-1.7386956570578,-0.168045217523663,0.527592391182002,0.540545523525153,14.5360598010665,-2050.60818696908
"34",-0.204650499337669,0.411959968779242,0.903336774523459,0.258626673691928,2.12432980341813,-0.71951842821783,-0.062884077618067,-0.166815442691055,-0.367085859355836,0.297104985272985,0.103970026810446,-0.059165308630087,0.098385750114267,1.32105468540297,-4.13507543513092,-0.0814362749876673,-0.066822729817995,-0.0556426389945149,-1.64696616741347,-0.200597929477147,0.510873873889472,0.680224703958178,13.6430619246302,-2041.35442518565
"35",-0.292964293568433,0.396573661578742,1.24163971088974,0.221703490448515,2.51632231280068,-0.920281173021542,-0.173111010253189,-0.0620142192983687,-0.345993395292618,0.216834160605678,0.0368782722656591,-0.0606252381990839,0.0906935387296684,1.30172496092241,-3.81988722197967,-0.123528044296418,-0.065019889278283,-0.10618370090243,-1.65729797453623,-0.0910828210793427,0.530566582172804,0.464867607722842,13.7390380563764,-2040.20532341303
"36",-0.277072552674702,0.405338860032859,1.22576195001127,0.225930141987086,2.50969769507562,-0.911339684169469,-0.174134180778341,-0.0537279573083789,-0.351887918051985,0.252704816327086,0.0483854659126762,-0.0598710360791533,0.0919533544425077,1.2959624213351,-3.84824107150646,-0.135138216911753,-0.0640769541196669,-0.0978976849996425,-1.66026342673821,-0.0822150057593939,0.528664327719783,0.45844705449305,13.7790210964205,-2039.64975756012
"37",-0.283901476269624,0.387811676669251,0.622137673270797,0.176668284225388,2.41721342968649,-0.531636583074025,-0.137503095177461,-0.0612611306082594,-0.351746962849054,0.280274500977743,0.186767215764612,-0.0565132879397447,0.09911567600572,1.33388966659952,-3.49789771306494,-0.113904012051754,-0.0677120411249371,-0.0919883478034683,-1.67209083464885,-0.172309711129286,0.529302719894155,0.476219111998134,13.8775257442036,-2044.61603248831
"38",-0.297652231639495,0.408025765603383,0.952579566478402,0.36934080805954,2.32052875959514,-1.21265974481523,-0.0178276232412769,-0.118261087316249,-0.349048220793056,0.209391338138098,0.0247035203489363,-0.0724714374009369,0.0866040910781179,1.23540882125275,-3.66799239777548,-0.102906737595967,-0.0597154590404452,-0.0880878748569555,-1.69711501733459,-0.167870174789548,0.561982390049531,0.621881605884721,14.0286896866759,-2043.43151886632
"39",-0.259684331916406,0.411231236652407,1.17938765738796,0.134346526403047,2.34061883274929,-0.475863559081897,-0.128934318560069,-0.0849135240255833,-0.361813294770092,0.28251999065854,0.120207953953449,-0.0549124362579457,0.1059506048212,1.34969052519119,-4.23964958316237,-0.105079995225544,-0.0699831903552213,-0.0820115772898854,-1.59306966235046,-0.194329972936402,0.50170287629161,0.509205574792219,13.21533441868,-2043.84138300012
"40",-0.31280575302748,0.404930899491725,1.26904094983685,0.0330359809353239,2.23182311169976,-0.810540498017048,-0.0669780548150095,-0.109292871243668,-0.360870671290554,0.317681431221059,0.0685072470938414,-0.0581920761266158,0.100808229220462,1.22333044316622,-4.11822800968451,-0.101202994676159,-0.0585137311969992,-0.0729249499531229,-1.71391438764573,-0.201577866105095,0.574031773749395,0.340414894301747,14.3975429289509,-2041.28076183708
"41",-0.182907424453813,0.386335102668326,0.95812620879451,0.0693845904731893,2.30805870217169,-1.01017011937605,-0.198351741365593,-0.0850518756190475,-0.366458377021313,0.151604183259357,0.0832574447594454,-0.056930200677182,0.0938970698874922,1.3527777604993,-4.09383326271043,-0.108211735180833,-0.0681422737315122,-0.065093570027265,-1.59466016202892,-0.168763815488069,0.505937510694313,0.75249378969355,13.2646312135129,-2044.29698990129
"42",-0.144128534059393,0.441521867927606,1.27328999984895,0.362006859935748,2.31212259152228,-0.745744436009126,-0.192941996653648,-0.0957437613214704,-0.347817516135528,0.256548915208493,0.0378246914573209,-0.0675094568360131,0.0913574572872403,1.2346595936165,-4.06123242515008,-0.107297118410593,-0.0626778489359364,-0.0744354830735995,-1.64551263220455,-0.16015658037237,0.551733994951234,0.539937161036985,13.5598698882765,-2040.11181343773
"43",-0.2036637294232,0.377668277126837,0.565208401760406,0.181072026217628,2.23248240875082,-0.798942598854543,-0.128081249155369,-0.107358347438257,-0.360372758858635,0.229634938772475,-0.0361386251055328,-0.0566236909619411,0.100464786900112,1.30063934711827,-3.56754292383725,-0.099538169493671,-0.0628840511266063,-0.0705756418880755,-1.65870104320069,-0.209228078347121,0.537370925816522,0.658419812978063,13.8496478028711,-2043.06075927028
"44",-0.283713419520538,0.446058865086667,1.46393594541489,0.0788987471432028,2.26957800766937,-0.762811105836237,-0.123888942347271,-0.111524732794146,-0.351382708837627,0.352283648919098,0.0794201905733492,-0.060509481329631,0.0964854979948279,1.26927476642984,-4.41144350796382,-0.103595325645743,-0.0652011674946028,-0.0680717028489068,-1.65050934084362,-0.18194963958336,0.518761379973651,0.49819942171415,13.8356213967512,-2039.75150679267
"45",-0.312362461390816,0.412670342877552,1.27392843013575,0.218575180324754,2.18003864330759,-0.699573798621928,-0.110539587582041,-0.110737514761158,-0.355297011141147,0.255151620958296,0.103031579927333,-0.0683093070472519,0.0980536656223052,1.2992332196957,-4.34509833483339,-0.090663123423004,-0.0651139776893947,-0.0749898143997775,-1.64521582412996,-0.100758086643257,0.522137892907409,0.733565630075493,13.6299658676651,-2035.91802291146
"46",-0.221106240929409,0.412447847659981,0.926854601469642,0.21762516859013,2.4107806106569,-0.999958587015411,-0.122389089038914,-0.0857290888970448,-0.358876482351192,0.233663187883061,0.0260456875977767,-0.0583011690779404,0.104413497723508,1.23115911731496,-3.94370877021845,-0.11742851494575,-0.0608137823303386,-0.0651076720023379,-1.71317518422116,-0.220969634420974,0.559269829265815,0.596131754014868,14.3213534531343,-2041.7227204434
"47",-0.240238268618045,0.422859145410812,1.20896536882431,0.235171158259727,2.10816587098254,-0.668339241847913,-0.182790459791605,-0.0883417444121744,-0.351948737019773,0.264524556552725,0.12619629081859,-0.0650672259467753,0.0879950844541797,1.28530617596009,-3.78040873944845,-0.0863963180529753,-0.065883516371065,-0.108576802441557,-1.63234375884054,-0.125220904641276,0.534558585461721,0.563205584689332,13.5310598061286,-2042.27060534565
"48",-0.265040381139048,0.398984228269588,1.05822560347835,0.196132751771071,2.36482502212059,-0.993225276690449,-0.101870953275925,-0.0984762784581046,-0.369082401900976,0.267733636995371,0.0583730774952276,-0.0702656059327255,0.102521833010519,1.2429569596494,-3.84839919711829,-0.110782889045532,-0.05746180133728,-0.0846242490784275,-1.71964150434914,-0.204994524892068,0.546510654657092,0.396092032830848,14.3302434861555,-2040.26732785204
"49",-0.320591148425209,0.414376982012089,1.19294044650219,0.225305063146527,2.46096972353408,-0.675210810581753,-0.0656693897146757,-0.116240189598443,-0.345887405100423,0.196433872107989,0.0648134298293289,-0.0555701289777781,0.086208179095053,1.26480218319779,-3.82370315412283,-0.126387796171484,-0.0608952597395568,-0.0986645224095563,-1.66164074533873,-0.168495163316758,0.516518580993067,0.503288586601614,13.7919751314679,-2039.91102168754
"50",-0.229236757470526,0.394177076403461,1.02573426543638,0.188154820413918,2.22954384040976,-1.03356300578399,-0.129820097335801,-0.0996864020933397,-0.368897853362581,0.332910805626168,0.0315997684896771,-0.0711728315101886,0.099963199934927,1.33796572164533,-4.33146634734167,-0.0994253499366117,-0.0660734131385453,-0.0395626045409826,-1.7151291908653,-0.176621812595784,0.499901910588826,0.677555185596784,14.320590579605,-2040.17965656852
"51",-0.326825197885643,0.427288854587927,1.21319211347754,0.235929365742383,2.28355523497006,-0.59713238427862,-0.0859452492219713,-0.0991891171290006,-0.341390727979281,0.175195121898248,0.125976116899619,-0.0558218896260229,0.0861335883105299,1.25557749509055,-3.93194124865704,-0.10281553881672,-0.0645115435455963,-0.09389027561975,-1.61794648457992,-0.190833795740058,0.551200296033526,0.497604372149033,13.3711013122252,-2042.43404646134
"52",-0.125810614352792,0.421588859894352,1.37566811610903,0.233922942732852,2.34479637782654,-0.838927274956737,-0.215106098914668,-0.125315213975937,-0.358539384817368,0.0966927541459704,0.102613448131323,-0.0707108411791674,0.0886914692481229,1.2410831342776,-3.85910473486067,-0.111834764692723,-0.0591643461616051,-0.10227164133562,-1.63950623722402,-0.140610808531823,0.533730062670417,0.529720589931958,13.5691372856467,-2043.10816456178
"53",-0.376694787027871,0.419867451893406,0.955495100492517,0.174049886265395,2.21340299493663,-0.65500857096671,-0.00678822847231332,-0.0785841051064098,-0.359010060411342,0.285730017204809,0.201386190572252,-0.0631360959984169,0.094352601315396,1.32364961174119,-4.12974560556517,-0.096529694962566,-0.0680955649149735,-0.0610141852872311,-1.70406675022059,-0.200068619929008,0.507664913444644,0.671764750347578,14.086567023311,-2040.42962785267
"54",-0.112278284996928,0.417942920624169,1.22121334410816,0.151689032879344,2.30292644426304,-0.973653259591273,-0.198794219321198,-0.127002796783412,-0.359154372402868,0.249285230467284,-0.0245697997245467,-0.0646427313589964,0.0845875153342506,1.2674824111687,-3.87411964300731,-0.106903757402661,-0.0625237956544866,-0.0978056605946355,-1.64293772698019,-0.174971067933849,0.530094093740569,0.55708452321496,13.7768703007234,-2039.9643050737
"55",-0.393210385318802,0.393683934796282,0.886785511717852,0.312364015693901,2.11775848887975,-0.686459252628997,-0.0434741225348307,-0.0640615180203346,-0.346226809935168,0.251811702088033,0.180534697254902,-0.0547211828486033,0.0976443452995455,1.2785194035176,-4.10132084270662,-0.0815071828231921,-0.0623962767689567,-0.046999505713106,-1.65544401142066,-0.17153689392587,0.526316144380693,0.62139321879967,13.6170574031909,-2042.87639685395
"56",-0.231960968772886,0.43937499495809,1.37706623117187,0.143767535908757,2.46901863913857,-0.873224691324274,-0.0780989547903494,-0.130977849692271,-0.362669465320736,0.347521639103396,-0.036774271119517,-0.068859272631892,0.103458713285336,1.23635542714273,-4.59415283432838,-0.117244114212304,-0.0601810015007917,-0.0767004256954364,-1.71524284410359,-0.223349193517514,0.539243946814482,0.756027617608124,14.3914133450305,-2047.72346771808
"57",-0.224912985422775,0.421105365470868,1.10847442342592,0.249950767694199,2.25997315001298,-0.881156403089039,-0.134068519249561,-0.0742777983095989,-0.355322403098917,0.261040410597139,0.0194505333050508,-0.0524058077002967,0.0925166023984364,1.24077092463375,-4.12216458598099,-0.100003350489306,-0.0615262164976457,-0.0619074502608349,-1.71290362253283,-0.322709449792359,0.555058219786971,0.594512812720448,14.2369098019786,-2038.07157830726
"58",-0.27911162513907,0.416855698542333,1.1240172892325,0.21057938539876,2.31775427596918,-0.839219705102493,-0.138813318699067,-0.142277162652235,-0.345794066614593,0.207300053118675,0.0618394737081133,-0.0737867925067274,0.0936405482705126,1.33397442318603,-3.98856333039977,-0.101276041544118,-0.0685558331599949,-0.074823221868959,-1.61959347335022,0.00450920023881905,0.493831850243912,0.582297983173408,13.3855308092916,-2044.30360439551
"59",-0.253142735768831,0.423016764706621,1.26796602755133,0.308195382493889,2.23650105113065,-0.72874311222712,-0.132882213042931,-0.0804456286212289,-0.339522344922442,0.201371708750253,0.0719342105383119,-0.0530761420913043,0.0909518173148122,1.25677851680299,-4.06194925340268,-0.103215074101902,-0.0620419404414084,-0.0714145146718543,-1.7314623310975,-0.291316033252678,0.521031088016118,0.504943385228717,14.3811480604083,-2042.79895752718
"60",-0.25971738749792,0.391877049494771,0.829553498506635,0.129930133047785,2.21406852251082,-0.754596403436637,-0.152298396337456,-0.061929017852534,-0.353425938781432,0.258324640835788,0.0675277290059217,-0.0515412793801136,0.102112775235253,1.27311751960028,-3.86952705502901,-0.0917144456752382,-0.0620278440029847,-0.0832598578432758,-1.71160794554568,-0.262497867442579,0.555636350065051,0.630790134116062,14.2533950380111,-2039.59644978158
"61",-0.265235408584442,0.438987778355583,1.55739834155277,0.29763696269142,2.24453146189373,-0.901975951276883,-0.0883818175936779,-0.0992540277520206,-0.357869535486405,0.251223586129643,0.080610807993678,-0.067673457386261,0.0922893297166456,1.33302064012476,-4.30321396918426,-0.101015782935729,-0.0703134298666011,-0.0848028020904242,-1.63630987892251,-0.126226723569802,0.493807108102934,0.491090210562619,13.5255939246669,-2039.49993390725
"62",-0.270697163239926,0.427604020081666,0.792001681669341,0.0136852137741083,2.32243416547565,-0.58102796422355,-0.148180152102135,-0.0539382484070478,-0.354381394904501,0.244487002118027,0.0208256998889988,-0.060673360562713,0.0949420073438336,1.23565174148177,-3.90010924551449,-0.109509417497968,-0.0607802195291915,-0.0638507183097695,-1.68126860566262,-0.209996852479432,0.544922873923123,0.632032964720158,14.1686349495244,-2039.10329222972
"63",-0.256263179395183,0.409438241330529,1.05265600564135,0.364077571313184,2.33421264043609,-0.673812000336491,-0.152429644759972,-0.0877770384619068,-0.321367539150682,0.212937505304255,0.0294009017554182,-0.0585241575805994,0.100664838215748,1.21772833375625,-3.97886225132462,-0.108884523280115,-0.0593191065466589,-0.08167781904828,-1.75156169060895,-0.218370852491693,0.564074002716868,0.606301505737225,14.4471081536481,-2048.4600570495
"64",-0.267435119463332,0.388360806564456,0.976409697546874,0.0326107321049732,2.33717184110016,-1.04407098909404,-0.0557823994811972,-0.130783958563571,-0.391923310868469,0.283247430457337,0.0970828358707275,-0.070050860937495,0.0899828147730498,1.35708510625349,-3.99227335128207,-0.113435524070626,-0.0675630262580628,-0.0701004658366839,-1.67446705450356,-0.0967603727316358,0.515230790067905,0.597443313598916,14.0228969739515,-2049.93987095399
