"","sexrace","sexp","sexj","sexd","sex0","racej","race0","agerace","agep","agej","age0","prace","pj","p0","j0","dp","dj","d0","ysex","yrace","yage","yp","yj","yd","lp__"
"11",-0.31200297239684,0.422917167294474,1.0338327846225,-0.0262724158732965,1.2361825533213,-0.984275689427893,-0.137072754249898,-0.0907726785292806,-0.363254312086303,0.231280438720675,-0.538859687940832,-0.0568986840975246,0.0894930954045085,1.25900540868624,-3.89627580864341,-0.0625262555490397,-0.0851324965441406,2.30586535381769,0.464435082639684,-0.229773744265003,0.154122389038602,0.536601625373117,0.694167125104412,-0.493496932085008,58055.46201389
"12",-0.385419620394825,0.405015674887738,1.08238337992939,-0.0121289771802889,1.22236856476641,-0.6928433779249,-0.116171798753936,-0.0635290748751763,-0.338743365744956,0.130385993789717,-0.494534595656428,-0.0612122529685865,0.0919679052219665,1.32847425325597,-3.95222699475,-0.0678334420464458,-0.0705531939040586,2.29075124227688,0.499539058825288,-0.133071233189971,0.14159233928987,0.509329724328879,0.591436797647887,-0.49040791227202,58052.8761917224
"13",-0.188436147383984,0.404117073203777,0.806292424739367,-0.0145228192806229,1.26064739225656,-1.17251666585091,-0.102089307734063,-0.143864043634709,-0.376529205610342,0.291252856157245,-0.532993710072526,-0.0731377449936183,0.0957337375410051,1.21243169962521,-3.34705651009858,-0.0562634452025707,-0.0959661423934429,2.2879952673861,0.428574917239855,-0.18152105218332,0.139050296883048,0.578773855143029,0.416344277225833,-0.493013909002276,58042.0555709955
"14",-0.201974874480803,0.431452284961748,1.08827330861507,0.00734874665659462,1.20504354129887,-1.12833847183457,-0.109530937168184,-0.13963103204416,-0.364302526102175,0.18295324291241,-0.515063326477868,-0.0725091615228565,0.0994366284723096,1.21165958973509,-3.68889583200966,-0.0584748445653465,-0.102180399515732,2.27132832448558,0.484113382100563,-0.158326505529678,0.183522250210054,0.558874225034699,0.322817371580199,-0.481876759462352,58046.2461021546
"15",-0.325507183834451,0.433003048910344,0.915491167562925,-0.0183778591913627,1.27432041254506,-0.755740213872908,-0.115678924444555,-0.0867354034313096,-0.346717859622766,0.252090450479941,-0.503684440942207,-0.062800176355473,0.0883245328443778,1.2212968850909,-3.90279051041568,-0.0604745998103665,-0.0695703682039412,2.29732270650059,0.404948946051687,-0.0711767154006002,0.085383000972648,0.550132860704694,0.659806335115858,-0.490257826821576,58055.6887305427
"16",-0.317901193780905,0.390028393484458,1.06051239243477,-0.0120497250782287,1.24670667866565,-0.646106922101722,-0.0855329778023405,-0.0917119891640751,-0.360575201099712,0.189953454273507,-0.481035458790244,-0.0688730656541368,0.0932466109065012,1.2546523484032,-3.8815755681752,-0.060449136400105,-0.0907623867387619,2.29087739880414,0.428955544540639,-0.118103547678647,0.128569619959815,0.556408838608816,0.569818767426059,-0.484272120075973,58056.8362368148
"17",-0.192717031875562,0.421600142515202,1.14314519953793,-0.0205844463035273,1.17473200534563,-1.03183062235424,-0.117861321394081,-0.117539085142078,-0.352504996655296,0.310917904236802,-0.491097961205573,-0.0651847160955749,0.0969795923430821,1.34821128381813,-4.15719796649844,-0.0694259432705269,-0.0730140354092589,2.29040350493836,0.488926233618472,-0.211754194286708,0.147394824785613,0.483999542195662,0.644726319545995,-0.491970174900209,58054.2850390511
"18",-0.177649004793174,0.406877037574621,1.08195579118864,-0.00944116858107545,1.20895431505166,-0.844603179511718,-0.101299595147038,-0.133527229471147,-0.353353536511257,0.291753621016,-0.488185712065036,-0.0647271531672362,0.0960988758865215,1.35045084851158,-4.09266382520701,-0.0699076055156216,-0.0713591566251744,2.2922781812354,0.440295916232777,-0.26548387166407,0.147883136496154,0.497028043499291,0.548838621238535,-0.483980244494988,58054.1147904237
"19",-0.284627518845689,0.41052490389317,1.15362262571497,-0.0354343180736714,1.1842572418869,-0.80726186304863,-0.16700026739639,-0.078841529051748,-0.359956051573418,0.196280930556628,-0.516936285860762,-0.0605342035928055,0.0985583567830537,1.31667910392486,-4.07893956918766,-0.0677332957785936,-0.0843020100819891,2.30208423813821,0.550498685400001,-0.096249738321155,0.142905192159239,0.51360639323622,0.703044816889722,-0.494117456591585,58055.5853633204
"20",-0.184891249601849,0.396610924806094,1.03757269009864,-0.0432992005563639,1.22912647329038,-1.3267158170513,-0.149359991653468,-0.0981668139762566,-0.351909020751471,0.290898275772778,-0.499927744219779,-0.0599122563859084,0.088243347437555,1.33707239942462,-3.7356001312479,-0.0680229410247822,-0.088603609101322,2.31511550712642,0.430215912833916,-0.194011055320152,0.141664948325603,0.498505296113903,0.414432357291825,-0.492150271019079,58048.8871811273
"21",-0.16593292604377,0.40152869676949,1.03720175002932,-0.0309525929548273,1.28091887166334,-0.711996856362634,-0.125870266772121,-0.0999796283362771,-0.357544695498,0.226581236413732,-0.504046323453565,-0.07757164181454,0.0962933857152922,1.31859911029665,-3.64771909560827,-0.0658238873276985,-0.119167867877952,2.28968378621971,0.413984585508133,-0.154179894092503,0.112196989591301,0.528529038489984,0.427813188118667,-0.454854241674847,58046.7383902416
"22",-0.209152282218923,0.390677769586124,1.01951724177188,-0.0261253718105613,1.28098861245444,-0.70168625469712,-0.174361069158997,-0.0833420881525547,-0.345296319125732,0.188980571330362,-0.506988950952968,-0.0663276251623413,0.0976362069894719,1.33142543018985,-3.57543969171352,-0.0687894776793554,-0.0960129632108542,2.29359551660858,0.339995279479251,-0.173948825795326,0.123581726669478,0.521157064380003,0.326996910630928,-0.472227194078386,58052.7015100483
"23",-0.204541185440453,0.429673021991368,0.66352978233228,-0.0148069061446861,1.18573359704712,-1.04503387095837,-0.165627977621485,-0.108909808599411,-0.364457150207766,0.265629410204002,-0.481729013611288,-0.05922952629655,0.0935985095602036,1.33712517008676,-3.42187203272204,-0.0704167479265928,-0.109696136100498,2.29518480007164,0.573496717277783,-0.207049023159447,0.106578982086484,0.494918056407756,0.629599596738084,-0.503740290988992,58051.5378534586
"24",-0.285132980493065,0.384608311436173,1.02301696523592,-0.0192190605136061,1.2398214159515,-0.797304781188508,-0.0907549446766099,-0.0596553094311909,-0.345622272491669,0.153710014077215,-0.49007277727106,-0.0610062131297708,0.0952825516102745,1.28484824208479,-3.60107097404053,-0.061334069539384,-0.103371318055088,2.28892528430158,0.526254827774373,-0.219583380160426,0.0936002200975672,0.532371895398161,0.358001029958431,-0.473092072379452,58055.5951156433
"25",-0.263086372221749,0.423409811771097,1.16960033539595,-0.0172741370384678,1.19558278286612,-0.757982508335674,-0.127386643260836,-0.114379648693781,-0.360848966881982,0.286198564652557,-0.482133080397424,-0.0574096240126098,0.0955539703102846,1.29493744333847,-3.87304476379469,-0.0661924903458249,-0.109550454820015,2.30101948293947,0.454585090587189,-0.142430806530876,0.115151965397542,0.529936270110166,0.408091435623996,-0.504201182148983,58056.6590352857
"26",-0.289146318185446,0.419721663596409,0.74122862673689,-0.02054799439702,1.30231255096322,-0.942618980367377,-0.0519571095343375,-0.0890510845529769,-0.355279614715992,0.269736716342719,-0.495750135643444,-0.0630389234932049,0.0938486657699718,1.24087935974416,-3.72896097702089,-0.0620619884420934,-0.0681965302448366,2.29056219042583,0.443599221567958,-0.202199269776643,0.0836386042456625,0.559035993618129,0.53839355498058,-0.481825350448227,58055.6909530467
"27",-0.292410071791173,0.415951433464566,1.08251494634501,-0.0205959898453349,1.22053040167948,-0.703460915425052,-0.0556266405462282,-0.0772442205836011,-0.355986751255319,0.274990334730202,-0.481720540219135,-0.0714685688166573,0.0967095712853674,1.24591105510907,-4.13347268823338,-0.060541718234497,-0.0776715530750372,2.29183266413023,0.490381802324041,-0.178046233560403,0.142403879684657,0.540121440547112,0.704246854024016,-0.490667786713241,58058.528020841
"28",-0.348966904787289,0.403520656411205,1.29342204244928,-0.0219473029232562,1.20048953187466,-0.730390559738005,-0.0531112952072913,-0.0905808312889444,-0.355095337495969,0.288397707541358,-0.485482850721146,-0.0701169330490453,0.0911459769398781,1.26377444082281,-4.26050511749113,-0.0617362661585906,-0.0698200919240075,2.29552539424548,0.569642034146134,-0.158461355464984,0.149840233611907,0.541822432500494,0.591497635153489,-0.495318655516371,58057.0393272553
"29",-0.386617897466717,0.39402718710252,1.37194699428867,-0.0127417075177532,1.13737801554096,-0.640804419105277,-0.00682804859068842,-0.0628747164473555,-0.356117715483224,0.192298896511816,-0.502222309178778,-0.0661929438506206,0.0938441805081911,1.31922761446915,-4.25966363513,-0.0668228429702105,-0.0723549409832907,2.29210526407075,0.538392492024903,-0.143573488340581,0.12690863607533,0.540784717977792,0.539630232758503,-0.489354673833015,58052.2355629943
"30",-0.118870273375508,0.433993260772968,1.00960720187806,-0.0238787708302512,1.2395467325343,-1.06773597570961,-0.211007380747797,-0.138474792331217,-0.355281084983807,0.291850763805721,-0.494021384614555,-0.0634963447049834,0.0956648088978761,1.24496000342774,-4.19097381331042,-0.0642389567451574,-0.0616079234602179,2.28898525352698,0.471581699255268,-0.189379970466394,0.0967796034897133,0.554677201194244,0.631358486229094,-0.486813289094858,58051.28445608
"31",-0.232791698635803,0.400010223170748,1.05881833759181,-0.00849207202726784,1.23255814027445,-0.76950684428952,-0.162869507206891,-0.0482362453283083,-0.341297414171212,0.269034616051715,-0.524503936932323,-0.0547449003023262,0.0958651134978253,1.28543315734599,-3.97897648741275,-0.0633225386607514,-0.0734645764206981,2.28002877860678,0.464132310479105,-0.270520437196976,0.176953750565354,0.514804740742477,0.660846579319678,-0.488031503128232,58052.1330714591
"32",-0.244530092566497,0.405756179877924,1.03024305563547,-0.0225573747831596,1.25484327170462,-0.912107079529529,-0.0868785253427972,-0.166114694128745,-0.372496304909306,0.244124172988698,-0.50629756826255,-0.0699574140533992,0.100177854013524,1.3062617152189,-3.93429955308743,-0.0646017260722648,-0.0876418031534879,2.30186529746943,0.487486622476845,-0.0650218426797005,0.101432170144497,0.512019980068753,0.469995062264945,-0.487723857170311,58052.3845122704
"33",-0.26286407480783,0.410935531102994,0.99628718389753,-0.0189329119346413,1.25448551357997,-0.872005142785335,-0.14758494108617,-0.130336873157726,-0.370243741652184,0.263468762750642,-0.501897274919852,-0.072772024002936,0.0942939169022956,1.31535100816868,-3.83054286384568,-0.0644897873435689,-0.081576610468152,2.29358817587474,0.471593529368289,-0.0261656915780591,0.112827207629364,0.503499481870151,0.506517852644135,-0.487110616435973,58056.5641342
"34",-0.226124654716121,0.391968881938875,1.1575543711821,-0.0245745286124032,1.27298575622649,-0.767056273035025,-0.102433375650436,-0.123853859822605,-0.358759411764856,0.2267923838396,-0.486601170384955,-0.0737100579524134,0.0833644754092586,1.31391910162324,-3.76134371060378,-0.0649645823637818,-0.102504895330569,2.29670793115022,0.404298180200903,-0.12820884493994,0.123503969488317,0.53212994665361,0.546183001892051,-0.489198676390934,58057.4790725887
"35",-0.266548830331237,0.413544507978134,1.42741456875095,-0.0270566385188855,1.21743543126561,-0.744886489079375,-0.0751627188035039,-0.146910654209467,-0.374090158362354,0.224349815908955,-0.490568622876577,-0.0627075182141161,0.0940027468968333,1.30191096302432,-4.15068042076296,-0.064666098746057,-0.10551224330067,2.30141079251595,0.436849456588329,-0.189605388747651,0.14178060484615,0.513532002818549,0.519150033987468,-0.482573373261406,58055.2629129016
"36",-0.329113804567882,0.394326405551474,0.935152440949784,-0.0187033209285246,1.22491950821957,-1.10055519103813,-0.0972156092950776,-0.0254498645017474,-0.357446658943295,0.234952444519116,-0.544561728465414,-0.060475572441812,0.0942310236462908,1.30560178713797,-4.02290003307187,-0.0641159263853845,-0.0406974430356059,2.29809020173103,0.513738731213973,-0.220137500910508,0.158009592882872,0.528746332810472,0.647458463887163,-0.493301271926717,58053.1134896833
"37",-0.149237223142187,0.4106459439655,1.13499203604586,-0.027249646031106,1.19179639787851,-0.704714319385253,-0.17723992678878,-0.169340493112531,-0.35843824570596,0.266937490828666,-0.494385046134195,-0.0623049868899559,0.0943080843942612,1.3071932397827,-3.85405162838926,-0.0650063383111698,-0.115283191252754,2.29682314956215,0.526980852426101,-0.156021669196901,0.118186145129674,0.514227422163952,0.509719974659845,-0.484975855045909,58055.7362531669
"38",-0.238172829287522,0.408634953643969,1.11108648311138,-0.0257599780567377,1.29732383064752,-1.11862301804736,-0.132105793231274,-0.0675764140883653,-0.35159062555199,0.202366821382893,-0.51354289377526,-0.0678899965071418,0.093795325868317,1.26463746225215,-4.12213940192602,-0.0628179974553797,-0.0476586876644306,2.3027413591338,0.367224483687124,-0.178352370810855,0.139508836840351,0.529484534900583,0.565633388522578,-0.494883338280998,58055.2742664442
"39",-0.264092243209441,0.413380151778103,0.882322853478752,-0.0112761595537379,1.17738004972181,-0.5649731410099,-0.107536091654239,-0.129807888552109,-0.361211467216148,0.281674038572321,-0.487471313028419,-0.0598947314432121,0.0932439815193879,1.24443349342307,-3.57361813518276,-0.0585611091473748,-0.112694200607073,2.28657917691786,0.579576207828057,-0.162377074661679,0.084959636926932,0.549146390040994,0.497273459473319,-0.485841208171833,58054.1334401824
"40",-0.28663222532146,0.402408641070146,1.16509483875769,-0.0291191570388785,1.18719462296874,-0.926116248109081,-0.103078457756801,-0.122622831921836,-0.345571632835681,0.242457235732189,-0.470953378541637,-0.0647071984953191,0.0988313929149194,1.27022298590453,-3.83239946789665,-0.0630759034965781,-0.0948300109886461,2.3034642882764,0.529282128276891,-0.113751184587236,0.0980710940318954,0.553683134090647,0.295525964646068,-0.488041232483409,58056.7282261755
"41",-0.172785194287775,0.422801908062064,0.847402507360419,-0.0239152490255022,1.23532746721837,-0.742242149269756,-0.184289433179174,-0.0540363972313395,-0.368760570037598,0.238764577643864,-0.51561608877514,-0.0619832086341741,0.0903349172218457,1.31954591424865,-3.7797775337698,-0.0678537029792729,-0.0809108314775269,2.29213796282758,0.433882958485434,-0.244031587784836,0.123502569519041,0.515348987156041,0.607331690392647,-0.492489187533042,58056.5520524148
"42",-0.232331449742777,0.372856008611188,1.04583661156948,-0.0146344141009123,1.2453510320746,-0.851183755942333,-0.0909971802364778,-0.114472570042453,-0.348968573661721,0.332683367413983,-0.462627169585476,-0.0672079327288929,0.0987758110508688,1.29520603441518,-3.90032130030126,-0.0621998403807648,-0.0915686631442159,2.28816345444766,0.48420854483685,-0.173367931265552,0.0864516322962381,0.53715516894508,0.533076950341145,-0.501936288113963,58055.918712644
"43",-0.303750123044242,0.449225825352286,0.9397840978757,-0.0115709934412959,1.24626333327219,-0.858755065708277,-0.13291469059121,-0.0722671440235734,-0.363089508950136,0.150306224522031,-0.5090723519892,-0.0511254129045092,0.0905491056498024,1.24760097172321,-3.58854607221894,-0.0621020512755616,-0.0851178640183398,2.28846609627453,0.434968347016755,-0.206770956281944,0.15214533033876,0.526691710196258,0.376373460769296,-0.47469055912216,58052.9772361688
"44",-0.250124532042126,0.423187633441149,0.964007977663041,-0.0154836573974763,1.26610798654177,-0.995987568641663,-0.124566148409651,-0.0319193318716746,-0.356624728275664,0.154239955341828,-0.519098678692922,-0.0543035853621642,0.0876194986940612,1.24646529805554,-3.59204707781515,-0.0601541625753639,-0.0996622291356982,2.28332141171877,0.467919706350827,-0.28653383416692,0.125137573316766,0.536559590047946,0.544948572012667,-0.489033701215711,58053.1407452282
"45",-0.237041905359611,0.426211274521963,1.03265259752619,-0.0133155538743943,1.26027320609924,-1.00393230474764,-0.170960520445324,-0.0281892766440276,-0.358735238301368,0.16600794773504,-0.518919093020071,-0.057738668342145,0.088651408141665,1.24780386532255,-3.6070344313337,-0.0588837868116248,-0.0847729318911791,2.27960418453327,0.412239565134788,-0.25973306487979,0.127032523748289,0.531623858017056,0.402211937728301,-0.474733656715841,58050.0295183616
"46",-0.352172748610742,0.38603806693112,0.981590932363751,-0.0156215629087146,1.1961507611702,-0.70294779597613,-0.0111834463775951,-0.157630366260829,-0.356080818883702,0.300748996013732,-0.471282877283503,-0.0645388118244756,0.0969977299279159,1.26838008753534,-3.97172541890811,-0.0610241717887924,-0.0811226624409428,2.29406111420812,0.586992671207949,-0.141024221084402,0.0792680267412468,0.536541352214643,0.589635813871913,-0.498471843448412,58054.3005902036
"47",-0.242184765261,0.428170059506072,1.14995233415973,-0.0255113567281929,1.27028423314934,-0.934518695446091,-0.182054512383224,-0.0387438389881953,-0.357925109331799,0.200827790208198,-0.518876961947338,-0.0557228936204715,0.090656684450938,1.28139676846488,-3.80490554271999,-0.0635371499996639,-0.0884223301584963,2.29517369145448,0.439951774293491,-0.231728580534674,0.165877593124239,0.506935867971003,0.464878690296093,-0.479564164831393,58057.1021319661
"48",-0.262191805335412,0.38193241251025,0.817212774977271,-0.0191395214843009,1.15450667624224,-0.781175969892069,-0.102713739007962,-0.155141902537239,-0.358575489453818,0.277841731460312,-0.460799575043319,-0.0698352234897783,0.100270252324291,1.29048365489106,-3.52800425635695,-0.0612777366856507,-0.107408063245351,2.29693974775199,0.571220487141351,-0.113823612264363,0.0882857450647058,0.532819908882842,0.498959530931786,-0.497468395763627,58053.0820491037
"49",-0.273533662723883,0.432696942974339,1.23066650501622,-0.0193606001250671,1.19888420547112,-0.859287508393107,-0.154019379897025,-0.0566816098103379,-0.353643629102338,0.287700468892383,-0.477549902406168,-0.0611333261796558,0.0918830053851884,1.24422727539605,-4.26377884153811,-0.0616364917398326,-0.0470568707755357,2.29102154827534,0.519799977896303,-0.201327571158943,0.0668650015274008,0.536290583535504,0.551329547669195,-0.484591770195441,58057.119943911
"50",-0.303795507100538,0.399958688639183,1.12082950838501,-0.0150123700626444,1.27423104813789,-0.897184601099638,-0.0945602777990666,-0.153625492620468,-0.362876972868682,0.275036168638712,-0.459500395175429,-0.0606760204675356,0.104516449681777,1.29075397670033,-4.30272061200214,-0.0645117037312456,-0.0755802741083845,2.29215196864493,0.419681338896086,-0.136868003958416,0.0726824741466156,0.545411071633545,0.741692845610844,-0.49745740419782,58054.1047083086
"51",-0.2664024340642,0.411931130599216,1.14017633058921,-0.032881356541436,1.25221773423192,-0.777662547376243,-0.151258571115565,-0.0473358496171076,-0.355510109383363,0.161332203925981,-0.493499293640803,-0.0620084599583996,0.0796535914012913,1.2399464106307,-4.16283212726763,-0.060175945234811,-0.0468688538685912,2.30112572143807,0.42734431349775,-0.223437022905065,0.10051917858961,0.55221205861662,0.730729985516599,-0.487121481759724,58054.2267515157
"52",-0.272806324989242,0.420153894703635,0.99219123562556,-0.0313406793110486,1.23748055077843,-0.766165363558439,-0.0709699102508774,-0.0688391262315486,-0.351036190650325,0.233304229639226,-0.473458139501512,-0.063452398221935,0.0857487766820903,1.25452062840273,-4.18013469359575,-0.0607378280829423,-0.0566842064191733,2.30242542828249,0.540731181944833,-0.189671049726135,0.098451879434035,0.53053374336566,0.790089276843524,-0.485656393670293,58055.8481474922
"53",-0.200647205664905,0.410785385472184,1.2358657170596,-0.02111921834234,1.21114096406712,-0.716911969020589,-0.121090512637466,-0.105277689075895,-0.343881979974153,0.163821589723399,-0.496962613554132,-0.0575562099627176,0.0964815103097461,1.27317751965243,-4.22775761713781,-0.0647375285790836,-0.081295795886187,2.29577675815884,0.438241306732536,-0.198550723751493,0.083807786513526,0.53956121846874,0.634289750084351,-0.489890969225077,58055.1183988683
"54",-0.232968592113218,0.434217777887652,1.10126154487403,-0.0221349166190564,1.26097355528544,-0.715835794130506,-0.117376899350418,-0.103950470412152,-0.366729386042029,0.31200018446534,-0.470332279691963,-0.0550728787691129,0.097146477058952,1.24619973057094,-4.25692148763167,-0.0601562126237034,-0.0514501376504544,2.30006533376524,0.48210574334899,-0.166812208382472,0.10779076415213,0.530901025193868,0.594445421071704,-0.498609564622975,58055.624749121
"55",-0.280455711335104,0.409938400931502,1.07212013655625,-0.0203866074119255,1.21477865564098,-0.85982144079288,-0.0466730719457574,-0.0825862687046474,-0.349708542695556,0.290838408303646,-0.518784616368101,-0.063651804128733,0.103466374893782,1.30166786694976,-4.48880832761499,-0.0665793986431483,-0.0444172700966127,2.29289947026095,0.455353962607899,-0.219081918933576,0.104833638147442,0.533725050885494,0.814499279047741,-0.482674304259986,58056.3056987509
"56",-0.30306301612326,0.411224294981365,1.00380120763921,-0.0192863005981546,1.24621902489169,-0.946241669252401,-0.0956235427240132,-0.156989115000017,-0.359814313625294,0.247868694522432,-0.463159455604184,-0.0620922653061793,0.0886791003575646,1.2991950097219,-4.12127017620414,-0.0643344790805866,-0.0540541184518138,2.29326400640881,0.49413802102856,-0.151944125867503,0.108622417478233,0.530781422807435,0.632625234408751,-0.485817652027971,58054.3618362246
"57",-0.282068895691951,0.439044066651223,0.932108997773497,-0.0220145729278859,1.20333379922513,-0.887254245066291,-0.187352397479725,-0.0381916000289672,-0.357539305846975,0.172121385675749,-0.478214038882459,-0.0705390641728657,0.0974839564211297,1.24575824541365,-3.86938982611168,-0.0601871327760708,-0.0775623484915509,2.29724485258615,0.480631427884006,-0.139928302165527,0.0477494271625227,0.521786152704634,0.703731740334993,-0.490226611624267,58049.2386489656
"58",-0.296659082460236,0.375956239534453,1.26695106970659,-0.0165748440935624,1.21136856360232,-0.780976662201159,-0.11802601985755,-0.168807755856004,-0.350622217584314,0.298299166439711,-0.530681505597219,-0.0525419389221134,0.0945999254420579,1.33616602805353,-4.11486096765005,-0.0664262834479251,-0.109040612718642,2.29487746130934,0.434284546936014,-0.203844364237338,0.131670642817537,0.53048284653147,0.628497764730592,-0.49666599372153,58047.8521076081
"59",-0.253495097534952,0.399255831462707,1.27067590491178,-0.0266134629310172,1.18867073889222,-1.04264847547096,-0.187339782551704,-0.0676178035880539,-0.354234527027576,0.227750898132499,-0.512223692299159,-0.0677102515179405,0.089937567277368,1.30974599939524,-4.1734165579333,-0.0645684758957634,-0.0676300991371101,2.29094051009048,0.606471139417324,-0.178607252227675,0.188435977581682,0.508525036895419,0.52039448436005,-0.470076691982606,58048.3134486833
"60",-0.264841571399132,0.397586324547771,0.888348739766478,-0.0118631277078007,1.21048449172269,-0.648700011269011,-0.0612155249455009,-0.13159777084388,-0.365404678670548,0.254392960258713,-0.490152815494013,-0.0602778665555996,0.0972705704762342,1.37442465519628,-4.23365623697581,-0.0695246092751019,-0.0512332368971387,2.29809334581458,0.41802788318547,-0.120003855534137,0.0707184128384145,0.486424199285617,0.802131511097322,-0.501047908290917,58048.469050383
"61",-0.259712972793439,0.399192417339783,1.06631372919917,-0.0393646446848904,1.25654376671673,-0.981082876627774,-0.123775769935363,-0.093746587458465,-0.372484336411377,0.139565800738644,-0.480071415277921,-0.0573105055506305,0.0931315880488279,1.34600864827796,-4.3333176140225,-0.0680054302180115,-0.0360048195915039,2.30187643773861,0.426014476197818,-0.258299249378844,0.106823460321497,0.50435935043498,0.846142316373254,-0.491365134010823,58051.4087887957
"62",-0.278651691566171,0.415806596150293,1.08118595405133,-0.018449887658423,1.28605608399529,-0.803041295963943,-0.121237605706232,-0.0905035575325176,-0.357999331614661,0.276564897772635,-0.483466433451815,-0.0693433077795656,0.0976377623307436,1.30382944573395,-3.99331321538041,-0.0659672139799718,-0.0795600589884726,2.29277030707882,0.430837217062181,-0.13661835910385,0.0883623403461618,0.521484238489833,0.509651624914202,-0.51260780824216,58056.2208821967
