"","agem","agerace","age0","wm","wrace","wn","w0","eage","ew","em","er","erace","egender","ehr","en","ey","e0","mrace","m0","oage","ow","oe","om","or","orace","ogender","ohr","on","oy","rage","rw","rm","rrace","rgender","rhr","r0","race0","genderage","genderw","genderm","genderrace","genderhr","gendern","gender0","hrage","hrw","hrm","hrrace","hrn","hr0","nage","nm","nrace","n0","yage","yw","ym","yr","yrace","ygender","yhr","yn","y0","sigma_h_Sq","sigma_h","lp__"
"11",-0.0134462014323605,0.048862334497724,-0.0640944460690138,0.0538798381646454,0.064735886512424,-0.000747644134873495,0.212855985597755,0.030941681817881,0.0557146918994266,0.0682580673544704,-0.0465428529819728,0.0487327501698927,0.133886707760619,-0.101162526409983,0.00430929290796892,0.0233809201123007,2.26541063941673,0.0457886769364547,-1.44648456183086,0.00371853217658777,0.028513903430352,0.0068771510408609,0.00756472468859519,-0.0227455651234974,0.00365819822245703,0.0619986271120993,-0.0281054141653357,-0.00132511121187346,-0.0201026044659893,-0.0525595656581356,0.0748053033418552,0.106162289125914,0.0422372258705346,-0.731085591150075,0.00314569304486938,1.12831485171291,-1.27827810155699,0.0618817449338378,0.365843097964979,0.216480690507508,0.210944256435065,1.69686598660141,-0.00366598771102484,-0.111546732883747,-0.0297417643551981,0.0309327996313327,-0.0971493089841493,-0.0128835597426099,0.000104884264781176,0.347422780759146,0.0221615611179833,0.0321728050879939,0.0347057933346848,3.57460514996828,0.187421181172815,-0.0748466734515994,-0.291741784629703,-0.770332368854904,-0.0507962425396603,1.14127978852457,-0.647068443340084,0.00373972758164704,-1.09632938008926,1.61294291574236,1.27001689584917,5316062.50407392
"12",-0.0142649537512517,0.0510809023626127,-0.0554486320497971,0.0511138392826311,0.0622850201975348,-0.0013372959194592,0.268810216434961,0.0316016414523696,0.0521654578056939,0.0681479147563206,-0.0470166286622953,0.0489360727998335,0.136571731660972,-0.0990411200121213,0.00394202836582432,0.024985405423279,2.26612132536474,0.0447661597780027,-1.43275502856704,0.00367674023649333,0.0298557333995728,0.00657186443762397,0.0075544965276778,-0.0225418391462304,0.00409885969251337,0.0633737368031121,-0.028301534790264,-0.000866954318561807,-0.022655103605183,-0.0501637751460349,0.0712236579834239,0.103923369180142,0.0436941262229035,-0.752537950643259,-0.00609614059140024,1.12707256345986,-1.25827107429143,0.0683413315826809,0.336421664497452,0.217127240459238,0.215975280396068,1.68812278342546,-0.00193097222971444,-0.105576157071076,-0.0255820816223418,0.0232178543578744,-0.104067383170032,-0.0130786974841161,-0.00144246599241362,0.3429855193229,0.0215598859708235,0.0320590657307438,0.0341208814443945,3.57688672106293,0.191192723140655,-0.0728293085675549,-0.271716422819276,-0.752271945456388,-0.0543891050074324,1.1438059042558,-0.632975481512784,0.00174933731557667,-1.09808184148903,1.60462856102356,1.26673934217879,5316845.46545993
"13",-0.105682734500074,-0.051291270863938,2.54491774408517,-0.0548499078687559,-0.0367133970032668,-0.00147157732907379,0.452418321625282,-0.0507828692025246,0.0434754349261928,-0.0397429303717465,-0.0119057993857585,-0.0389266942400949,0.0282020389818221,0.117808519579806,0.00411346730204146,0.057032162197397,2.26407419906618,-0.0491988074655213,2.3770655772274,-0.0120853723281248,0.02894481091956,0.00685056565348458,-0.00166762070861177,-0.0172209051744426,-0.00508913859404699,0.0434344955515038,0.0358841154103098,-0.00106031126522761,-0.0180650997192313,-0.148061852404722,0.0521302613419867,0.00112742563672491,-0.0722892144714684,-0.761003545306955,-0.200954138006934,0.741924498416207,2.69790927951751,-0.326022180838538,0.251715402929118,0.0259996810328952,-0.17418874356105,-1.00919512954595,-0.00208686032469648,1.14822579564369,0.00304038180414264,0.026596509452107,-0.0524119348194808,0.00880380469387916,-0.00134374000687264,-0.725081239137526,-0.0123029762738313,-0.0127334300471741,-0.0090879366903358,3.57785569888191,0.295958368340186,-0.056270155407075,-0.10043264014691,-0.806648634936386,0.0801293869704139,1.08689098311123,0.797448794195675,0.000339179993981172,-1.46234220034232,1.24730033888645,1.11682601101803,5335778.14966876
"14",-0.10408049775464,-0.0515046993871463,2.53795599194443,-0.0554613809902083,-0.0369382791265299,-0.00170908704093129,0.490585226091637,-0.0507744731743592,0.0415087299144289,-0.0391792412766035,-0.0115380957250062,-0.0388003514330819,0.0319312640872816,0.118087668491049,0.00371004867609502,0.0553358111072546,2.26130599331107,-0.0497416681324039,2.37099771063176,-0.0115715603180408,0.0276635865701344,0.00732747704355386,-0.00156473902994721,-0.017620288204952,-0.0046199786100976,0.0459607674246718,0.0351254879111216,-0.000640378622940146,-0.0200541425930224,-0.150914515483872,0.0500731985876755,0.000271536760547053,-0.0718762223297997,-0.774543888799005,-0.209352785807753,0.740377883392659,2.69024171968952,-0.331516545076804,0.246137029531456,0.0256417927734643,-0.179777100017502,-1.0038275563677,-0.0028182655545787,1.14744733203627,-0.000529719627194438,0.0312173897952331,-0.0595657861287138,0.00816119992207692,0.000335756873373326,-0.722427155066796,-0.0120313071119711,-0.0127467921642184,-0.00878811985154081,3.5791453718436,0.284237030909521,-0.0560197628672,-0.100027681669856,-0.807179632681405,0.0803970314151894,1.08564645816246,0.787548049578215,0.00173459336666746,-1.46453149087441,1.27550575502783,1.12938290894976,5336119.55607528
"15",-0.101546130451716,-0.0514414712635167,2.53544330126241,-0.055506949750972,-0.0357741659457755,-0.00113145495139552,0.517689511622514,-0.0499706147218174,0.0402256883345946,-0.0385254775988441,-0.0114322319853783,-0.0390994069083494,0.0278063270640192,0.117819035039268,0.00378663638902202,0.0559711149097286,2.27000283778095,-0.0482686114804054,2.36731424822326,-0.0119060424952737,0.0273483313132694,0.0062099878265862,-0.00239975257612737,-0.0176341668365328,-0.00351340495159794,0.0486876655062525,0.0350470315022833,-0.00104973506735896,-0.0209310507849914,-0.150562844604191,0.0482684975764523,8.04217641460527e-05,-0.0709558427804064,-0.779952327916346,-0.199957726387253,0.73997551633315,2.68048371841389,-0.328135241679548,0.235842524224846,0.0238300672687432,-0.181593986262687,-1.00111624215618,-0.00125868817252578,1.15015521012011,0.001159588892222,0.0313868003070351,-0.0574536602902862,0.00890136465824709,-0.00140900955846135,-0.720399862519418,-0.0121172514002871,-0.0128845625878398,-0.0087764420126375,3.57898522132498,0.302158363619926,-0.0617079894912218,-0.0951518365595065,-0.805792135856197,0.0828344393088321,1.08533695884523,0.781453000727501,0.00102458266792103,-1.46503669131044,1.24691457397313,1.11665329174867,5336362.294178
"16",-0.102114422267469,-0.0510884733413418,2.52756450100098,-0.0542396848043603,-0.0364504505546003,-0.00210305930236438,0.560826951628849,-0.0504458662629104,0.0369099918548434,-0.0385118487322538,-0.0113427583027855,-0.0383627231538895,0.0281109816458651,0.116120185718202,0.00378983536666368,0.0584423682843305,2.2654820460722,-0.0502071029196781,2.35958243648248,-0.0111270858916712,0.0274075572552051,0.00674660191032234,-0.00242898103810549,-0.0175456987863941,-0.00468603566310405,0.050348115323019,0.0369737650496745,-0.000830058203707469,-0.0212371490625135,-0.151972846651331,0.0469303212885128,0.000341823127412761,-0.0699083691433012,-0.77745738702956,-0.211475183547814,0.740815453873349,2.66837876012928,-0.321722067939433,0.223981436231614,0.0216548702573691,-0.173071919543391,-0.99341857478073,-0.00194404525258059,1.15089259707958,0.00405503221304977,0.0349756231981308,-0.0603236932859321,0.0081320913034825,0.000193588982486091,-0.716088439685145,-0.0119920392366881,-0.0127092529022395,-0.00835933875208484,3.57867328074412,0.274816165774446,-0.0553906912839325,-0.104648416610493,-0.811879355578322,0.0774725834633197,1.08302034643554,0.775453707321101,0.00185449513465075,-1.46532985738379,1.26091988794906,1.1229068919323,5336763.86797148
"17",-0.0991698626535622,-0.0496492433307757,2.51691558759002,-0.0561220873348928,-0.0355036320758088,-0.000697211442946669,0.592805676673947,-0.0505302707833157,0.0355563563229876,-0.0377250911336664,-0.0126531211947928,-0.0374672992118102,0.0252561256210493,0.113912765413819,0.00398080122389232,0.0596177867404075,2.26314217623895,-0.0507217158071323,2.35207108183476,-0.0113460133653767,0.0263553848360669,0.00705195534701873,-0.0029812831663832,-0.0166005448808818,-0.00387247199335543,0.0488575546862912,0.0375542537483961,-0.00105416280297862,-0.0204351760864565,-0.149211051101672,0.0430455929275687,-0.000479296458075798,-0.0697768908572541,-0.764838903451574,-0.19812421766378,0.741569258781441,2.65912797868733,-0.32720172814643,0.216786755471086,0.0190454230980421,-0.176031629266878,-0.984034947267968,-0.00177575471894111,1.15321541157235,0.00561425174129122,0.0302551702416451,-0.0569005152714512,0.010197281904857,-0.00142256173980859,-0.715475744512344,-0.0117839406864383,-0.0125308527879865,-0.00859694853259397,3.5738436909386,0.301006683146874,-0.0493697114864885,-0.0963650962699229,-0.806319190958486,0.0734265005164334,1.08387819636469,0.769791367358976,8.72729885901559e-05,-1.46601310619577,1.23713009713792,1.11226350166582,5337123.97292355
"18",-0.100379492878888,-0.0489395811192013,2.51315860791849,-0.0558064639138656,-0.0352927504691088,-0.00119639092821321,0.6014085297348,-0.0506008194197115,0.0353820644692573,-0.0381349453081016,-0.0126093213099862,-0.0377186982143361,0.0244160833738964,0.11659946953662,0.00424541973013447,0.0595674858144755,2.2671305045362,-0.0494734601420675,2.34955368913919,-0.0111137445786957,0.0263354594566075,0.00682886322191937,-0.00192756999335175,-0.0162146964429035,-0.00375962382599188,0.0489428233246354,0.0367288403661832,-0.000920714154698828,-0.0216461518771383,-0.150697024748239,0.0425135555145898,0.000505405976031618,-0.0683490629985249,-0.76376461879992,-0.206614654435877,0.741605862534836,2.65299006986297,-0.32169004072899,0.214184390120813,0.0182897706220936,-0.171865395816146,-0.980479270464434,-0.00227747776276722,1.15203964566523,0.00279403573838147,0.0298393993351741,-0.0567178412592707,0.00908183937451414,-0.000511395749706524,-0.714974687862175,-0.011657212816339,-0.012565495245784,-0.00889907043563461,3.5730734660547,0.292253409459188,-0.0465726913029716,-0.105242683299264,-0.813754631261693,0.0819944756665003,1.08405811455162,0.765136415396092,-0.000635028756028001,-1.46690620536768,1.25156281931997,1.11873268447827,5337265.45415887
"19",-0.0973827242471796,-0.0514867450173525,2.50196749988228,-0.055874685012732,-0.0349391415090922,-0.000828041889972633,0.642274245742136,-0.0475718006636034,0.0324461125706484,-0.0372964597548029,-0.0127022371498812,-0.0373706790765427,0.0290882967422813,0.11411351070571,0.00373021630945582,0.0606153010774371,2.26777591351116,-0.0474051297800564,2.33351218262483,-0.0117487953023443,0.0257427685892593,0.00678180846240497,-0.00164455818738918,-0.0157928388855505,-0.00519675364731038,0.0465635208172241,0.038658869092779,-0.000862801416232509,-0.0220133786167416,-0.147498891675014,0.0379041687765694,0.00132644318137932,-0.0692002709663076,-0.767468573611596,-0.206250975188072,0.741699739943311,2.63242515541345,-0.324399189846858,0.208437857515884,0.014352856983844,-0.170921658804773,-0.967080005974659,-0.00121035990385921,1.15747698421013,0.00137402643104209,0.0349052903138506,-0.0572715707955933,0.0124597236983106,-0.00117859823611615,-0.712286606822303,-0.0119710724705,-0.0126123775420952,-0.0081312523493123,3.57673601507976,0.285927934298242,-0.0534901710698983,-0.102154565001431,-0.790771944153255,0.0840869245466853,1.08501534029492,0.756273388984155,0.00127146119610366,-1.46791785186907,1.22919198913141,1.10868931136338,5337757.95785012
"20",-0.0997383200035509,-0.0509931955772841,2.4963333945277,-0.0549269624080892,-0.0346724196944936,-0.000876491521858828,0.661942538074208,-0.0485473442379422,0.0315169054870844,-0.0361223676564205,-0.0136123118166156,-0.0374244949725883,0.0259739089838805,0.111989217505384,0.004209466057003,0.060316994354902,2.26589148642237,-0.0462418786011174,2.33007158779446,-0.0125167326584129,0.0254289071778994,0.00707250064067634,-0.00245150364766886,-0.0154432630000477,-0.00348903491082686,0.0506344180074866,0.0380043873246582,-0.000929220273475206,-0.0223388176719623,-0.148795155619592,0.0371357354559052,-0.000115184590929834,-0.0702344618632764,-0.78335641682513,-0.202181526918497,0.740807818943635,2.62704609609507,-0.315776684003957,0.203041773153388,0.0140003638625938,-0.168325321399779,-0.96292313362267,-0.00173795562751689,1.15840652749377,0.000311635095409683,0.0331713969778998,-0.0569262895034262,0.0112589103880832,-0.000869300459657876,-0.710257470749578,-0.0116242857252065,-0.0123482255508979,-0.00841541444107825,3.57264149115887,0.291737989019754,-0.0532272646516347,-0.0990138338560994,-0.799224287748237,0.070662782198646,1.08557165184757,0.752310173332112,0.000659926043844947,-1.4670125969862,1.23356030163308,1.11065759873738,5337938.9284223
"21",-0.102591068343267,-0.0481364490137879,2.48733710242054,-0.0547971770219644,-0.0349727463076363,-0.000387757132037122,0.688478163598524,-0.0489090101867867,0.030053102339749,-0.0363395158130505,-0.0129421775964631,-0.0379247239826682,0.0291883645794385,0.112936463274479,0.00405618327402009,0.0603593220193854,2.26569534073415,-0.0428151058848577,2.32332318249417,-0.0111307361588051,0.0248371055923077,0.00671611397421056,-0.00176769119367128,-0.0146793036436472,-0.00401865246145313,0.0519129210761282,0.0379885938920743,-0.000771297759809808,-0.0234960933838615,-0.151066284747657,0.035529053272306,0.00114369624267536,-0.0704924532656364,-0.783826972583285,-0.203673821071128,0.741408444990519,2.61615070740725,-0.320480087018595,0.194822212641296,0.0135049931793976,-0.17314479340067,-0.954880182361806,-0.00350878067788161,1.15999103680063,-0.00109175130253515,0.0340081588865931,-0.0590931072141369,0.0102683282823354,-0.00076181231758972,-0.706459921758382,-0.0113699617551976,-0.0120654711622564,-0.00814267937478475,3.57117855003435,0.292149561401204,-0.0430481009025241,-0.10720612850387,-0.810949509879966,0.0778268109233131,1.08534985955191,0.743491429368486,0.00264080794139109,-1.46791379943925,1.22532462109499,1.10694382020724,5338248.00404006
"22",-0.103235077543088,-0.048028261813894,2.48631717177145,-0.0553655267426386,-0.0351224514833025,-0.000504951381048679,0.690389530451814,-0.0491139101061439,0.0302161791416845,-0.0367594012941687,-0.013716097367688,-0.036716305000165,0.0288835035307762,0.112002509928906,0.004240717317646,0.0601425172891111,2.26292955623471,-0.0439508446422418,2.32240639902892,-0.0112901707271619,0.024623504319849,0.00692747086691267,-0.00180264132437747,-0.0144134235900155,-0.00432010752127246,0.0498255420691275,0.038391082460633,-0.000885325450511519,-0.023755226599096,-0.147311901835535,0.0358311791967009,0.00174191369806866,-0.0703611378646009,-0.783215286677304,-0.200296731438129,0.741624372124503,2.61526972065718,-0.322205712117315,0.194064695508762,0.0131343580505449,-0.16830563103395,-0.954329026519642,-0.0035884649629372,1.16023191605717,-0.00224450654188008,0.0355265724659011,-0.0568968964408264,0.0101988352797968,-0.00134845472845337,-0.707103999814634,-0.0114689545623522,-0.0118864522078092,-0.00840768590841976,3.57162424674214,0.297517064677094,-0.0424106839137977,-0.100979751150374,-0.815053190721931,0.0794675941033229,1.08478686398872,0.741937129698845,0.00237567860269659,-1.46735997975319,1.22184684476669,1.10537181290582,5338270.5696564
