age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,label
2,4.0,9.0,3.0,4.0,2.0,4,0,-0.09575838458154667,39,0
8,6.0,9.0,3.0,9.0,0.0,3,1,-0.2571592683801093,39,1
8,8.0,7.0,2.0,16.0,0.0,4,1,1.8560326816477715,5,1
4,1.0,7.0,9.0,1.0,3.0,4,1,1.218378369347286,26,0
4,5.0,11.0,3.0,7.0,2.0,4,0,0.31540986151822037,39,1
1,5.0,5.0,1.0,6.0,2.0,4,0,-1.811301237791553,39,0
1,2.0,7.0,2.0,4.0,1.0,4,1,-0.32735205577341653,39,0
3,2.0,7.0,5.0,4.0,3.0,1,0,-2.3477541758155116,39,0
2,2.0,10.0,1.0,1.0,4.0,4,0,-1.0602766222677051,39,0
1,2.0,13.0,3.0,4.0,6.0,4,0,-0.8380180903925488,39,0
2,4.0,17.0,3.0,9.0,1.0,0,0,-0.6520719569731295,39,0
1,3.0,9.0,4.0,4.0,2.0,4,1,1.6748929277618196,0,0
3,2.0,13.0,5.0,6.0,1.0,4,1,-2.0726694754761494,39,0
2,6.0,11.0,1.0,8.0,2.0,4,1,-0.6774576943832615,39,0
5,3.0,11.0,8.0,5.0,2.0,4,1,1.1426661787484496,39,1
6,6.0,11.0,6.0,9.0,0.0,2,1,1.2176697299758297,3,1
4,1.0,15.0,5.0,4.0,0.0,4,1,1.2593107116004802,39,1
2,1.0,11.0,1.0,4.0,1.0,4,1,0.6037563119543631,39,0
2,3.0,10.0,3.0,6.0,2.0,4,1,-0.4911161307032818,39,0
4,5.0,6.0,5.0,4.0,1.0,4,1,1.2408131798618067,39,0
7,5.0,10.0,4.0,12.0,2.0,4,0,0.0843297406696002,39,0
1,5.0,10.0,3.0,8.0,0.0,4,1,0.5637294936736519,39,0
3,2.0,10.0,1.0,9.0,4.0,4,0,0.2075501934187266,39,1
7,3.0,8.0,3.0,6.0,0.0,4,1,-0.5281301943281859,39,0
3,3.0,11.0,3.0,5.0,0.0,4,1,1.1053578443610885,39,0
5,0.0,7.0,6.0,3.0,0.0,1,1,-1.6967278707561553,39,0
1,0.0,9.0,8.0,10.0,4.0,2,0,-0.29881642787330476,39,0
4,3.0,15.0,5.0,9.0,1.0,4,1,1.3264273057961053,39,1
3,6.0,8.0,4.0,10.0,0.0,4,1,2.3319604248483983,39,0
2,4.0,9.0,0.0,9.0,0.0,4,1,-3.256113326833947,39,1
2,2.0,6.0,6.0,5.0,1.0,4,1,-0.02366226389958273,5,0
5,2.0,4.0,2.0,4.0,0.0,4,1,-0.16974001242383677,39,1
3,3.0,9.0,5.0,7.0,5.0,4,0,0.9538806506419599,39,0
4,5.0,8.0,6.0,12.0,6.0,4,0,-1.939186135631464,39,0
3,3.0,9.0,1.0,9.0,0.0,4,1,-0.4254349863133784,5,0
4,2.0,16.0,2.0,8.0,1.0,1,1,0.031863241289567135,39,0
2,6.0,7.0,5.0,8.0,3.0,4,0,0.037816781822570755,39,1
5,5.0,10.0,4.0,6.0,1.0,4,0,-0.6571016137705261,39,0
4,5.0,12.0,5.0,6.0,1.0,4,1,2.6884735029136757,39,0
4,6.0,10.0,1.0,8.0,1.0,4,1,0.637525516809025,39,1
3,6.0,13.0,8.0,9.0,0.0,4,1,0.7298944547538989,39,0
6,1.0,15.0,5.0,2.0,1.0,4,0,-0.6666869968553313,39,1
5,4.0,7.0,1.0,4.0,1.0,2,1,-0.9793081884672414,39,0
3,6.0,12.0,4.0,9.0,1.0,4,1,0.25568221571210203,39,0
2,1.0,12.0,6.0,2.0,1.0,4,1,-0.330080043668916,39,0
4,3.0,14.0,4.0,8.0,1.0,4,1,1.6982822571146479,39,1
1,3.0,11.0,7.0,6.0,1.0,3,1,-0.1689386000197305,12,0
3,3.0,6.0,1.0,4.0,0.0,4,1,-1.3644586665897216,39,0
4,3.0,8.0,5.0,4.0,1.0,4,1,-0.5412240503371508,39,1
4,1.0,9.0,3.0,6.0,0.0,4,1,-0.37938224682234006,39,1
6,7.0,4.0,3.0,6.0,0.0,4,1,0.8612276578219982,39,0
1,5.0,14.0,1.0,8.0,2.0,4,1,0.4529386256574891,39,1
1,5.0,8.0,0.0,4.0,2.0,4,0,0.1686199399270093,39,0
2,2.0,8.0,1.0,6.0,0.0,4,1,-0.3416250923860872,39,1
4,3.0,10.0,5.0,6.0,0.0,4,1,0.0835948976898645,39,1
4,3.0,11.0,2.0,5.0,1.0,4,0,0.566751507721017,39,0
5,5.0,4.0,3.0,8.0,1.0,4,1,-0.35784606260347157,39,0
5,4.0,8.0,3.0,5.0,2.0,4,1,1.9603338960306684,39,0
2,4.0,15.0,5.0,7.0,2.0,4,1,0.4962216368687671,39,0
5,5.0,10.0,2.0,10.0,2.0,3,1,-1.916629783586778,39,0
1,6.0,15.0,4.0,9.0,1.0,2,1,2.2490528699368677,39,1
4,1.0,6.0,4.0,5.0,4.0,4,0,-0.7556481215658548,39,0
2,4.0,8.0,3.0,2.0,0.0,4,1,-1.365109007724289,39,0
3,1.0,10.0,3.0,5.0,1.0,4,1,-0.7456309489075492,39,1
3,4.0,11.0,3.0,10.0,0.0,4,1,-0.8371858941460195,39,0
5,5.0,12.0,3.0,4.0,1.0,4,1,-0.1449135467469067,39,1
5,2.0,17.0,2.0,0.0,4.0,4,0,0.7254605265901528,39,0
3,4.0,14.0,0.0,8.0,0.0,4,1,0.10869226865184115,39,1
3,4.0,10.0,6.0,4.0,0.0,4,1,-0.7482176481728553,39,0
1,4.0,6.0,3.0,4.0,5.0,4,0,-1.9175698782922699,39,0
2,1.0,4.0,6.0,7.0,1.0,4,1,-1.1420361939443011,39,0
6,4.0,13.0,4.0,9.0,0.0,4,1,-0.0968390085940205,39,1
2,8.0,12.0,1.0,5.0,0.0,4,1,-0.04102685672435655,39,0
1,1.0,4.0,3.0,1.0,0.0,4,1,-0.07841509191739013,39,0
3,6.0,8.0,0.0,11.0,1.0,4,0,1.1549473959669398,39,0
6,4.0,17.0,4.0,6.0,1.0,4,0,0.03745916655734163,26,1
4,1.0,9.0,4.0,4.0,1.0,2,1,-0.08887020019404974,39,0
5,2.0,14.0,4.0,1.0,3.0,4,0,0.22623972790546099,39,1
5,4.0,13.0,4.0,7.0,0.0,4,1,-0.021506003309478716,26,1
2,3.0,14.0,9.0,5.0,0.0,4,1,0.5355471381635843,8,0
2,0.0,9.0,6.0,1.0,0.0,4,1,-0.9632198217743366,39,1
2,4.0,13.0,5.0,8.0,1.0,4,1,0.5914752989496068,39,0
1,9.0,7.0,3.0,11.0,1.0,4,1,-0.30273038230735927,3,0
5,7.0,9.0,5.0,7.0,3.0,4,0,-1.5920245419897125,20,1
2,8.0,7.0,1.0,15.0,3.0,2,1,-0.35089050285361023,39,0
1,5.0,10.0,7.0,5.0,0.0,4,1,-1.5423058389045774,39,0
3,4.0,11.0,4.0,7.0,1.0,4,1,-0.39389676657245926,39,0
2,4.0,10.0,4.0,5.0,3.0,4,0,0.32363473673266197,39,0
3,4.0,12.0,5.0,8.0,0.0,4,1,0.3449765357777703,39,1
3,4.0,6.0,5.0,7.0,0.0,4,1,0.15485895259376997,39,0
5,4.0,16.0,3.0,6.0,0.0,4,1,1.5520906457604138,39,1
6,6.0,7.0,2.0,6.0,0.0,4,1,0.8038773047872328,2,0
5,3.0,9.0,5.0,9.0,1.0,4,1,1.3080340444236023,39,0
3,5.0,7.0,3.0,3.0,2.0,4,1,-0.8222647311171276,39,0
3,4.0,9.0,2.0,7.0,1.0,4,1,-1.414372885540429,39,0
2,4.0,12.0,3.0,8.0,0.0,2,1,1.8479313281359657,39,0
1,6.0,10.0,5.0,9.0,2.0,4,1,-1.4286065335152183,39,0
6,0.0,12.0,3.0,3.0,1.0,4,1,1.6795354776847695,39,0
5,2.0,9.0,5.0,4.0,3.0,4,0,-0.5395929540460732,39,0
4,5.0,9.0,5.0,14.0,1.0,4,1,-2.4370859333063932,39,0
1,4.0,6.0,8.0,3.0,1.0,4,0,0.7984482938681665,39,0
5,3.0,14.0,5.0,4.0,2.0,4,0,-0.883140019369103,39,1
3,6.0,11.0,8.0,8.0,0.0,4,1,0.346435783325192,39,0
2,3.0,10.0,7.0,14.0,2.0,4,1,-0.4944100279042319,39,0
2,3.0,13.0,0.0,6.0,1.0,2,0,0.10878499952211584,39,1
3,4.0,11.0,3.0,4.0,2.0,4,0,1.347446101712923,39,0
1,8.0,11.0,1.0,12.0,2.0,4,1,-1.437279114431931,39,0
3,4.0,14.0,6.0,6.0,0.0,4,1,0.018903205557612435,39,0
4,5.0,10.0,2.0,10.0,0.0,4,1,-0.1557161524079367,39,1
3,3.0,8.0,3.0,3.0,0.0,4,1,2.7829435481788853,39,1
3,2.0,11.0,7.0,2.0,1.0,4,1,0.18171420347556774,39,0
3,4.0,7.0,1.0,5.0,1.0,2,1,-0.002219418587215083,39,0
5,6.0,9.0,2.0,8.0,1.0,2,1,1.696490742618448,39,0
2,2.0,6.0,1.0,3.0,0.0,2,1,-0.302038680692991,39,0
2,6.0,10.0,1.0,8.0,0.0,4,1,0.9909428683571146,39,0
1,2.0,7.0,5.0,7.0,1.0,4,1,-0.1384894080024117,39,0
5,5.0,10.0,5.0,9.0,2.0,4,0,-0.6193940636633188,39,1
6,1.0,9.0,2.0,4.0,0.0,2,1,-1.481396956611013,39,0
1,4.0,10.0,1.0,6.0,2.0,4,0,-2.0367604995874893,39,1
3,6.0,9.0,5.0,8.0,1.0,4,1,1.4413122720057097,39,0
2,6.0,9.0,3.0,8.0,4.0,4,0,-1.060589305939404,39,0
5,2.0,6.0,4.0,2.0,0.0,4,1,0.8349693362826437,39,0
3,5.0,9.0,2.0,9.0,2.0,4,0,0.05592584649041216,39,0
1,5.0,7.0,3.0,7.0,3.0,4,0,0.7880894996614318,39,0
4,4.0,11.0,2.0,9.0,1.0,2,1,1.68090832104179,39,0
2,5.0,6.0,3.0,7.0,3.0,4,1,-0.9759904749406818,36,0
3,6.0,7.0,2.0,10.0,0.0,4,1,-1.4236725250165527,39,0
2,5.0,6.0,2.0,8.0,0.0,4,1,1.0800056150532993,39,0
7,2.0,7.0,3.0,4.0,0.0,4,1,1.4153213700282534,39,0
5,5.0,3.0,5.0,5.0,2.0,4,1,0.677381015118363,39,0
3,3.0,12.0,1.0,3.0,1.0,4,1,-0.46191750105663776,6,1
2,1.0,7.0,3.0,6.0,3.0,4,1,-0.018234511303794654,39,0
4,2.0,9.0,5.0,6.0,0.0,4,1,0.7950313347081976,39,0
1,3.0,12.0,4.0,7.0,1.0,4,0,0.5499950217387026,39,0
2,3.0,7.0,6.0,6.0,7.0,4,0,-2.193803097112962,39,0
3,4.0,8.0,2.0,8.0,1.0,4,1,0.030818713847149258,39,0
4,4.0,6.0,5.0,6.0,1.0,4,1,0.2764451672776166,39,0
2,0.0,9.0,1.0,4.0,0.0,4,1,0.8643665992904912,39,0
7,5.0,7.0,4.0,12.0,2.0,4,1,0.24524656673457795,39,0
5,4.0,10.0,2.0,6.0,1.0,4,1,0.3318999546844487,39,0
4,1.0,14.0,5.0,5.0,3.0,4,0,1.0382578615629134,39,0
6,6.0,13.0,4.0,9.0,1.0,4,0,0.5413646653996378,39,1
4,2.0,7.0,2.0,6.0,1.0,4,0,-1.4435671395241139,39,0
3,4.0,12.0,7.0,14.0,0.0,4,1,1.1391173330787059,39,1
2,2.0,10.0,7.0,6.0,0.0,4,1,1.4228244865998423,39,0
5,5.0,11.0,4.0,11.0,1.0,4,1,-0.7982107825089049,39,0
5,5.0,10.0,2.0,12.0,1.0,4,1,1.1933557590201742,39,1
5,3.0,11.0,2.0,7.0,0.0,4,1,-1.111102093898281,39,0
2,5.0,7.0,7.0,7.0,8.0,2,0,-1.3669319414101109,39,0
4,4.0,6.0,7.0,6.0,2.0,4,1,-1.4039842543956096,39,0
4,1.0,11.0,4.0,5.0,3.0,4,0,0.40340702680234575,39,0
5,2.0,10.0,6.0,6.0,1.0,4,1,1.5514392784264701,39,0
6,5.0,8.0,3.0,11.0,0.0,4,1,-0.08525646860040298,39,0
2,4.0,12.0,4.0,6.0,0.0,4,1,-0.7428924645432933,39,0
3,5.0,6.0,4.0,5.0,5.0,4,0,2.3161021490916753,39,0
3,3.0,8.0,7.0,3.0,0.0,2,1,1.7286726884163703,39,0
4,4.0,9.0,6.0,5.0,3.0,4,0,-1.9584645962905862,39,0
5,6.0,11.0,1.0,12.0,0.0,4,1,-0.8646949487572242,39,0
1,5.0,3.0,3.0,5.0,1.0,4,1,-0.18788701657122353,39,0
2,4.0,11.0,2.0,5.0,2.0,4,1,0.5902949277072207,39,0
6,8.0,14.0,4.0,7.0,3.0,2,0,-0.1641169417950444,39,0
4,6.0,4.0,0.0,11.0,4.0,4,0,-0.17275586123224823,39,0
2,5.0,16.0,5.0,12.0,0.0,4,1,0.32521006499216504,39,0
5,4.0,14.0,3.0,5.0,1.0,4,0,0.28935981573725017,39,1
1,2.0,13.0,3.0,7.0,0.0,4,1,-0.6689305667588472,39,0
1,3.0,17.0,6.0,5.0,3.0,4,0,-1.129230195162461,39,1
1,8.0,10.0,6.0,9.0,2.0,4,1,-0.6068980498220065,39,0
3,8.0,10.0,3.0,11.0,0.0,4,1,0.33331939672360883,0,0
3,3.0,13.0,1.0,6.0,0.0,4,1,0.6128397602795317,39,1
2,5.0,9.0,4.0,7.0,2.0,4,1,-0.6095204202677311,39,0
2,4.0,13.0,6.0,9.0,3.0,4,1,0.50682651201833,39,0
3,6.0,11.0,5.0,6.0,1.0,3,1,-1.3023293112190208,2,0
4,9.0,14.0,2.0,19.0,2.0,4,1,-1.104084004799025,39,1
3,0.0,8.0,1.0,6.0,3.0,4,0,-0.5835093468089319,39,0
5,5.0,11.0,8.0,5.0,2.0,4,0,-0.43211832786817744,39,1
1,3.0,6.0,4.0,3.0,7.0,4,0,-2.4481140147300886,39,0
4,2.0,12.0,4.0,1.0,0.0,4,1,-0.7157008825264873,39,0
5,2.0,4.0,8.0,3.0,3.0,4,0,-0.156857235696854,39,0
3,4.0,14.0,3.0,5.0,1.0,4,1,1.2536188430919992,39,0
2,2.0,7.0,2.0,0.0,0.0,4,0,-1.0881892783977354,39,1
3,6.0,14.0,7.0,7.0,1.0,4,1,-0.5268408300474896,39,0
1,3.0,12.0,3.0,7.0,1.0,4,1,-0.2281009760366985,39,1
3,4.0,6.0,7.0,12.0,1.0,4,1,0.4154675175336857,39,0
4,1.0,7.0,8.0,0.0,3.0,4,0,-1.616737526678569,39,0
7,6.0,8.0,3.0,7.0,0.0,4,1,-1.2060226431124372,39,0
4,5.0,14.0,4.0,4.0,1.0,4,1,-0.07501760428551019,39,0
3,5.0,12.0,5.0,6.0,0.0,4,1,-0.4036125592201045,39,1
3,6.0,16.0,5.0,7.0,3.0,4,0,-0.28630013656593944,39,0
2,3.0,9.0,4.0,7.0,2.0,4,0,0.8625283404471011,39,0
4,5.0,12.0,2.0,11.0,0.0,4,1,0.762050141954328,39,1
3,3.0,12.0,4.0,4.0,2.0,4,1,0.77461126062595,39,0
5,3.0,9.0,3.0,5.0,2.0,4,1,2.057296749489142,39,0
4,6.0,7.0,6.0,4.0,0.0,4,1,1.3727127577024159,39,0
3,3.0,5.0,1.0,2.0,3.0,4,0,1.0821276787071517,39,0
3,1.0,11.0,4.0,8.0,1.0,4,1,0.3158971861751782,39,0
1,4.0,9.0,5.0,2.0,1.0,4,1,2.92086919562267,39,0
2,4.0,11.0,2.0,5.0,1.0,2,1,-1.3551110541720104,39,0
6,6.0,9.0,4.0,9.0,2.0,4,0,2.1878543880565795,38,0
2,3.0,8.0,6.0,4.0,1.0,4,1,-1.1352373809444132,39,0
1,8.0,16.0,4.0,11.0,0.0,4,1,0.03981615670907035,39,1
1,1.0,11.0,4.0,5.0,1.0,4,1,0.008893949673799445,39,1
1,1.0,14.0,6.0,4.0,1.0,2,1,-0.11802304064770794,39,0
5,1.0,17.0,3.0,11.0,0.0,4,1,1.2351995820815738,39,1
3,3.0,10.0,4.0,6.0,2.0,2,0,-0.3829299033230883,11,0
3,6.0,11.0,7.0,14.0,1.0,4,1,-0.5998264773090318,39,0
2,1.0,6.0,6.0,3.0,5.0,4,0,-1.5821640706811073,26,0
1,4.0,15.0,7.0,6.0,2.0,4,1,0.4017230201662927,39,0
1,3.0,11.0,1.0,5.0,2.0,4,1,0.20774202824114557,39,0
2,4.0,8.0,3.0,7.0,1.0,4,0,0.5876562303242505,39,0
4,1.0,19.0,3.0,4.0,0.0,4,1,-0.46151310601818296,39,1
4,3.0,11.0,5.0,5.0,0.0,4,1,-1.2287491583048749,39,0
1,4.0,10.0,3.0,10.0,1.0,4,0,-0.806229766495487,39,0
2,3.0,10.0,3.0,4.0,3.0,2,1,-1.061511428396098,39,0
2,3.0,12.0,9.0,11.0,4.0,4,0,0.896743019476356,39,0
4,4.0,8.0,3.0,3.0,0.0,4,1,0.7567858782159125,39,0
1,5.0,8.0,5.0,10.0,1.0,4,1,-0.934953545363457,26,1
1,1.0,8.0,4.0,3.0,2.0,4,0,0.8629344124385763,39,0
2,6.0,8.0,0.0,5.0,0.0,4,1,-0.3501601620975173,39,0
6,0.0,10.0,4.0,4.0,3.0,2,0,-1.11083406884568,39,0
1,2.0,10.0,2.0,9.0,0.0,0,0,-1.1531073729436452,39,0
5,8.0,8.0,4.0,14.0,3.0,4,1,0.7398077966139741,8,0
5,3.0,15.0,6.0,8.0,0.0,4,1,-1.417462514344328,39,0
4,1.0,7.0,2.0,4.0,1.0,4,0,-0.3518619986221087,39,1
4,3.0,12.0,3.0,7.0,0.0,4,1,-1.3363812652995115,39,1
3,6.0,13.0,3.0,11.0,3.0,2,0,0.18750780151949853,39,0
1,3.0,11.0,7.0,9.0,2.0,4,0,-0.6815040853983361,39,0
2,2.0,14.0,1.0,5.0,0.0,4,1,0.41286578929071205,39,1
3,2.0,7.0,4.0,0.0,2.0,1,0,0.17260232975301204,39,0
4,4.0,12.0,4.0,4.0,1.0,4,0,-1.7580834896536128,39,0
6,6.0,10.0,1.0,9.0,1.0,4,0,-0.6586163009441075,39,1
6,3.0,9.0,5.0,7.0,0.0,4,1,-0.42134583828148064,39,0
3,5.0,10.0,2.0,3.0,1.0,4,1,0.027136838168520083,39,0
4,5.0,7.0,3.0,5.0,1.0,4,0,-0.4220813027387128,39,0
2,6.0,12.0,3.0,8.0,2.0,4,1,0.6708338097034319,39,1
4,3.0,9.0,5.0,4.0,1.0,4,0,0.5394210661778676,39,0
2,4.0,12.0,5.0,4.0,5.0,4,0,-1.0470575071691899,39,0
5,8.0,7.0,5.0,6.0,3.0,4,0,-0.0006475653496179068,39,0
1,6.0,10.0,4.0,5.0,5.0,4,0,-0.03774426874384412,39,0
2,2.0,10.0,8.0,7.0,3.0,4,1,0.447954444449575,23,0
7,2.0,8.0,1.0,2.0,2.0,4,0,-2.3698652621789216,39,0
3,3.0,5.0,2.0,4.0,0.0,4,1,1.1255753523430645,26,0
6,3.0,8.0,6.0,5.0,2.0,4,0,-0.6223224620176675,39,0
3,5.0,13.0,2.0,10.0,1.0,4,1,-0.9434171858758917,39,0
6,3.0,9.0,3.0,8.0,1.0,4,0,-0.10759845554315406,39,1
6,4.0,12.0,7.0,8.0,0.0,4,0,-0.955640546881515,39,0
4,1.0,14.0,6.0,3.0,2.0,4,0,1.7367672864082189,39,0
3,0.0,9.0,4.0,4.0,3.0,4,0,0.45725869826629983,39,0
6,6.0,10.0,2.0,8.0,2.0,4,0,-0.3613202940879976,39,1
6,4.0,17.0,4.0,6.0,1.0,4,0,0.8885011607900177,39,0
7,5.0,8.0,3.0,10.0,0.0,4,1,0.530525595884983,33,0
1,3.0,15.0,2.0,7.0,4.0,4,0,0.02641466756563121,39,1
3,4.0,14.0,4.0,8.0,2.0,4,1,-1.1498352235706208,39,0
3,3.0,16.0,7.0,11.0,0.0,2,1,0.766723733542805,39,0
2,4.0,12.0,3.0,8.0,0.0,4,1,-1.008198317620993,39,0
1,4.0,8.0,7.0,5.0,0.0,4,1,1.048830478997238,39,0
5,3.0,5.0,3.0,4.0,2.0,4,0,0.22860059399794858,39,0
1,1.0,6.0,4.0,5.0,1.0,4,1,-2.136358491247805,39,0
1,8.0,8.0,4.0,4.0,1.0,4,1,1.5978526246613374,39,0
2,5.0,10.0,7.0,12.0,1.0,2,1,0.5059649240629079,39,0
3,8.0,17.0,0.0,9.0,0.0,4,1,-0.11116328346423066,39,0
2,6.0,11.0,2.0,15.0,1.0,4,1,-1.0341548076291152,39,0
7,7.0,10.0,4.0,13.0,1.0,4,1,-0.9114615664192766,39,0
6,1.0,12.0,2.0,5.0,4.0,4,0,0.5268501166599118,39,1
3,6.0,11.0,4.0,11.0,0.0,4,1,1.2288079746078548,39,0
2,2.0,10.0,8.0,4.0,0.0,4,1,-0.7708074169850148,39,0
3,6.0,7.0,2.0,8.0,2.0,4,1,-1.985483619722299,39,0
1,6.0,10.0,5.0,6.0,2.0,4,0,-1.7817755135223523,39,0
1,4.0,10.0,4.0,2.0,5.0,4,0,-1.2363726108566753,39,0
5,7.0,16.0,5.0,10.0,1.0,4,1,-1.037119706930691,39,1
2,3.0,6.0,4.0,7.0,0.0,4,1,0.40031982184416853,39,0
3,2.0,9.0,3.0,1.0,2.0,4,0,-0.1941713294750879,39,1
4,3.0,16.0,2.0,10.0,0.0,4,1,0.32696245371819943,39,1
4,2.0,13.0,4.0,5.0,1.0,1,1,-0.9915277824515702,39,1
1,5.0,9.0,4.0,5.0,2.0,2,1,0.4047690852022294,33,0
2,5.0,6.0,4.0,12.0,1.0,3,0,-0.8660728921121191,39,0
5,2.0,9.0,4.0,5.0,1.0,4,0,-0.9482240751517914,39,0
3,6.0,5.0,4.0,9.0,4.0,2,0,-0.9765359630880048,3,0
1,0.0,9.0,5.0,4.0,10.0,4,0,0.11626143598428262,39,0
3,4.0,8.0,6.0,4.0,1.0,4,0,-0.4536171544168508,39,0
7,2.0,12.0,6.0,4.0,1.0,4,0,-0.24627252938021804,39,0
2,5.0,9.0,3.0,12.0,1.0,4,1,-0.617851922374719,39,0
1,2.0,12.0,3.0,4.0,1.0,3,1,1.024947859207444,39,0
5,1.0,5.0,5.0,3.0,0.0,3,1,1.632686425868149,39,0
6,6.0,12.0,4.0,13.0,0.0,4,1,-1.0192396231651433,39,0
7,3.0,17.0,1.0,8.0,0.0,4,1,0.7941374425290341,39,1
4,3.0,11.0,3.0,0.0,0.0,4,1,0.7433788212263841,39,1
5,4.0,6.0,4.0,3.0,1.0,4,1,0.6440015045641118,39,0
3,7.0,17.0,4.0,13.0,0.0,4,1,0.6151534287648606,39,1
3,4.0,7.0,5.0,5.0,1.0,1,1,-0.09893596775407591,39,0
3,5.0,8.0,1.0,5.0,0.0,4,1,1.4549140422907731,39,0
4,5.0,8.0,4.0,3.0,0.0,4,1,0.6484745938109442,39,1
5,3.0,14.0,4.0,7.0,2.0,4,0,1.0716709531113648,39,0
1,8.0,9.0,2.0,14.0,2.0,4,1,0.3482028872817003,39,0
2,5.0,10.0,4.0,5.0,5.0,4,0,-2.0861684243887453,39,0
2,4.0,7.0,2.0,2.0,1.0,4,1,0.07954044715282857,39,0
7,1.0,15.0,7.0,5.0,0.0,4,1,1.1529843461286138,39,1
2,6.0,14.0,4.0,4.0,1.0,4,1,0.2906756952966669,19,1
4,7.0,12.0,4.0,8.0,0.0,1,1,-0.6037059629738515,39,0
2,4.0,8.0,5.0,7.0,2.0,4,1,0.652665680198685,39,0
5,4.0,11.0,4.0,12.0,1.0,4,1,0.34519321133418457,39,1
2,1.0,8.0,4.0,7.0,0.0,1,1,-0.19408409667244145,39,0
4,3.0,8.0,11.0,8.0,1.0,4,1,1.2444747161929506,39,0
1,4.0,10.0,3.0,4.0,3.0,4,0,-1.61212862718379,39,0
6,9.0,8.0,2.0,14.0,0.0,2,1,0.7584229792008803,39,0
1,3.0,10.0,1.0,8.0,0.0,4,1,-1.6716407346772952,39,0
5,2.0,6.0,5.0,4.0,0.0,4,1,-0.574045086195877,39,0
2,5.0,13.0,2.0,12.0,1.0,4,1,0.400921301664906,39,0
4,7.0,9.0,4.0,14.0,2.0,4,0,-0.643259512767796,39,0
4,2.0,6.0,3.0,1.0,2.0,4,0,0.09791763803107079,39,0
4,7.0,17.0,3.0,10.0,2.0,4,1,-3.6713732488072996,39,1
1,4.0,7.0,3.0,9.0,0.0,4,1,0.19152703839440083,35,0
3,6.0,5.0,5.0,6.0,0.0,4,1,-1.9084408208759345,39,0
5,6.0,8.0,3.0,11.0,1.0,4,1,-0.2197811519270026,39,1
2,1.0,10.0,0.0,7.0,3.0,4,1,0.003050431952032459,39,0
2,5.0,12.0,5.0,7.0,2.0,4,1,-0.12663096853744016,39,0
2,4.0,7.0,2.0,13.0,1.0,4,1,0.9001242652878494,39,1
3,2.0,11.0,4.0,7.0,1.0,4,0,3.536678207777202,39,0
1,2.0,13.0,7.0,4.0,2.0,4,1,-0.4362840224414007,39,0
3,2.0,13.0,7.0,2.0,5.0,4,0,-0.19493288152438779,39,0
5,2.0,11.0,4.0,4.0,3.0,4,0,0.1528484822883543,39,1
1,4.0,14.0,7.0,3.0,4.0,4,0,0.5228435434028154,39,0
