race,sex,LSAT,UGPA,label
7,1,34.0,3.1893714652424543,1
7,0,39.0,3.5073720289386907,1
4,0,38.0,2.309114784541357,1
7,0,34.0,3.7197942819493144,1
7,1,47.0,2.9970356762815427,1
1,0,23.0,2.707575852876943,1
1,1,37.0,3.2531696235706606,1
7,1,25.0,3.357202336348646,1
7,0,36.0,3.0072678309212204,1
7,1,43.0,3.5590817656849127,1
1,1,31.0,2.3962013782927896,0
7,1,39.0,3.4580363596210457,1
7,1,35.0,3.1516219870319664,1
7,1,39.0,2.78727053611959,1
7,1,48.0,3.3453274633689287,1
7,1,46.0,2.796602009854193,1
7,1,37.0,3.166943499644111,1
7,1,32.0,3.416608610883777,1
2,0,35.0,3.1574265882310315,1
7,1,37.0,3.3171176746599325,1
7,0,40.0,2.906272161299555,1
7,0,34.0,2.9250398704413607,1
7,0,26.0,3.886698261032614,1
7,0,34.0,3.7512371268932028,0
7,0,35.0,3.415136935360192,0
7,1,34.0,3.1887624108182453,1
7,1,33.0,3.802806837350297,1
7,0,38.0,3.4653810472028157,1
7,1,33.0,3.314382030129793,1
7,0,37.0,3.3911613291312275,1
7,1,36.0,2.800829864739961,1
7,0,40.0,3.433810463997256,1
1,1,39.0,3.265509933777272,1
5,1,35.0,3.048698801495404,0
7,1,25.0,3.155054733677576,1
7,1,40.0,3.1172775489963263,1
7,1,43.0,2.9754543789110026,1
7,0,40.0,2.1041082102351845,0
7,1,40.0,3.321266373537729,0
7,1,32.0,3.5061360346413286,1
2,1,40.0,3.1388938378420486,0
7,1,34.0,3.6335608314136865,1
7,1,37.0,2.9617243875278567,1
7,1,46.0,2.9297169120888924,1
7,1,36.0,2.7207381926763845,1
7,0,41.0,2.739056231255165,1
7,1,45.0,1.782094064191871,1
4,1,29.0,2.880154032733393,0
7,1,32.0,2.7695144363936373,1
0,1,36.0,2.8612770480395127,1
7,1,32.0,3.0160047767439986,1
7,1,46.0,3.1924920647315087,0
3,1,23.0,2.072321843436676,1
7,0,34.0,3.3854879987780633,1
7,1,37.0,4.1869954890876295,1
2,0,23.0,2.5340971409174182,0
7,0,36.0,4.3733221805317335,1
5,0,34.0,3.2206938364207263,1
7,1,37.0,3.064481009693318,1
2,1,28.0,2.8114277955362907,1
3,1,34.0,3.210616824852444,1
7,1,34.0,3.4085641481910565,1
7,1,37.0,3.229188412130462,1
7,1,35.0,3.3952937570186803,0
7,1,40.0,3.432311542583182,1
7,0,43.0,3.0082711735148924,1
7,1,29.0,3.064735999872655,1
7,1,36.0,2.999670744762413,1
7,1,33.0,3.493095087807187,1
7,0,47.0,3.730223519403614,1
7,0,43.0,3.44840102101073,1
7,1,40.0,2.7841575754545196,1
7,0,31.0,4.217121860011561,1
7,1,22.0,3.5590161075804647,1
7,1,32.0,3.834283636762463,1
7,0,44.0,3.3395629969822718,1
7,0,36.0,3.6519732815171806,1
7,1,39.0,4.205195914424055,1
7,1,43.0,2.9448177382424716,1
7,0,46.0,3.716105900350248,1
7,1,38.0,3.2783238113843276,1
7,1,38.0,3.447328777614188,1
7,1,30.0,2.431365273218641,1
7,0,33.0,3.5697355129212243,1
7,1,37.0,2.6666738667684178,1
7,0,45.0,3.492887763968891,1
7,1,51.0,3.302220548946498,1
7,1,31.0,2.483375443552341,1
2,0,29.0,3.1999989289305915,1
7,1,40.0,3.5294411247358837,1
7,0,41.0,2.9415516922560645,1
7,0,37.0,2.98185481594267,1
7,1,41.0,3.468532019205424,0
7,1,40.0,4.389055879340176,1
7,0,35.0,3.698118396880352,1
7,0,43.0,3.501302721985156,1
1,1,33.0,2.3942303170411927,1
7,1,39.0,3.0245884161528482,1
7,0,42.0,2.8183697354450628,1
7,0,27.0,2.716573856084121,1
7,1,39.0,3.152785667740011,1
7,1,26.0,3.4550031315753515,1
7,0,39.0,3.2174926916997406,1
7,1,31.0,2.927734554064498,1
7,0,37.0,2.9481267113958056,1
7,0,37.0,3.759276903726976,1
7,1,35.0,3.0909500456698957,1
7,1,40.0,3.3314305732098184,1
7,0,32.0,3.081513318065851,1
7,1,45.0,3.926825004800635,1
7,1,38.0,3.062787935662255,1
7,0,37.0,3.4617302299785697,1
7,0,36.0,2.7180644647205114,1
7,1,33.0,3.130460407547058,0
2,1,41.0,2.717262769925038,1
7,1,34.0,3.5361387840198053,1
7,1,32.0,2.5367346798814063,1
1,0,26.0,3.89638872064876,1
7,1,35.0,3.4186149102235364,1
1,1,26.0,2.9019893466405855,0
7,0,44.0,3.696229431667685,1
7,1,37.0,2.999553877637314,1
7,1,33.0,3.4559821547882787,1
1,1,30.0,2.932529029562868,0
7,1,34.0,3.6911311923083634,1
7,1,37.0,3.3703911378541096,1
7,1,30.0,3.3874926357620816,1
7,1,48.0,3.341743984303601,1
7,1,44.0,2.6319275310717796,1
7,1,36.0,3.9655842900347174,1
7,0,29.0,2.3377645645119682,1
3,0,25.0,3.1486629871115563,1
7,1,45.0,2.822081850725356,1
7,1,39.0,3.1110744333153773,1
1,0,34.0,2.6040768721329277,0
7,0,35.0,2.7241998006137784,1
3,0,32.0,3.036940979191661,1
7,1,35.0,2.474772960238268,1
7,1,37.0,3.1770498578356094,1
7,0,41.0,3.9255219536744916,1
7,1,31.0,3.812452862448166,1
5,1,38.0,3.108204610935201,1
7,1,46.0,2.9030711847237076,1
7,1,38.0,3.040147986795434,1
7,1,48.0,3.473203941485097,1
7,0,35.0,2.725320554312151,1
7,0,28.0,3.160128033646284,1
7,1,38.0,2.8907484709010816,1
7,1,35.0,2.5106004027922104,1
7,0,39.0,3.5221644756345967,1
7,1,41.0,3.648724001305982,1
7,0,45.0,2.106923487524092,1
7,1,42.0,2.47591524261434,1
7,1,45.0,3.7049280180329265,1
7,1,37.0,2.8702468411579805,1
7,1,33.0,3.105138127770354,1
7,1,39.0,3.352335350083341,1
7,0,40.0,3.690838101518162,1
7,1,31.0,3.3058431610999337,1
7,1,20.0,4.1086054183577865,1
7,1,33.0,3.425883094804403,1
7,0,31.0,3.7391193795789928,1
7,0,40.0,3.233659110712958,0
7,0,31.0,2.598484952454312,1
7,0,31.0,4.121118117576679,1
7,0,29.0,2.8201097331061904,1
7,1,33.0,2.935938538863022,1
2,0,35.0,2.258762955245681,0
7,0,48.0,3.5217537825626497,1
7,1,38.0,3.7625500388612068,1
7,0,43.0,3.4653483381882983,1
7,1,32.0,3.8988524623124152,1
7,1,35.0,2.8343121646171805,1
7,1,44.0,2.8150677249076197,1
7,1,53.0,3.5386132091910207,1
7,1,33.0,3.2650068683408318,1
7,1,35.0,3.122938692780266,1
7,0,48.0,3.402212705049073,1
7,0,33.0,2.9311140395268804,1
7,0,40.0,3.0878554501666775,1
7,0,29.0,3.398353637306362,1
7,0,39.0,2.8485969527404253,1
7,1,41.0,3.8914948201455575,1
7,0,43.0,3.152161097837244,1
7,1,31.0,3.3454085516065897,1
7,1,43.0,3.0900787767688804,1
7,1,30.0,3.2271514039086036,1
7,1,39.0,3.1881727922703984,1
7,1,32.0,2.9739405366775475,1
7,1,33.0,3.0457647128858425,1
7,1,34.0,3.4270435358810256,1
5,1,33.0,3.623760027588221,1
7,1,35.0,3.796705299096977,1
7,1,38.0,3.1181105852543416,1
7,1,37.0,2.741111813249659,1
7,1,34.0,3.1292663957721105,1
2,1,31.0,3.394565308587723,0
7,1,37.0,3.024094336811441,1
7,1,33.0,2.8142735661311242,1
7,1,23.0,2.881459853745904,0
3,1,33.0,2.90541409802581,1
7,1,44.0,3.823242033679766,1
3,1,23.0,3.1981950656189015,1
2,1,27.0,3.045337763315144,1
7,0,41.0,3.714139387361305,1
7,1,37.0,3.2911350826518255,1
7,1,28.0,3.1977568294745637,0
7,1,35.0,2.894220407805588,1
7,1,33.0,2.9843176921248826,1
7,0,34.0,3.2525384557809005,1
7,0,34.0,3.0482501610013273,1
7,1,37.0,3.6464102015109336,1
7,1,39.0,2.4226919167711043,1
7,1,40.0,3.290124881250979,1
7,0,37.0,3.0835284895789594,0
7,1,35.0,3.3294624468618146,1
7,1,42.0,2.7602763583538645,1
2,1,37.0,3.275520293506834,0
7,1,38.0,3.000929718949232,1
7,0,38.0,3.301560298868708,1
7,0,42.0,3.523918435710913,1
7,1,35.0,2.886926299454876,1
7,0,40.0,2.913212976981919,1
7,0,50.0,3.251619617241626,1
7,1,40.0,2.923175567183924,1
7,1,31.0,3.060346158005659,1
7,0,33.0,3.8471423708691637,1
7,1,31.0,3.100837673937221,1
7,0,45.0,2.7739880928075005,1
4,1,34.0,3.6170053466337935,1
7,1,35.0,3.5018531614972224,1
7,0,36.0,3.3616759366572846,1
7,1,38.0,2.8602291819835632,0
1,0,28.0,2.9427571366834417,1
7,1,50.0,3.4508083716438063,1
7,1,33.0,3.522430217454717,1
7,0,31.0,3.5264017281820728,1
7,0,32.0,3.3689256454673315,1
7,1,46.0,3.3466331865268737,1
7,1,38.0,3.706018204690212,1
7,1,33.0,3.3533941768002715,0
7,1,42.0,3.166665995326608,1
7,1,40.0,3.093790253226741,1
7,1,35.0,2.811601791927258,1
7,1,48.0,4.101396002290578,1
7,1,32.0,3.1837768132981745,1
7,1,36.0,2.9053036517103203,1
7,1,23.0,2.8102015271027025,1
7,1,44.0,2.925801491481224,1
7,1,42.0,3.387175146730026,1
7,1,28.0,3.079044967054246,1
7,1,39.0,3.3272420182386857,1
7,1,40.0,3.2141692394774712,1
7,0,40.0,3.5830156936477597,1
7,1,38.0,3.749298796438361,1
7,0,45.0,4.00121042845006,1
7,1,36.0,3.822995984400535,1
7,1,31.0,2.3514611100183034,1
7,1,31.0,3.008740272556786,0
7,0,40.0,3.451487878220925,0
7,1,47.0,3.6694800372367222,1
7,1,34.0,3.1135447791190014,1
7,1,38.0,3.3422019744941913,1
2,1,29.0,3.230373925920013,1
7,0,42.0,3.328469594385043,1
7,1,42.0,2.7792610228864385,0
7,1,42.0,3.705254381635012,0
7,1,48.0,3.5996922911998044,1
7,1,35.0,3.3555635141548548,1
7,1,42.0,3.2342159560905044,0
7,0,35.0,3.695321035553757,1
7,1,39.0,3.573985816323036,1
7,1,31.0,3.1554257148254945,1
0,1,32.0,3.0587752041775342,1
7,1,37.0,3.355731956148697,1
4,1,27.0,3.5147492442091544,1
7,1,32.0,2.9342490010594333,0
7,1,39.0,2.7599450091295905,1
7,1,40.0,4.067027187527529,1
2,1,40.0,2.5157928479042297,1
7,1,37.0,3.5985204761027707,1
7,1,42.0,3.385521254559783,1
7,1,45.0,2.7713486888982826,1
7,1,38.0,2.9503590763091054,1
7,1,32.0,3.4376488250788007,1
7,1,35.0,3.667843855421186,1
7,0,33.0,3.324515006066916,1
7,1,39.0,3.500282446117914,0
7,1,38.0,4.186298907609583,1
7,0,45.0,3.9937245597634017,1
7,1,38.0,3.426286549507598,1
7,1,43.0,3.653659454276919,0
7,1,27.0,3.474255751511657,1
7,1,38.0,3.1956478957571357,1
7,0,34.0,3.136161394171946,1
7,1,32.0,3.0164993959852624,1
7,0,38.0,3.4018783424144523,1
3,0,34.0,3.1243519644182265,1
7,0,37.0,3.777329746924642,1
7,1,39.0,2.6724210973445586,1
7,1,41.0,3.4836310316001717,1
7,0,44.0,3.5705504235595895,1
2,1,27.0,2.743193076213587,0
7,0,33.0,2.9409334966302856,1
7,1,35.0,3.115070866885385,1
7,1,34.0,2.868702681351655,1
7,0,38.0,2.4377460188243543,1
7,0,31.0,2.85132241837477,1
7,1,30.0,2.769820617780408,1
7,0,38.0,3.0380988632117116,1
7,1,33.0,3.359665034378727,1
7,1,31.0,2.7051606955862226,1
7,0,58.0,3.8613651215745177,1
5,0,36.0,3.3973079891217837,1
2,0,29.0,2.726324228706399,1
7,1,50.0,3.0793866508039023,1
7,1,25.0,3.3821916594565344,1
7,1,41.0,3.490531257337549,1
7,1,41.0,3.780375818597655,1
7,0,35.0,3.4204875291207175,1
7,1,41.0,3.17672917451633,1
7,0,37.0,2.924465248460713,1
7,1,43.0,2.9761025913086505,1
7,0,43.0,2.5702075099429322,1
7,1,35.0,3.326562758859695,1
7,0,35.0,3.4741304834033824,1
7,0,36.0,3.833917063824964,1
7,1,44.0,3.6575509421274326,1
7,1,34.0,3.0982268784847933,1
7,0,31.0,3.4900997690758357,1
1,1,26.0,2.59125221728599,1
7,1,40.0,2.690106142213119,1
7,0,40.0,3.1678146706698382,0
7,0,41.0,4.097717752527125,1
7,1,31.0,3.0887695338294656,1
1,1,39.0,3.174469349784731,1
7,0,38.0,2.8766104605885263,0
7,0,31.0,2.5394805184771405,1
7,1,49.0,2.9253936112822583,1
7,1,37.0,2.3717810808568833,1
2,1,44.0,3.119365118124494,0
7,1,40.0,3.11024106571328,1
7,1,42.0,3.511593277666366,1
7,1,37.0,3.430167863072718,1
7,1,39.0,3.0088193933669287,1
7,1,43.0,2.7863697275543986,1
7,1,35.0,3.2255145495207493,1
7,1,33.0,2.95206898096112,1
7,1,32.0,2.9129420021395895,1
7,0,34.0,3.8337290031194535,1
7,1,31.0,3.6070353434327815,0
7,0,40.0,3.3074745908221153,1
7,1,37.0,3.6237167051892842,1
7,1,38.0,3.4462862422580884,1
7,1,28.0,3.3090636762831553,1
7,1,38.0,2.6116550721427756,1
7,1,35.0,3.0501205358989623,1
7,1,36.0,2.6422779319494643,1
7,0,36.0,3.3006095955246755,1
7,1,28.0,2.4792287045598007,1
7,1,31.0,2.876972136891586,1
2,1,40.0,2.480576743550354,1
7,1,39.0,3.411966929727552,0
2,0,44.0,2.8161657748644293,1
7,1,44.0,3.396690733215755,1
7,1,45.0,3.2417235224230296,1
7,1,31.0,2.5848789299628425,1
7,0,39.0,3.1333858160435457,1
7,1,36.0,3.3405961851157664,1
7,1,40.0,3.2855206672155854,1
7,1,36.0,3.332830409119682,1
7,0,36.0,3.511451253596831,1
7,1,45.0,3.830598213190593,1
7,1,45.0,3.174796371680133,1
4,1,36.0,2.806900615038429,1
2,1,24.0,2.8435852059792994,1
7,0,38.0,3.305977949883424,1
2,1,42.0,2.5420355245410806,1
7,0,42.0,3.2327091676993334,1
7,1,42.0,3.6690881110652267,1
7,1,37.0,3.585835534461481,1
7,1,36.0,3.450658465759903,1
7,0,36.0,3.534735779602723,1
2,0,43.0,3.003962453773357,1
7,0,55.0,3.293864894198579,0
7,1,42.0,3.0436399892497215,1
7,1,33.0,2.8071034340243606,1
7,1,46.0,3.244848070792072,1
2,1,33.0,3.5457233073665426,0
7,0,37.0,3.232370033156729,1
7,1,36.0,3.0576688376711667,1
7,1,36.0,2.0615048247599166,1
7,0,40.0,2.805050603765576,1
7,1,25.0,3.1926939899907416,0
6,1,43.0,3.08619842148817,1
7,1,43.0,3.309965490015575,1
7,0,46.0,3.285242747333288,1
7,1,30.0,2.847185392427756,1
7,0,41.0,2.8302063307425267,1
7,1,42.0,3.6837593281966092,1
7,0,30.0,2.9226367948014778,1
7,1,39.0,3.851558022722812,1
7,0,34.0,2.5846091580460473,1
7,1,41.0,3.219309646151249,1
7,0,44.0,3.1584557746265447,1
7,1,39.0,3.2857023200719957,1
7,0,32.0,3.8885824376634495,1
7,0,29.0,3.231549594369382,1
2,0,28.0,3.0249544948255966,1
7,1,38.0,2.65521117129442,1
7,0,42.0,3.0280078755920323,1
7,1,35.0,3.1837470713252225,1
7,1,43.0,3.213130800522767,1
7,0,35.0,3.7449245554887325,0
7,0,40.0,3.668376990397803,1
7,1,33.0,2.372239350662436,1
7,1,39.0,3.5828288255311582,1
7,1,42.0,2.8618348835765155,1
7,1,35.0,2.8847563145363027,1
7,0,37.0,2.9061270037018234,1
5,0,28.0,3.244652046017142,1
7,0,35.0,3.3749567604901105,1
6,0,26.0,3.552897946196066,1
7,0,33.0,3.2424973131417096,0
4,1,29.0,2.7889236801316857,1
7,1,38.0,2.812897548134684,1
5,1,35.0,3.433750893625371,1
5,0,32.0,3.9493207847920817,1
7,0,30.0,3.517484775640181,1
1,1,38.0,3.1413794635435774,0
7,0,27.0,3.3560490411816186,1
7,0,40.0,3.0085395842331795,1
7,1,41.0,3.6564057721663774,1
7,1,45.0,3.6859918725979375,1
7,0,35.0,3.3362944641003884,0
7,1,38.0,3.495462058413433,1
7,1,33.0,3.502842597668719,1
7,1,29.0,2.91556662770015,1
7,1,39.0,2.7260689336161983,0
7,1,36.0,3.5398030939764475,0
3,1,38.0,2.8137755593604634,0
7,1,32.0,3.0669734480436017,1
7,1,32.0,3.3207734571034306,1
7,1,29.0,3.8869340002998984,1
7,1,32.0,3.4023984900808033,1
7,1,24.0,3.2751552554780394,1
7,0,35.0,3.2748212264751713,0
7,1,40.0,2.9100228277798728,1
7,1,33.0,3.710175033361499,1
7,1,36.0,2.694842664589683,1
7,1,36.0,3.1134615169450957,1
7,0,37.0,3.306482187737834,1
7,1,43.0,2.97377802723019,1
3,0,34.0,3.7007466527269637,0
7,0,36.0,3.0447329519549085,1
7,0,32.0,3.479076690109916,1
7,0,30.0,3.586755072130186,1
7,0,34.0,3.428493898685592,1
7,1,40.0,3.7922578785974514,0
2,0,42.0,3.2721387188848503,0
7,1,31.0,3.8777990375995626,1
7,1,41.0,3.051804929754167,1
7,0,36.0,2.78060860695524,1
7,0,49.0,3.9717928972821834,1
7,1,30.0,3.4683747825470306,1
7,1,27.0,2.9106500817708003,1
7,1,37.0,2.3751499796708035,0
3,1,32.0,2.647517254972032,1
2,0,27.0,2.904898503281502,0
5,0,37.0,3.682790249266778,1
7,0,35.0,3.7410022110889436,0
7,1,39.0,2.6456828577615825,1
7,1,34.0,3.227069880721261,1
7,1,34.0,3.2084666476472474,1
7,1,40.0,3.4329640991671933,1
7,1,44.0,3.289932457809901,1
7,1,34.0,2.3260296683849675,1
7,0,43.0,3.0421816834565805,1
7,0,38.0,3.2393752864397443,1
7,0,36.0,3.3702772775570287,1
2,1,31.0,3.4277084536157414,0
7,1,39.0,3.116939288892869,1
7,1,31.0,3.563714876235529,1
0,1,31.0,2.3630879025047964,0
7,0,37.0,2.847144808059445,1
7,1,33.0,4.089888182463827,1
7,1,35.0,3.3392172129073487,1
7,1,36.0,3.6968981298851453,1
7,1,38.0,3.1272301370204074,1
7,1,21.0,2.865424910871554,1
7,0,32.0,3.8899162546433885,0
7,0,36.0,3.3998658913943625,0
7,1,36.0,2.935460652223833,1
7,1,44.0,3.185188721072628,1
1,0,34.0,2.966207191293693,0
7,0,38.0,3.5967479562673903,1
7,0,33.0,3.722370833127411,0
7,0,38.0,3.347080639015146,1
7,1,49.0,2.6580928340767205,0
7,0,30.0,3.5602690473315763,1
7,1,39.0,3.290133880755837,0
7,0,28.0,2.065573639105602,1
7,1,42.0,3.01023692753849,0
7,1,47.0,2.9005698954866785,1
7,0,46.0,2.6611229065089694,1
7,1,27.0,3.539945672381886,1
3,1,30.0,3.446217029529345,1
7,0,29.0,3.425024096720091,1
7,0,39.0,3.5446440627219786,0
7,1,35.0,2.8862626960822904,0
7,0,31.0,3.660965218201237,1
7,1,35.0,3.166794957300485,1
7,1,36.0,2.916381436050716,1
1,1,31.0,3.184383465622484,1
7,0,37.0,3.067683750873698,1
7,1,39.0,3.5944192280643534,1
7,0,35.0,3.7522753362441685,1
7,1,39.0,2.6490542914046373,0
7,1,44.0,3.0236278282743787,1
1,1,19.0,3.162311835961171,1
7,1,42.0,2.7071177124609345,1
2,1,40.0,2.940044229344305,0
7,1,39.0,3.4562417820228357,1
7,1,30.0,2.9955595091666347,1
2,1,26.0,3.443792358861272,1
7,1,39.0,2.3530276820837055,1
7,1,41.0,3.1597252453561,1
7,1,37.0,3.4384858091176533,1
7,1,44.0,3.0491058056422142,1
7,1,48.0,3.109082608049769,1
7,0,42.0,3.12435016422055,1
7,0,35.0,2.621300155882092,1
7,0,31.0,3.805119042997827,0
7,1,33.0,2.4428291424971778,1
7,1,35.0,3.307973758071158,0
7,0,39.0,2.407661893933484,1
7,1,35.0,3.410500707950654,1
3,1,35.0,2.6625457168488693,1
7,0,27.0,3.096248232505937,1
5,1,44.0,2.7854906390482026,1
7,1,35.0,2.4906897526212717,1
7,1,35.0,3.236230746522042,1
2,1,40.0,2.6976717879392305,0
7,1,40.0,3.959561950966698,1
7,1,39.0,3.5028112400925795,1
7,1,38.0,3.753887826961387,1
7,1,38.0,2.7148349771254177,1
7,0,48.0,3.375897569917354,1
7,0,33.0,4.213792014434416,1
7,1,37.0,3.3771284251707123,1
7,1,38.0,3.0060439551840754,1
3,0,30.0,3.3474435741762902,1
7,0,41.0,2.8664032981158862,1
7,1,32.0,3.5186246315464915,1
7,1,29.0,3.3708715545220764,1
7,0,31.0,3.8933340211019156,1
7,1,30.0,3.7242816624713155,0
7,1,39.0,3.799069245367062,1
7,1,37.0,2.733137727472206,1
7,0,36.0,3.4461733223436544,1
7,1,37.0,3.004390253804136,1
7,1,43.0,3.109440360023187,1
7,1,38.0,2.926762595116397,1
7,1,29.0,3.266029157692302,1
1,1,43.0,2.358566452311369,1
7,1,43.0,2.5212200896600185,1
7,1,41.0,3.4521602348414593,1
7,1,32.0,3.430072439470208,1
7,1,39.0,3.2955078150337256,1
4,1,46.0,3.3573390634207767,0
2,0,34.0,3.2868540079589037,1
7,0,24.0,3.38148430528035,1
7,1,35.0,3.51702260843841,1
7,1,35.0,4.0504314095965945,1
5,1,34.0,3.5686635009481487,1
7,1,34.0,3.282621149052149,1
7,1,33.0,3.1612420701565633,1
7,0,33.0,3.287229442531388,1
7,1,43.0,2.698025245560499,0
7,1,37.0,2.8567581453363107,1
7,0,30.0,3.380315890308313,1
5,1,44.0,2.6480539506260765,1
7,0,34.0,4.093075525252057,1
7,0,47.0,3.4145097711106827,1
7,0,25.0,3.3615287386500525,1
7,1,44.0,2.9590279564183315,1
7,0,31.0,3.5415698164953664,1
7,1,25.0,2.67721037628485,1
7,1,35.0,3.120675352259156,1
7,1,33.0,3.231481669627806,1
7,0,35.0,3.1631961444852084,1
7,0,48.0,3.394320696830901,1
7,1,27.0,3.4124854058933134,1
7,1,36.0,3.327878941276436,1
2,0,29.0,2.059196383858331,1
7,1,33.0,3.3326889898529752,1
7,0,35.0,3.09444255863573,1
7,0,38.0,3.5734910094454313,1
7,1,34.0,3.0754894098771763,1
1,1,45.0,3.3198815561321533,0
7,1,38.0,3.3395494147863793,1
7,1,30.0,2.6938916572027374,1
7,0,26.0,3.220723398719105,1
7,1,42.0,2.921364933941305,1
7,1,37.0,3.492134270710634,1
7,1,34.0,3.121043496911399,1
7,0,43.0,3.696443159749837,1
7,0,45.0,3.7104704905599006,1
7,1,30.0,4.011168480419433,1
4,1,40.0,2.878956260090487,1
7,0,39.0,2.691385185033869,1
7,0,38.0,3.028584908987793,0
7,0,41.0,3.158698050424961,1
2,1,46.0,2.9149195049917633,1
7,1,35.0,2.850993975173721,0
7,1,37.0,3.5634317225217087,1
7,1,27.0,3.2387203869509658,1
7,0,44.0,3.145726578933406,1
7,1,29.0,3.6419552157643924,1
7,1,37.0,3.274867665502154,1
7,0,38.0,3.113093689408945,1
7,0,50.0,2.5552627052010752,1
1,0,28.0,3.341946658677366,1
7,1,45.0,2.7455120800393606,1
7,1,48.0,3.07728167274277,1
7,1,34.0,2.958216433091379,1
7,0,46.0,3.6377999518417843,1
7,1,29.0,3.279840220746874,1
2,1,33.0,2.507683828183975,1
