aggressive,age,race,education,incom,car_type,redcar,y
-0.0766193,5,0,6,1.5147356,5,0,0
0.17805982,3,0,4,0.28147322,5,1,0
0.41960135,5,1,4,0.57566303,5,1,0
-1.727487,5,0,6,-0.18923722,5,1,0
0.83759505,5,0,7,-0.3785395,3,1,1
-0.83560807,4,1,3,0.8857431,5,1,0
1.3996756,7,1,6,0.047239646,5,1,0
-0.63047457,4,1,4,-0.4275606,5,1,0
0.7381052,7,0,8,1.3981076,7,0,0
-0.43795732,7,1,8,0.31117764,4,1,1
0.10038574,5,1,6,-1.3884574,3,0,1
1.0342567,6,1,6,1.1413633,6,1,0
-1.006308,6,1,6,0.84986067,5,1,0
0.761483,6,1,7,-1.4813117,4,1,1
0.083721764,4,1,4,0.54562455,5,1,0
0.46643436,5,0,6,0.1906618,2,0,1
-0.40091872,4,0,4,0.2614522,4,1,0
-1.1569039,3,1,4,-2.2603807,2,1,1
-0.85584563,4,1,4,1.3085753,5,1,0
-2.3395581,5,1,5,-1.2718844,6,0,0
-0.47097474,4,1,3,-0.42692444,6,0,0
-0.8214977,5,1,6,0.4173407,6,1,0
0.26350203,4,1,5,-1.6496869,3,1,1
0.15663196,5,0,5,-0.10369759,4,0,1
1.3005819,5,1,4,0.46038693,3,1,1
0.5044145,7,1,5,-0.13247202,5,1,1
1.3034654,4,1,3,-0.3684475,4,0,0
-0.5612027,5,0,5,-1.9219524,3,0,1
1.9504008,4,0,4,-0.2909429,3,1,1
-0.7964472,3,1,3,-2.6127656,2,1,1
0.5914775,8,1,8,-1.1747756,6,1,1
0.25350535,5,0,6,-0.24410799,4,1,1
-0.14482695,6,1,7,-0.02966701,4,1,1
0.09148444,7,0,8,-0.17173448,6,1,0
-0.33232164,6,0,9,1.6867431,4,1,1
-1.536819,4,1,4,0.094891675,5,0,0
-0.063372836,6,0,7,0.79368937,5,0,1
1.0813578,6,0,5,-1.1530449,5,1,1
-0.14280625,5,1,4,-1.4893459,4,0,1
-0.6461813,5,0,7,-0.21024564,4,1,1
-0.47334078,5,1,5,0.4270884,5,1,0
-0.36806184,4,1,3,0.6540754,4,0,0
-0.025512561,7,1,7,-1.2302365,6,0,0
2.0820963,6,0,6,-1.0411072,2,1,1
0.31718412,6,1,6,-1.3278095,3,0,1
1.2157972,7,1,7,0.9460411,7,1,0
0.45484546,5,1,4,-0.28075096,5,1,0
-0.17910436,5,0,5,-1.4538882,3,1,1
0.026862178,6,1,7,0.6545462,6,1,0
1.2767838,5,1,3,-1.1579123,4,1,1
2.2118738,6,1,6,-0.17316231,3,1,1
0.14833994,4,1,3,0.53812456,6,1,0
0.14255029,5,1,6,0.11676791,5,1,0
0.3680845,7,1,6,1.9253759,7,1,0
0.4606959,5,1,4,-0.07090839,5,0,0
-0.32701236,4,0,5,-0.56286484,3,1,1
0.43700376,5,0,4,1.0249058,6,1,0
-1.7631158,5,0,6,1.5383527,6,0,0
0.2702359,5,1,4,-0.9724081,4,1,0
1.114905,5,0,5,0.9588784,3,1,1
0.53234524,6,1,5,-0.2503725,6,1,0
-0.38172394,7,0,8,-1.2888145,4,0,1
1.380653,5,0,4,2.3353739,5,1,0
1.0563467,6,1,5,0.7732082,4,1,1
0.9178886,5,0,7,-0.0876239,3,0,1
2.0180178,4,0,5,0.62115616,2,0,1
0.49679437,8,0,8,0.53802454,6,0,0
-1.5910547,4,1,4,0.3239625,4,1,0
-0.60260606,3,1,3,1.0685287,5,1,0
-0.32670248,4,0,5,-0.36008832,4,1,0
0.46000743,7,0,9,0.65308297,5,1,1
0.22472732,5,0,7,-0.546715,5,1,0
0.27767792,5,0,6,-0.6017687,4,1,1
-0.7056721,3,1,4,0.7410888,3,1,0
0.6234174,5,0,6,1.0892533,4,0,0
0.57479286,5,0,7,0.6562587,4,1,1
1.5299207,6,1,6,-0.85251176,5,1,0
-1.2360632,3,0,5,-0.8299883,4,1,0
-0.086919725,6,0,7,-0.3199153,4,1,1
0.041794512,8,0,8,2.061977,9,1,0
0.3038955,5,0,6,-0.021333078,3,1,1
0.5736001,3,0,5,-0.03783169,3,1,1
-0.28122434,8,0,9,-0.55933696,6,1,1
1.3715986,3,0,4,0.09719862,2,0,1
-0.061925344,5,0,5,-0.55435634,4,0,1
-1.2130738,6,0,6,-1.1002493,6,0,0
-1.2655869,4,1,5,1.0272604,5,0,0
-2.1315165,5,1,5,0.15347219,6,1,0
0.47474024,6,1,4,1.0314668,7,1,0
0.15855382,6,1,5,-0.03902887,6,1,0
-1.470009,5,0,5,-1.5221163,5,1,0
-0.13441257,7,0,7,0.6101705,6,0,1
-0.32499626,5,1,6,-0.82324,4,1,1
-0.27107915,5,0,5,0.8606092,5,0,0
-0.24701123,4,0,5,1.3233274,4,0,0
1.6350491,6,1,6,-0.8475431,3,1,1
-0.5844428,7,0,7,-0.28826645,5,1,1
0.9472578,7,1,7,0.30787098,4,1,1
-0.009593652,5,0,7,-0.9760848,3,0,1
0.36882874,6,0,6,0.50181866,5,1,0
-0.009772126,6,1,5,0.93409926,8,1,0
-1.3016673,3,0,3,0.03184827,2,1,1
-0.5104506,6,1,8,-0.0005679846,6,1,0
1.4631275,4,0,5,-0.09230563,3,1,1
1.1946648,10,0,13,-0.58990455,6,1,1
-1.9007801,4,0,4,0.06663113,5,1,0
-1.4181688,4,1,5,0.4861638,4,0,0
-0.5892465,6,0,6,1.7867334,6,1,0
-1.7525756,7,0,7,-0.40804845,6,1,0
-1.0685037,6,1,5,0.20946296,6,1,0
-0.45274395,5,1,6,-0.6611175,4,1,0
1.130975,5,0,4,0.7977624,5,1,0
0.4498874,5,0,6,0.13070303,4,0,0
-1.0641801,6,1,5,0.15697199,6,0,0
-0.84457827,7,0,7,0.09511341,6,1,0
1.4576724,4,1,4,0.22161722,4,0,0
-0.6236684,7,0,10,-0.1342552,5,1,1
0.71775365,7,1,8,-1.1189014,3,1,1
1.8243046,6,1,6,0.76113635,4,1,1
0.7546966,3,0,4,-0.023711443,2,1,1
0.8299756,4,1,3,-0.49702123,3,1,1
0.1885193,4,0,4,1.2164582,5,1,0
-0.28817868,10,0,14,0.75615114,7,0,1
-1.552937,7,1,7,-0.010804959,6,1,0
0.17021458,4,1,5,0.99327767,4,1,0
-0.4961674,5,1,4,0.06939017,5,1,0
-0.8481904,2,0,3,-0.81428623,3,1,0
-1.0646805,5,1,4,-0.6515918,4,1,0
-1.2592342,6,1,6,0.8493774,7,0,0
-0.31776923,4,1,3,-2.1834145,2,0,1
0.27512452,5,1,5,-0.26394865,4,0,1
2.2235055,5,0,5,0.12742738,3,1,1
1.1071047,5,0,6,-0.12524696,4,1,1
1.4167215,6,1,6,-0.27616957,6,1,0
-0.8830175,4,0,5,-1.7656225,3,1,1
1.9275647,5,0,7,1.2431166,3,1,1
-0.04794168,5,1,6,1.518301,4,1,0
1.1834965,6,1,6,0.17058793,5,1,1
-0.07960638,3,0,5,2.2690904,3,1,0
-0.2557985,4,0,6,-0.61943686,2,1,1
-0.15870883,4,1,3,0.21779732,4,1,0
-1.1721417,5,1,4,0.5047424,7,1,0
-2.4275985,1,1,0,0.10458643,4,1,0
-2.0104997,6,0,6,-0.11319564,6,1,0
-0.64499617,5,1,5,-0.41314337,5,1,0
-0.79424965,6,0,9,-0.34065697,4,0,1
0.06195479,3,1,2,-0.06985146,4,1,0
0.82911134,5,1,5,-0.7339508,2,0,1
-1.3097697,6,1,5,0.7460966,7,1,0
-0.50875205,7,0,9,-1.6822639,6,1,1
-1.5578034,5,1,6,0.5346601,6,0,0
-0.18850456,7,1,7,0.84945786,6,1,0
0.16888002,5,0,6,0.49789342,4,1,1
0.5950124,7,1,7,-1.0218754,4,1,1
0.907385,5,0,6,-0.263887,4,1,0
-2.2773988,5,0,7,2.2279205,6,1,0
-0.98125166,6,1,5,-0.35085163,5,0,0
0.530333,5,1,3,1.0554115,5,0,0
1.8338147,4,1,5,-0.7376713,2,1,1
-0.20040144,6,1,7,0.5754965,4,0,1
0.30803624,5,0,6,0.17846535,4,1,1
-1.3761276,5,1,5,-1.2322688,5,1,0
-0.56816524,7,0,8,0.62836695,7,0,0
-1.5277596,5,0,6,-0.15008795,6,1,0
-0.17702281,3,0,5,1.6628062,5,1,0
1.0642027,4,0,3,0.38978952,4,1,0
-0.84525746,4,0,5,-0.15011032,4,0,0
0.36994675,7,0,8,0.072038405,6,0,0
-0.7096309,5,1,6,-0.6436965,4,1,1
-2.2098792,3,0,3,-0.01141372,5,1,0
0.52034944,6,1,4,-0.081546254,7,1,0
-2.5812223,2,1,2,-1.689977,4,1,0
-0.37104255,8,0,8,-0.20938984,5,1,1
-1.2710032,6,0,8,-0.34062466,5,1,0
-0.31697464,4,1,4,-0.3628764,4,0,0
0.24611709,3,1,4,-0.18078187,3,1,1
-0.05424013,3,0,4,1.2485256,3,1,0
0.21436803,7,1,8,0.88360626,7,1,0
0.51407444,5,1,4,-0.48143315,5,1,0
0.029908149,6,1,5,-2.3439114,4,1,1
0.20736426,4,1,5,-0.81514335,4,1,0
-0.3193714,6,1,7,-0.09856192,5,1,0
0.49133027,6,0,8,0.38936353,4,0,1
1.9290835,4,0,5,0.44095,3,1,1
2.120713,3,1,3,0.8784877,2,1,1
-1.0775472,3,0,3,0.49183542,3,1,0
-0.8272346,5,0,5,0.40106845,6,1,0
0.21733984,6,1,5,-0.5046967,5,1,0
0.16499382,5,0,6,-1.3923342,4,1,0
0.34114057,5,1,5,-0.023797771,4,0,1
-0.27142182,4,1,4,1.7979147,6,1,0
-0.78870237,6,0,7,-0.2778968,5,0,0
-0.24108753,6,1,5,-1.9250001,4,1,1
-0.11796797,6,1,7,-0.75074095,5,1,0
0.8026376,6,1,6,0.07180441,5,1,1
0.50420856,3,1,2,-0.27398738,4,0,0
-0.13008279,6,0,6,-0.15991293,6,0,0
-1.292909,5,0,4,-1.7152083,4,1,0
-0.7672049,3,1,3,0.67183936,4,0,0
-0.66492814,5,0,6,-1.004176,4,1,1
-1.9735659,6,1,6,1.4981316,7,1,0
-0.060102884,4,0,3,-1.2499752,3,0,0
1.8005996,6,0,7,-0.07796123,3,1,1
0.3815732,5,1,6,-0.7715886,5,1,0
0.14701208,6,0,8,-1.20094,4,0,1
0.34506324,6,1,5,-0.1454999,5,1,0
-0.6998756,5,0,5,0.052330296,4,0,0
-1.948193,5,0,7,0.70132554,6,1,0
0.12780397,8,1,8,0.9375229,6,1,0
0.2626101,4,0,5,0.42895696,3,1,1
0.08200475,6,1,7,-0.5774825,4,0,1
0.012372361,6,1,6,1.8182461,7,1,0
0.16652934,4,1,3,-0.014189937,4,1,0
-0.41194743,4,1,4,-1.0124218,4,1,0
1.1878992,6,0,7,-0.4430296,3,0,1
1.3169318,3,0,5,1.221121,2,1,1
-1.6756064,5,0,7,1.0115471,6,0,0
-0.55559045,5,1,5,-1.602166,4,1,0
-1.1260692,3,1,2,-0.5467788,2,1,1
-0.49348786,4,0,5,0.24119523,4,1,0
-0.6643361,3,1,3,0.77054054,4,1,0
1.668911,5,0,6,-0.98158264,2,0,1
-0.81471276,6,0,6,0.43117777,6,1,0
-0.50835276,8,1,8,0.5884626,8,1,0
-0.75737643,6,1,7,0.48006856,4,1,1
0.3994981,7,0,6,-0.796927,5,1,1
2.7092035,6,0,6,1.483146,5,1,1
-0.5202766,4,0,5,0.21217619,4,0,0
0.26175427,7,0,8,0.01575332,6,1,0
0.026934473,3,0,4,0.14906889,3,0,1
0.093529925,8,1,8,0.54225796,7,1,0
0.37964264,5,0,8,-0.32189724,4,1,1
0.13175537,4,1,4,-0.03654167,4,1,0
-0.43504378,2,0,2,1.1414028,5,1,0
0.52802247,5,1,5,0.6813464,4,1,1
-0.9822796,3,1,4,0.556073,5,0,0
-0.27886343,6,0,6,-0.66230166,3,1,1
0.24033386,5,1,6,0.279307,4,1,1
-0.16817918,4,1,3,-1.5246742,3,1,1
0.5251661,6,1,7,-0.53121936,6,0,0
0.47509938,4,0,5,-1.0309598,2,0,1
-1.0104373,4,0,5,0.61666906,5,1,0
0.19528517,4,1,3,-1.2696223,3,1,1
0.5811421,4,1,3,1.0604426,3,1,1
1.8975852,7,0,6,0.8079865,5,0,0
-0.75055856,6,1,6,-0.30185583,6,1,0
1.6948097,5,0,6,0.5283083,4,1,1
-1.845426,7,1,6,0.27066922,8,0,0
-0.6923583,5,0,6,2.153282,6,1,0
-0.70635843,5,1,4,-0.2624822,4,1,0
0.14494838,5,0,5,-0.47011578,3,1,1
-0.29497805,6,0,8,-0.83640414,4,1,1
0.2851975,7,0,6,1.0040963,8,1,0
-0.61677986,5,1,5,0.9606916,6,1,0
0.27120554,4,1,4,-2.355217,4,1,1
0.85354394,4,1,3,-0.35462376,3,0,1
1.3937385,5,1,4,0.92786455,3,1,1
0.39518473,6,1,7,1.875692,7,1,0
-0.31643778,5,1,5,1.5975752,6,1,0
-0.17689809,6,0,6,2.526938,8,1,0
-0.75556105,5,0,6,0.06583002,4,1,1
1.6225103,6,0,6,0.3593615,4,1,1
0.3116442,4,0,5,1.4234295,5,1,0
0.06301402,5,1,6,0.29763833,4,0,0
-0.9896107,3,0,2,0.47340417,3,0,0
-0.6314971,3,1,4,-0.8449647,3,1,0
0.50445175,4,0,5,-0.6415196,2,0,1
-0.48296767,8,1,8,-0.55278593,8,1,0
0.68447095,4,0,5,1.6437802,4,1,0
1.8386707,5,0,6,-2.080555,2,1,1
1.5781816,7,1,8,0.02650474,5,1,1
0.105487205,4,0,6,0.45049378,5,0,0
1.6724746,3,0,3,-0.70812947,2,1,1
0.7599034,7,0,6,-1.349096,4,1,1
-0.4482005,2,0,3,-1.4127218,2,1,0
0.34585613,6,0,7,0.4509105,4,1,1
-0.6578591,4,1,3,0.0046373564,5,1,0
1.3095075,3,1,3,-0.13298064,2,1,1
-1.6862752,4,0,5,-2.6876519,4,0,0
0.17952237,5,1,5,0.57379955,4,1,1
-0.009821275,6,0,8,-0.43874037,4,0,1
0.27887073,3,1,3,-0.51026046,3,0,0
0.8376838,5,0,7,-0.6031862,4,1,1
0.11802038,5,1,5,0.37288272,4,0,0
-0.68940765,5,0,6,-0.38486233,4,0,1
0.84535575,5,0,5,0.54691476,4,1,0
-0.9594502,5,1,4,-0.017499877,6,1,0
-1.4599786,4,0,5,0.396001,5,1,0
0.5168394,4,1,3,-0.23088366,5,0,0
-0.9465302,5,1,4,2.3123207,8,1,0
0.13404687,2,0,3,-0.20924841,2,0,1
-1.7951872,5,0,6,0.6588859,6,1,0
-0.5458504,2,1,3,-0.45425898,3,1,0
1.105937,8,0,8,0.27638668,4,1,1
0.5649922,7,1,6,-0.76178694,4,0,1
1.0714465,3,1,2,0.84950066,4,1,0
0.23429184,5,1,6,-0.8647452,3,1,1
0.19479492,5,1,7,-0.22482876,4,0,1
-0.69116557,6,1,5,0.5965901,5,1,1
0.6292052,9,1,9,-1.0934646,6,1,1
-2.139641,4,0,6,0.73476774,5,0,0
1.6642766,3,1,3,-1.1047913,1,1,1
0.82374156,6,0,8,0.5029635,4,1,1
1.7822741,8,0,8,-0.6892484,5,1,1
-0.48241645,3,1,4,0.7491423,4,1,0
0.21713535,5,0,7,-1.1867983,3,1,1
-0.61882055,6,1,5,-0.4595712,4,0,1
-0.0012186987,3,0,4,-1.3686324,3,1,1
0.51469606,4,1,4,0.46671197,4,1,0
-0.12767221,6,0,8,-0.020562392,5,1,0
1.0040382,8,1,7,1.098519,6,1,0
-1.1931521,5,0,3,0.5000908,5,1,0
-0.6933571,2,1,3,-0.4713702,3,0,0
-0.22382718,5,0,7,0.70509887,5,1,0
0.9876761,5,0,5,-0.01152686,3,1,1
0.58608395,5,1,4,0.6935233,4,1,1
1.1494448,6,0,7,-0.7417197,3,1,1
0.76184297,3,1,4,0.15581796,3,0,0
-0.25763714,5,0,6,0.13379127,4,0,1
-0.5135396,8,0,8,-0.5561632,6,1,0
-2.2317803,5,1,5,-0.21703997,7,0,0
0.341468,3,0,4,-0.29420176,3,1,1
-0.43816355,4,0,5,1.3427407,5,1,0
-0.6703395,7,1,8,1.2650794,7,1,0
0.22987649,5,1,5,-1.4439871,5,0,0
1.8031867,5,0,6,-0.35959435,4,1,1
0.3183641,6,1,6,-0.13981101,6,0,0
-1.274852,4,1,3,-0.617075,4,0,1
1.7032875,4,0,5,0.6083353,2,0,1
0.35953185,4,1,5,0.72083825,5,0,0
0.8171799,5,1,6,0.07198131,5,1,0
1.0662153,5,0,7,-0.63058674,3,1,1
1.3987728,6,0,8,-0.5611609,3,1,1
-0.13850553,8,0,8,-0.20058234,7,1,0
0.31213075,4,1,4,-0.9929277,4,1,0
-0.9010228,4,1,4,-1.1080872,4,1,1
-0.4916203,4,0,4,2.7231479,7,1,0
-0.028754592,6,1,7,-0.74367094,6,0,0
-0.618008,4,0,5,-0.7262084,4,0,0
-0.570063,4,0,4,1.2608361,6,1,0
0.278701,4,1,5,0.03560299,3,1,1
-1.2328997,6,0,6,-1.0298833,6,1,0
-2.591739,5,0,4,-0.9407974,5,1,0
0.41851065,4,0,6,-0.11773053,3,0,1
0.099648744,8,1,8,1.0498229,8,1,0
1.1407224,6,0,8,1.4990482,5,0,0
-0.051900655,6,1,6,0.68256855,5,0,0
0.02104146,6,1,5,0.04369647,6,0,0
-0.3527296,7,1,8,-0.32475808,5,1,1
-0.22242118,6,1,5,0.67044246,7,1,0
0.99806863,6,1,5,-1.760928,5,1,0
0.5243337,7,0,8,1.0725725,5,0,1
-0.02272716,3,0,4,2.5913408,5,0,0
-0.11222796,4,1,5,1.119166,5,1,0
-1.9556049,4,1,3,-1.0102886,5,1,0
0.25631604,5,0,6,-0.17593524,4,1,0
-2.1815686,4,1,6,0.24212687,6,0,0
-0.7973645,6,0,7,1.8193188,5,0,0
-2.0325243,6,0,7,1.7185667,7,1,0
-0.20043766,7,0,8,0.29751325,6,1,0
-1.1782632,4,0,4,-0.10006001,3,1,1
0.8035155,5,0,6,0.76527804,4,1,0
-0.16541755,6,0,7,1.8468671,6,0,0
1.4757856,4,0,4,-1.0972594,3,1,1
-0.5318868,5,0,6,-1.8345569,4,1,1
0.025750592,5,0,7,-0.6946728,3,1,1
-1.1044629,6,1,6,-0.79778,5,1,0
1.0332688,6,0,6,-1.2123915,3,0,1
0.19564849,7,1,5,0.9189924,7,1,0
2.0433452,5,0,6,0.5390535,4,1,1
0.006272019,5,0,6,-1.3578123,3,1,1
0.16043827,2,0,3,-0.7088417,2,1,1
-0.10937617,4,0,6,-0.11947447,3,0,1
-1.361733,6,0,8,0.34308106,5,1,0
0.41274306,2,1,2,-0.1790371,3,1,0
-0.77704567,6,1,7,0.5813707,6,1,0
-0.40198177,6,0,7,-0.9575419,3,0,1
-0.107277565,5,1,5,-0.90300924,4,1,0
2.352191,8,0,8,1.7592051,6,1,0
0.19327602,5,1,4,1.9307075,6,1,0
-0.8550963,4,0,4,0.37952012,7,1,0
1.5685099,6,0,7,0.2708932,4,0,1
1.1991044,4,1,5,-0.51294,2,1,1
-1.0823869,5,1,6,-0.78351235,4,1,1
-1.1192317,9,1,8,-1.128395,8,1,0
-0.38146734,3,0,4,0.5497936,3,0,0
-1.1134863,2,1,2,-0.85461706,2,1,0
0.4989647,5,0,5,-0.12210744,4,0,0
-0.35233793,5,1,5,-0.45189157,5,1,0
-0.29453987,4,0,4,-1.5844203,5,1,0
2.3456552,5,0,5,-0.3342743,3,1,1
1.4241979,7,1,8,0.11342117,4,0,1
1.5512806,3,0,3,-0.26380312,2,1,1
0.24247403,3,1,4,0.9693487,4,1,0
-0.071101844,5,0,6,-0.7293639,4,1,1
-0.5470378,3,0,5,-0.7859611,2,1,1
0.8796911,8,1,7,1.8712958,6,1,0
0.3107613,8,0,10,1.2160615,7,0,0
0.64729106,7,0,7,-0.22774017,4,1,1
-1.1835093,5,0,7,0.34344035,6,1,0
0.4523553,3,0,3,1.7573857,4,1,0
0.56380975,6,0,7,0.5299646,5,1,0
-0.53138477,5,0,4,0.02998701,4,0,0
-0.32699752,4,1,3,-0.23002784,5,1,0
-0.121631466,5,0,5,0.1634647,4,1,1
-1.9488043,5,1,5,0.3620373,6,1,0
-1.1544954,4,0,4,0.36003503,6,1,0
-1.166303,7,1,6,-0.7791932,6,1,0
-0.73602146,5,0,6,-2.015438,3,1,1
-0.088920504,9,0,9,-0.9548647,6,1,1
1.8817662,6,1,6,0.51380914,4,0,1
-0.07438116,6,0,7,3.0534322,6,0,0
-0.27740082,6,0,6,2.0060704,6,0,0
1.3937987,4,1,3,-2.5024998,3,0,1
1.0509174,4,1,4,-1.9512078,4,0,1
0.28835064,8,1,6,-0.2891726,7,1,0
-0.42505202,7,0,8,-0.27712688,5,1,0
0.034955278,3,1,3,-1.4382918,3,0,0
0.19168566,6,0,7,0.8376996,5,1,1
-1.1884817,7,0,9,-1.4401207,6,1,0
0.74295497,6,1,6,0.025822045,4,1,1
-0.15135662,5,1,6,-0.5301749,3,1,1
-0.13512912,8,0,7,1.8689263,7,1,0
1.0773183,5,1,4,0.5907508,5,1,0
0.15545739,6,1,7,-0.73031026,4,1,1
0.25115535,7,0,8,-0.95342094,4,1,1
0.56031674,7,1,6,0.60602266,5,1,1
0.19085646,4,1,3,0.20442699,3,0,1
0.48455068,5,0,7,-1.9579494,3,1,1
-1.5792856,4,0,7,-0.092468634,4,0,0
-0.1359199,6,0,7,0.60399777,4,1,1
-1.645546,6,1,7,-0.41293487,8,1,0
-1.1898853,4,1,3,-0.6885808,5,0,0
-0.63269055,5,0,6,-0.82026255,4,0,1
-1.8806095,3,1,2,-0.63624436,4,1,0
-0.52451736,5,1,5,0.24623638,5,0,0
1.5501106,6,1,6,-0.52042663,4,1,1
-0.7905452,6,0,7,1.5975591,5,1,0
-0.8328265,8,0,9,1.9957681,9,1,0
-0.64417076,5,1,6,-0.44483745,4,0,1
-0.40668324,4,1,3,-0.24722418,4,1,0
-1.51723,8,0,9,0.7448304,8,1,0
1.2567706,8,1,9,-1.4334954,4,1,1
-0.058885586,2,0,4,1.3353455,3,1,0
-0.24443929,6,0,6,-1.3105944,4,1,1
-0.82727623,4,0,4,0.0828778,4,1,0
0.17357394,4,1,4,-0.17127983,4,0,0
-1.7332028,6,0,7,1.4298494,6,1,0
0.087317735,5,0,6,1.6424093,6,1,0
1.5424935,6,0,7,-0.95605826,3,1,1
-0.04726509,6,1,7,-0.70581317,5,1,1
-0.47767448,7,1,6,1.7393668,6,1,0
-0.34687182,5,0,6,1.4162339,4,1,0
1.796516,4,1,4,0.41472095,3,1,1
-0.75678957,4,0,4,-0.87810946,4,0,0
0.22951852,6,1,6,-0.8607316,3,1,1
1.2399921,6,0,6,-0.7202618,5,1,1
-0.38384065,5,0,5,1.4958751,5,1,0
-0.8904132,6,1,7,-0.097671285,5,1,1
1.4777215,6,0,7,-0.8956221,3,1,1
0.93541396,6,0,7,-0.8240939,3,1,1
0.67544717,4,1,5,0.20257327,3,0,1
-1.0343193,3,1,3,1.2114414,5,0,0
-0.76984566,8,1,10,-1.1980889,7,1,0
2.337383,5,0,4,-0.31311837,4,0,0
0.018801551,3,0,4,1.3798773,4,1,0
-1.4023192,5,0,6,0.70814973,6,0,0
-0.92204607,4,1,4,-0.02580719,4,1,0
-0.8640608,6,0,6,0.8133782,6,1,0
1.3427845,5,0,6,0.4996587,3,1,1
1.3750806,8,1,8,-0.111805305,8,1,0
1.1696265,6,1,6,1.373422,6,1,0
0.9078716,5,1,6,-1.1724205,3,1,1
-1.9083744,4,1,4,0.39677238,7,1,0
-0.13736467,6,1,5,0.8248613,6,0,0
1.3454217,3,1,3,0.6725639,2,0,1
1.2109799,5,0,6,-0.5164662,2,1,1
0.2694802,6,0,8,-1.0013338,4,1,1
0.0950919,6,1,6,0.6447921,5,0,0
1.2498353,5,1,5,-1.8694923,2,1,1
-0.5752198,8,0,7,-0.40092182,7,1,0
-0.7643176,5,0,5,1.379081,4,1,0
-1.6565906,5,1,4,0.0015764759,5,0,0
0.8683916,5,1,6,-0.93460006,2,1,1
0.1262655,7,1,7,0.9043388,4,1,1
0.79181254,4,0,5,-0.08425663,3,1,1
0.7050949,5,1,6,0.066353284,3,0,1
1.587207,6,0,6,-0.060872983,5,1,0
0.80628514,7,0,9,-0.7144361,4,1,1
0.20342901,7,0,7,-0.91233486,4,1,1
2.0721,6,0,8,-1.1630561,3,1,1
-0.7213979,5,0,5,-0.07612767,5,0,0
2.0228486,5,0,6,0.15568462,4,0,1
