"","sex0","agesex","ageca","age0","cpthalach","cpexang","cplabel","thalachage","thalachexang","thalach0","exangthal","exang0","oldpeaklabel","oldpeak0","slopethalach","slopeoldpeak","ca0","thalsex","thal0","labelthalach","labelexang","labelca","labelthal","label0","lp__"
"11",-0.213907349713372,-0.307098273425289,0.239460937704002,1.31000033783674,-0.0233842613974872,1.17890071966697,-0.390418970237553,0.00185554443681028,-0.0349368591198314,5.23035584103927,0.167570197696287,0.480497038720778,0.79796580737543,-2.17467298403404,-0.0770239871359787,1.02056384515873,-2.23652062033006,0.611499787497042,1.41650632713638,-0.0881688414604275,-0.158767735338577,1.3350935480035,0.302346767631856,-0.313700424730484,178968.289127533
"12",-0.203957610970743,-0.369839661131515,0.26109498204539,1.31291153912228,-0.0205960053688944,1.19305378808926,-0.379913623784362,0.00191588414527849,-0.0346128392491703,5.19612616575991,0.173038077349898,0.477018343171299,0.83721128898082,-2.17276949818669,-0.0644073584006141,1.01557376400128,-2.28123289380944,0.60339356788447,1.42569476079355,-0.0822321479172813,-0.163020430847108,1.36194116094579,0.257775030139902,-0.30707875025939,178966.418447415
"13",-0.227448151015672,-0.257117229120559,0.269494884211595,1.36406515416883,-0.0339452104885824,1.10922776142588,-0.392077763603806,0.00140615264835814,-0.0330591659679447,5.23490938728006,0.0754597128220673,0.458730991626746,0.806716389886849,-2.09851355401327,-0.0636387644537671,1.07457012672518,-2.44660617905782,0.557133813145524,1.33440216845009,-0.0704733811221892,-0.195450491757072,1.43354885594479,0.437868943656473,-0.331337510711259,178966.71979775
"14",-0.251287555210903,-0.145061219979896,0.245630576046886,1.35702991642644,-0.0334732635579211,1.19634793937578,-0.267127181628641,0.00142766501852443,-0.0361206341913498,5.2518493652588,0.110693723458081,0.471334136508801,0.767665754091022,-2.08187268409901,-0.070249451791763,1.03735227841896,-2.33125275880418,0.415840492858338,1.40501246834331,-0.0769445523680919,-0.217437929293278,1.44190389822971,0.402659126715501,-0.33493509725955,178967.241794406
"15",-0.273317968617451,-0.376873129414052,0.265046948068628,1.35299893116578,-0.0301393656986028,1.22561744763496,-0.266468536464441,0.00174957390946421,-0.0341219761814101,5.21258087467503,0.119578667431356,0.478323931709676,0.78323039298267,-2.09364106719947,-0.0540201179980389,0.990714248369446,-2.50496297167768,0.63584282642163,1.4137582944808,-0.08800805117674,-0.175769429963434,1.45801863106629,0.363220582745793,-0.363258940127452,178966.025197739
"16",-0.317696913564878,-0.249705510393494,0.315014236078855,1.43731247016741,-0.0358183890998739,1.21791463939303,-0.288321569583802,0.000939420232415445,-0.0367928274319593,5.22926365736007,0.233778271228851,0.47366921444427,0.884308169888723,-2.03791739601588,-0.0545736777310689,1.04307820079857,-2.50265810095648,0.564375409800496,1.40296532114664,-0.0805217541424614,-0.201809244162233,1.40212837137389,0.24992988717016,-0.360954866451374,178967.484361574
"17",-0.329892830369777,-0.267664733609287,0.269377173969393,1.41072381723673,-0.0327489393226567,1.15689886769884,-0.303488608296446,0.00130829472531678,-0.0355026288725045,5.27045002938724,0.245960869246193,0.479664334740636,0.825779814849216,-2.04612975129981,-0.0881247293751801,1.01266600031298,-2.57742594688475,0.549943422299029,1.33057930762108,-0.0809519656773601,-0.142358395910788,1.42363153122173,0.328914041164483,-0.370262727171862,178968.639660848
"18",-0.329306051310157,-0.314869838672084,0.320531044050947,1.4599120151997,-0.0356537392573664,1.08290521103801,-0.276161265766445,0.000985364235733213,-0.0341081679964609,5.27153772158558,0.148499230020949,0.490415449817996,0.707508313769971,-2.01423960017987,-0.0839618143145169,0.99790896970797,-2.5451756066569,0.590280206610232,1.38528251615608,-0.071487489672883,-0.158004093417238,1.42254228855409,0.31695256780461,-0.343411061482023,178971.2518109
"19",-0.370155860493292,-0.16187859707115,0.321065878330624,1.50059873132375,-0.031025563129748,1.061139882888,-0.280348362112063,0.00061112809640039,-0.0326361224253936,5.21934417458203,0.100577157709103,0.488167626714822,0.714929422997899,-2.14589852568844,-0.060845054045178,1.05679567771037,-2.56333156236133,0.413369587750492,1.37400620582524,-0.0844683086354627,-0.134790241995931,1.44891302951303,0.347842597696855,-0.368069296545756,178972.270645812
"20",-0.380196110152302,-0.14603807646196,0.279857356887347,1.50383995331217,-0.0319039987411936,1.09601440699582,-0.32201998418562,0.000586499317717262,-0.032592749111691,5.21834936401738,0.110442327141442,0.480168871666683,0.786350535145138,-2.07613633795438,-0.0593126888727291,1.03702263800318,-2.46416886840962,0.395034050347531,1.40066731595136,-0.0798200482424184,-0.116959248570536,1.4306724223386,0.369522643890381,-0.369583570188126,178974.570915153
"21",-0.364025642286519,-0.169059800876694,0.302465786497711,1.54183274300229,-0.0328548868795124,1.06457012746835,-0.289877897515218,8.30738370222691e-05,-0.0327448641849696,5.22110509873328,0.170348754330517,0.486826254006163,0.774425383822097,-2.10821439230052,-0.05881471344694,1.00112396687005,-2.53099884684457,0.419506364443231,1.3333417597002,-0.0872720561371497,-0.103082282695468,1.37049302779736,0.39152786868348,-0.37216111196658,178974.391560335
"22",-0.358738655025466,-0.36131679440186,0.284203475595116,1.58114909629056,-0.0284839238413151,1.04402038364849,-0.280773262895916,0.000279444959189208,-0.0317616755756016,5.23586641995678,0.213654758715567,0.486862462993196,0.710324690504306,-2.07397997586475,-0.076029896558913,1.04517157160016,-2.5288768624968,0.692389049107724,1.35958158665865,-0.0912177077135355,-0.0578185373501153,1.3705890570792,0.317117974586166,-0.36676395512374,178976.090754337
"23",-0.360797350155077,-0.340770435283087,0.291125993108395,1.56309047997207,-0.0255444931306468,0.978188229251252,-0.239124090548454,3.97507843581558e-05,-0.0300261622836162,5.21071929851888,0.20190691400382,0.481715929458736,0.721196184853079,-2.03581713581675,-0.0613389575703302,1.0076144364819,-2.47383165913711,0.625223640247615,1.38224880016128,-0.0868985617359879,-0.0467769921746802,1.42022584632864,0.28426609418085,-0.360134236056543,178975.873036539
"24",-0.325127946227669,-0.146730654289726,0.309269521139305,1.55231455744584,-0.0338276080748995,0.89935062769278,-0.358752843704344,5.91034335079034e-05,-0.0284165701479505,5.24931737722561,0.174701710730413,0.471691920994834,0.770362159237531,-2.01483103240604,-0.0719169571816246,0.981826079937571,-2.41343783056006,0.370602735240133,1.36748073680253,-0.0860315536558444,-0.0714185984761822,1.18557695687811,0.333551929972546,-0.360415810365485,178976.722306502
"25",-0.3405405428464,-0.201475041564099,0.320138264271144,1.54481333967731,-0.0339406094624706,0.85855076271912,-0.306563644844734,-9.22869686764978e-05,-0.0274952558295528,5.24419379425542,0.145260135721755,0.461424095073128,0.896046352429683,-2.03874028146856,-0.0693370097152517,1.02815991018358,-2.51905144313967,0.436169909103704,1.3993673187732,-0.0924102887372694,-0.0584134341521743,1.23249257702651,0.322142590372957,-0.371378703812765,178976.045332565
"26",-0.340831407120723,-0.14971679357602,0.300688013537836,1.5447805038932,-0.0278641574418176,0.864395061930476,-0.312667899421193,0.000719881983547015,-0.027878396848229,5.23624491537201,0.156102589497034,0.458692687328155,0.90010522332928,-2.07548186833633,-0.0774214075770009,1.02490340934575,-2.52184909221729,0.44069654619169,1.44855541163287,-0.0799786920934139,-0.0632584762783863,1.23764573018957,0.264848793698046,-0.371747656862254,178975.712642494
"27",-0.45316476780578,-0.38585816880289,0.302426961962424,1.5696870558694,-0.0397660778496263,0.96024061514394,-0.269091174810121,0.000160493429366009,-0.0290843820126027,5.25227950372677,0.143865271893132,0.453066991706334,0.829847849414503,-1.84485394394436,-0.0620718673678303,0.918914760280481,-2.47443625408455,0.7328688033723,1.34233066574485,-0.0733616800317269,-0.0690596921567938,1.19829739284461,0.431950135953708,-0.389432091421166,178975.52916322
"28",-0.355945049713172,-0.346072574245525,0.311348069708492,1.54412437612241,-0.0298314390488347,0.939666586727966,-0.243735624076154,0.000355364919192804,-0.0307710179108322,5.23043943105141,0.177536275179464,0.447922266362801,0.750570394281045,-1.78755298393734,-0.0635277000877923,0.93026600063653,-2.47383657850251,0.646349477204906,1.42510707876155,-0.104162449091844,-0.0839338678882011,1.21428317161086,0.321153498048085,-0.394236337721242,178974.882993763
"29",-0.392239105744621,-0.356147981817453,0.306748079996912,1.48223347830085,-0.0302891265187952,1.05008898569564,-0.318377616230081,0.000764281335044302,-0.0318125048923461,5.2358684030941,0.118849381950334,0.441222817454477,0.803325392956443,-1.89127161226333,-0.0676459959316703,0.974868783304992,-2.2708324721129,0.653113878105186,1.3694183331704,-0.0978467664701701,-0.0710725263689741,1.08229013405223,0.349440858137393,-0.411389322995238,178975.653647872
"30",-0.415102891047036,-0.215071023500608,0.272856757335103,1.5012262240265,-0.034572341459507,0.949465277451634,-0.295039210389618,0.00059961201060953,-0.0290074167507863,5.28443612233387,0.132349812134705,0.446585914643523,0.830437743558919,-1.90303289791266,-0.0916638514855634,0.937294189828899,-2.26405023947743,0.49954855170388,1.44328091388157,-0.0818238553787691,-0.0888051855055125,0.895382198233834,0.256948405457227,-0.405654773629825,178972.174882387
"31",-0.380590683248748,-0.279154460962792,0.257560621793321,1.44848562869714,-0.0324626327790834,0.888655348733645,-0.273449637705093,0.000983362523330852,-0.0272915874050805,5.21864125778694,0.194523322145573,0.453707423668376,0.792636394547671,-2.07613472093383,-0.0521513792193092,1.01143416334244,-2.08875863059062,0.59228755956001,1.31642598280085,-0.0905581932314551,-0.0613588859123324,1.08811848129288,0.346580094472961,-0.428870064679975,178975.990312212
"32",-0.447541469172564,-0.314218561903543,0.2230860536596,1.45152300425022,-0.0258268876438708,1.02362770617099,-0.253707511190734,0.00140321986164017,-0.0321688001742759,5.24990655464736,0.146241495814573,0.452363733498134,0.739694522877142,-2.17839524858792,-0.0817836757433494,1.09975638603164,-1.95316207981572,0.635136511263523,1.42513203248502,-0.0986261376957137,-0.0342496109359917,0.994934242400282,0.25035402447584,-0.436812375955013,178970.558459741
"33",-0.453918435772801,-0.312882936816689,0.25570106204351,1.43364265578851,-0.0318311503979977,1.03798225205033,-0.325420466720406,0.00110559412704414,-0.0326858516085052,5.23897949325945,0.174068722693039,0.454176876434144,0.689361475061129,-2.17367908965355,-0.0620012932803002,1.10195895822748,-2.0117015950005,0.637567143799421,1.45430851556293,-0.0961873949865781,-0.0363390141526191,0.957626879512144,0.292287563451354,-0.436784212209746,178972.024310123
"34",-0.457176817208061,-0.321386747684052,0.232589792385564,1.42797485350411,-0.0353240012475606,0.996212443667669,-0.28353631466866,0.00107438686185341,-0.0297199848624693,5.257325029136,0.158051622535627,0.457782194962351,0.665802748663421,-2.17798027993619,-0.0691779428960613,1.07151841551778,-2.02502391025524,0.641196331175504,1.41175422167175,-0.0829900531946915,-0.0465337418833222,0.941701418462921,0.281632039665171,-0.439627336256743,178975.427430295
"35",-0.45576401186564,-0.206048720929679,0.247178753651279,1.42305072778076,-0.0327934046125872,0.966802125357517,-0.281927325715641,0.00114686153915867,-0.0290743483977038,5.23554132678136,0.181392592513249,0.455140605001573,0.706248906450192,-2.1630889669684,-0.0674861416695578,1.05401924087448,-1.99388362330792,0.492558631965345,1.4192396195341,-0.0909374632857479,-0.0469744364150126,0.987563049037281,0.269845458339409,-0.444058284028634,178977.528320136
"36",-0.415861239585186,-0.318619155412681,0.275433558624895,1.44908945524748,-0.0337349237181073,0.819023895905314,-0.279336750992026,0.000968862234616364,-0.0255680362975679,5.25224579752572,0.0894897532494154,0.471023548841336,0.8231776022477,-2.22037463169705,-0.0684917860639901,1.07782970150389,-2.20951442393442,0.648289976169105,1.32794946899779,-0.0846627829085552,-0.00642326795064649,0.934849214007254,0.365800424091419,-0.428169959166584,178973.592471134
"37",-0.409534784903838,-0.235085383847554,0.267200815865306,1.48385424400587,-0.0260559145923479,0.981925060820544,-0.245323456337622,0.000793482616009657,-0.0317716239732797,5.21352799350034,0.106309459034421,0.470459349562483,0.784788152086225,-2.26651465570461,-0.0642897565990395,1.1194912666242,-2.07173442863685,0.551245080107229,1.43886178834706,-0.106719721318781,-0.0355768592992671,0.930087310247065,0.330541226550839,-0.427737340240626,178975.93302414
"38",-0.428696341966486,-0.305508786831648,0.270161970032603,1.46716648398443,-0.0365097195332928,1.02019807694521,-0.286273398077633,0.000990008497803655,-0.0309650211133443,5.24297374592157,0.083107255815544,0.471930778803052,0.811414342030099,-2.23312121944392,-0.0616902958907927,1.09804090430436,-2.07445114455238,0.662213282266768,1.40004280392848,-0.109706923497664,-0.0325566826149373,0.98310217041871,0.359361016988423,-0.448694905555168,178974.228201691
"39",-0.384597075814652,-0.198901190510378,0.283695833223001,1.46474562283078,-0.0216526672503,0.880258769475183,-0.305058198778637,0.000738477916768505,-0.0279027300527023,5.1972985636673,0.214453096940796,0.470162401822967,0.862815853382618,-2.38689446738135,-0.0636750899159755,1.17928541803581,-2.19949807098752,0.458734117553647,1.38652441539819,-0.0989284235298334,-0.0334501594216564,1.08257522359569,0.25063608857327,-0.44586666639715,178976.179153643
"40",-0.335627359502209,-0.278852135663098,0.282660199589069,1.52126319808094,-0.0266289298304316,0.953695907179213,-0.308044982716991,0.000319863523450562,-0.0299253503355973,5.24875359164515,0.0423348204523334,0.500030510302794,0.935379075471607,-2.36796980682615,-0.0841848794830891,1.13492623543875,-2.33606813725035,0.618501263592606,1.3912367921795,-0.068568866755192,-0.0105984909577307,1.00853650063985,0.333627047244953,-0.457411438540706,178973.803120867
"41",-0.349058629064094,-0.216153817652593,0.278986932053532,1.52489496822369,-0.0270483067162731,0.922053902050106,-0.316759545762945,0.000297058548372477,-0.0281963094522413,5.22750193646778,0.195166897538563,0.484763428459401,0.958036048983653,-2.32173627122727,-0.0656654981623627,1.12568578501012,-2.38222077999895,0.44039575600346,1.391418919364,-0.0992169394455467,-0.0493927659749424,1.20168387409788,0.29176952111392,-0.468119071767915,178978.750980335
"42",-0.357703744439717,-0.176741177455341,0.318978485871493,1.51204826618383,-0.0352823418980178,0.960722592648086,-0.253501654993382,0.000677805992551942,-0.0296823200730528,5.22585253253302,0.225460428540162,0.479016197895881,0.837988878463758,-2.2553051046027,-0.0519599275439829,1.10898862648175,-2.40543791745922,0.512166828420311,1.41685496942596,-0.118591620618841,-0.0857484561533094,1.03547297383617,0.236918108987419,-0.526474571259249,178973.491824591
"43",-0.420936306151514,-0.264491745660511,0.203798026092361,1.56650020897365,-0.0471744579225891,1.19583180970147,-0.26882633960592,0.000116140767726621,-0.0366572212865534,5.27554952166518,0.0326082169698632,0.471586866613611,0.901435543328913,-2.49313925218745,-0.0720532382568215,1.20421507682347,-1.92312180329883,0.597123724697825,1.38407746776216,-0.0471603027921454,-0.0284067647379569,1.07228144185429,0.452615236240956,-0.532437230520328,178970.102682465
"44",-0.420901353833119,-0.26588629172938,0.20257781569551,1.57187050120117,-0.0306669598212059,1.09733502513073,-0.331505121429948,8.39826781262124e-05,-0.0354234407276779,5.22384436248152,0.116310204062508,0.481267375428501,0.852001119975622,-2.48562636728918,-0.0727967275932769,1.17601747222258,-1.86213030244236,0.497943056811548,1.32756868188997,-0.0425414625413203,-0.0224776335592557,1.09231693967257,0.399880861309999,-0.517530068697864,178966.866508467
"45",-0.420609521411225,-0.246383448969846,0.214613603569786,1.56315604584463,-0.0347427582672985,1.09511078655723,-0.273974065620717,0.000114639087561978,-0.0328726375653327,5.25178200731906,0.146352891543115,0.483640476897549,0.850372395645499,-2.48078821368947,-0.0671894307978484,1.24458596923436,-1.89402718975611,0.573567017277376,1.35262763360299,-0.115406483440585,-0.0282133243806785,1.12556063249547,0.409134625012902,-0.526695721797513,178974.965734004
"46",-0.437761416353071,-0.235385090757116,0.223234022970528,1.56433110205409,-0.0355325768792625,1.25583924523823,-0.284565539275787,0.000380419983942828,-0.0359841237160534,5.24357149012976,0.172786410030851,0.477409446621604,0.807498718591888,-2.45397233839359,-0.0661488524546132,1.14154203688225,-1.92608716731663,0.545537425339623,1.3582721164253,-0.0730575162464186,-0.0197374017253407,1.15150661637308,0.33427267684271,-0.521034967276478,178977.912528628
"47",-0.417305819062321,-0.280335402172298,0.19620903493561,1.56938161155416,-0.0302467361191867,1.22713628650604,-0.258267283390395,0.000326062170379026,-0.0367900095289345,5.23962379422543,0.181822060749874,0.469094800982574,0.741308846916572,-2.43193519389165,-0.0721850778657305,1.1955686172481,-1.84962610289272,0.587248338976428,1.38540800785853,-0.0965949950591404,-0.0514546269861931,1.1933808715522,0.275723875899508,-0.559379829056988,178979.445968512
"48",-0.423570244529207,-0.302269989548102,0.219508673808568,1.55491671669352,-0.0315162936064393,1.22268304271276,-0.208762071171659,0.00025946119079577,-0.0365215555293909,5.20388053633392,0.208788024226484,0.464320677928878,0.725530461110417,-2.43403994957664,-0.0476266372176086,1.1614792612331,-1.86389295649423,0.635342154260732,1.39666739115753,-0.0913174149463879,-0.0527593966521701,1.23384791050913,0.333448324144202,-0.558330581294602,178973.331185496
"49",-0.394733651234798,-0.242817733065881,0.241590781424631,1.50165060626805,-0.025441208296133,1.21722842354756,-0.220079761305618,0.00060030794308918,-0.0356554620925292,5.19010638137703,0.191619002416703,0.463498390090273,0.784055413323885,-2.35468443079191,-0.0519132359249408,1.12318395095451,-1.84844556346705,0.542274595061994,1.40941458933891,-0.0856116254329677,-0.0443281692293213,1.00237629386038,0.374858230133496,-0.57371220559499,178972.403126654
"50",-0.376155509343382,-0.309131145634619,0.19264901970007,1.50937527157713,-0.037588142203207,1.23287401131288,-0.19465693826123,0.000634881997557282,-0.0353450961203596,5.28606180269775,0.113154913338296,0.468571182973856,0.693908591108279,-2.36463094882899,-0.085308830563787,1.12991791535544,-1.89527517451382,0.568654873178215,1.34189567368658,-0.0862130053560757,-0.0414840105115862,0.96803690364006,0.388450967707506,-0.604024449582613,178971.477045471
"51",-0.347424739890487,-0.307743981137638,0.183111837979161,1.52171829168421,-0.0318188194996753,1.22445968252575,-0.209437925221499,0.000507175476287777,-0.035677646608118,5.20313093586478,0.180604333768978,0.457413966528893,0.72394875637307,-2.28074384932448,-0.0461024984109537,1.09532636903489,-1.85589202754573,0.526356726890189,1.4305739063124,-0.10099937232372,-0.109623017170839,0.999902365468256,0.236876481355835,-0.613932267087079,178971.196578629
"52",-0.350715439520911,-0.222401983319057,0.229830522870611,1.52842393963768,-0.0372962749965569,1.26276908044068,-0.176006137443007,0.000466886760224325,-0.0374264201267284,5.26762469246779,0.228045043759655,0.454351034148079,0.762346591582869,-2.31299688532071,-0.0781488475183747,1.16511096396117,-1.83699376671621,0.579444283393427,1.41090724639111,-0.0856765692201618,-0.119451924181694,1.0625867519898,0.185974884543191,-0.609916128157799,178970.051934717
"53",-0.360306682645051,-0.466651502100267,0.247910864112044,1.5215533369664,-0.0320559323008564,1.06470635504977,-0.167966688707222,0.000611677968012747,-0.0336754510005872,5.245614222884,0.240094733940125,0.453429903246174,0.767924171138371,-2.39906176359863,-0.0739193387799201,1.13489913761104,-1.96316719420001,0.722041574098399,1.30403758561736,-0.0822806600209854,-0.102141594319422,1.07896228931806,0.31084620724517,-0.645585104889307,178971.236658706
"54",-0.386214046643802,-0.324780067754926,0.237425502934939,1.52483350442247,-0.0311793081183476,1.02047787671213,-0.286784290173188,0.000476087499000088,-0.032591664808688,5.23422861576358,0.198943811481397,0.44486154006651,0.93674191945685,-2.34973722962063,-0.071247399543706,1.16497640952285,-2.12883508619573,0.590033895811969,1.40252129031638,-0.0861341928923281,-0.0809399218674025,1.03430803303664,0.272953912699537,-0.624772981099315,178979.690452983
"55",-0.395024434071919,-0.279508239641698,0.270758336814565,1.68723192183707,-0.0294899305387029,0.991323701320049,-0.28246302198785,-0.000547515974630725,-0.0318190340063629,5.2362259120536,0.0833424338521626,0.43655302234245,0.852950854598608,-2.36887949319276,-0.0693065084878798,1.11544117169204,-2.24411352721044,0.539429397356302,1.38265927066401,-0.0843884232802332,-0.105343005020449,0.993545956055977,0.373964497621363,-0.657348063305879,178983.556103082
"56",-0.408144210768616,-0.313371734544325,0.267623976727068,1.6947406490796,-0.0354538985358228,0.963277891072705,-0.221986229679296,-0.000776451070279187,-0.0302345575462264,5.24662433813159,0.106634531548058,0.430561672670916,0.845582495389169,-2.33126298800069,-0.0657236662865919,1.13576710624076,-2.29153141744411,0.584937863930078,1.42195074551752,-0.0726508326876376,-0.108005222810134,1.00259938303435,0.33028018101464,-0.658377309400189,178983.967090517
"57",-0.394649398769392,-0.307331346927567,0.267747805605474,1.70687343917524,-0.0298776344375559,1.03657918860951,-0.263450789156703,-0.000562694794011,-0.0307411329900421,5.23473025941733,0.0935755353291385,0.43012825640988,0.866078640696266,-2.3354047261537,-0.0676414869176646,1.11726153240829,-2.26064425543315,0.533665358287532,1.39746653601047,-0.0927276067796059,-0.0995312269359578,0.972660638956814,0.364151131748502,-0.657148675187251,178982.505272399
"58",-0.364623219480223,-0.274967233780947,0.29638508976066,1.69601312075863,-0.0346139735818713,1.07864947083249,-0.201297141166839,-0.000747404276063548,-0.0318265521053801,5.23806043882932,0.185780427782841,0.427286712710891,0.785825816338795,-2.32389850157604,-0.0617432409489706,1.14347503305314,-2.14443709870537,0.633128274855361,1.42574980606675,-0.0902027185943711,-0.0954231012623127,0.881480137655664,0.244059599614253,-0.656111392722806,178981.393172948
"59",-0.369230126267519,-0.256149385380051,0.291364092526066,1.71299507361153,-0.0356764155491665,1.1344556941932,-0.253413210237276,-0.000848471669284356,-0.0358904603323396,5.24657316499715,0.270115375136625,0.419704749553242,0.671294602844633,-2.33514416972119,-0.0670807227002084,1.09361681327927,-2.14902390470546,0.616804114187042,1.32575202897051,-0.0764667479569481,-0.097770610475473,0.870715129831588,0.336974376904196,-0.659907165155301,178975.847241264
"60",-0.386580424200408,-0.304087587622725,0.304801542450985,1.66747820498921,-0.0347929466421627,1.18204059733291,-0.296301247639556,-0.000504588823751712,-0.033504005117912,5.24318846075592,0.144960968835546,0.416787635873809,0.861601781579435,-2.33985964426088,-0.072627711863509,1.08692979548506,-2.22331328608397,0.55866976444251,1.45306151149029,-0.0625080533238962,-0.0712845175080358,0.906683735868174,0.300551093498576,-0.677103023064088,178978.202228861
"61",-0.381833900745436,-0.356846688905864,0.313863806877133,1.69584911874552,-0.0318773468369662,1.16589078066489,-0.210125046333176,-0.000700916422698078,-0.0333587635179087,5.22985821169412,0.197121825646951,0.42612143144155,0.888819641515182,-2.32730318197115,-0.0604625217448541,1.18871845299797,-2.30142714874697,0.638069849420386,1.38631230943595,-0.102448554843212,-0.0702219092204016,0.932938149205716,0.255329083780236,-0.669164539594067,178980.263614269
"62",-0.353717407099892,-0.253455368515119,0.321948670066708,1.69942320514351,-0.0392514944182426,1.18754686773775,-0.253419554606932,-0.000682576820376461,-0.0362879300749765,5.26822973942336,0.275481782440631,0.433720684947367,0.760033364481978,-2.4009043354048,-0.0756568130824514,1.09955489672645,-2.35981345923546,0.547595216184786,1.38848724971472,-0.0613460997457867,-0.0648559599678872,0.97228170096822,0.287825450438537,-0.654614427909512,178979.029162742
